abra abrir
agora agora
se se
você você
vai ir
pra pra
isso isso
pra pra
poder poder
ver ver
que que
deus deus
quer querer
falar falar
igual igual
alguns algum
da de_o
adv adv
que que
está estar
havendo haver
um um
cara cara
lá lá
no em_o
recreio recreio
dos de_o
bandeirantes bandeirante
que que
revelava revelar
tudo tudo
que que
profetizavam profetizar
a a
tudo tudo
que que
falava falar
tudo tudo
e e
ocara ocara
papando papando
por por
aí aí
afora afora
bagunçando bagunçar
deitando deitar
e e
rolando rolar
e e
um um
monte monte
de de
abestada abestar
atrás atrás
de de
um um
pilantra pilantra
desse de_esse
[ [
Música música
] _
atrás atrás
me eu
disseram dizer
que que
ela ela
fala falar
não não
acredito acreditar
não não
acredito acreditar
que que
um um
povo povo
que que
está estar
experimentada experimentar
para para
o o
que que
quer querer
que que
a ela
ouvir ouvir
deus deus
falar falar
que que
o o
cara cara
da de_o
mensagem mensagem
por por
facebook facebook
e e
instagram instagram
sap sap
zap zap
o o
cara cara
revela revelar
tudo tudo
e e
ainda ainda
bota botar
um um
profeta profeta
que que
diz dizer
que que
está estar
na em_o
áfrica áfrico
mas mas
que que
eu eu
tenho ter
minha meu
dúvida dúvida
mas mas
deixa deixar
pra pra
lá lá
e e
aí aí
profeta profetar
hora hora
eu eu
tô tô
vendo ver
aqui aqui
irmão irmão
joão joão
você você
agora agora
dançam dançar
uma um
safadeza safadeza
uma um
bandidagem bandidagem
sabe saber
não não
quebre quebrar
essa esse
cadeia cadeia
de de
autoridade autoridade
para para
você você
não não
ter ter
problema problema
na em_o
tua tua
vida vida
espiritual espiritual
é ser
importante importante
para para
o o
corpo corpo
deixa deixar
eu eu
dizer dizer
pra pra
você você
você você
jamais jamais
vai ir
cumprir cumprir
o o
seu seu
propósito propósito
fora fora
do de_o
corpo corpo
de de
cristo cristo
o o
propósito propósito
é ser
a o
razão razão
da de_o
sua seu
existência existência
é ser
o o
objetivo objetivo
desejado desejar
o o
propósito propósito
da de_o
tua tua
vida vida
passa passar
pelo por_o
corpo corpo
de de
cristo cristo
porque porque
o o
propósito propósito
da de_o
igreja igreja
está estar
entrelaçado entrelaçar
com com
o o
seu seu
propósito propósito
agora agora
deixa deixar
eu eu
falar falar
alguma algum
coisa coisa
que que
pode poder
ser ser
prejudicial prejudicial
ao a_o
corpo corpo
alguma algum
coisa coisa
que que
pode poder
ser ser
prejudicial prejudicial
ao a_o
corpo corpo
perigos perigo
para para
o o
corpo corpo
primeiro primeiro
contaminação contaminação
como como
uma um
comida comida
estragada estragar
para para
ver ver
o o
que que
é ser
bom bom
pra para_o
tosse tosse
beba beber
uma um
água água
que que
tenha ter
certos certos
bactérias bactéria
micróbios micróbio
para para
ver ver
o o
que que
pode poder
acontecer acontecer
pode poder
até até
matar matar
a o
contaminação contaminação
é ser
uma um
coisa coisa
muito muito
séria sério
em em
primeira primeiro
coríntios coríntio
capítulo capítulo
5 5
a o
igreja igreja
de de
corinto corinto
a o
excelência excelência
dos de_o
dons dom
espirituais espiritual
da de_o
igreja igreja
do de_o
poder poder
à a_o
igreja igreja
do de_o
fogo fogo
a o
igreja igreja
dos de_o
milagres milagre
paulo paulo
pega pega
e e
escreve escrever
no em_o
capítulo capítulo
5 5
uma um
mensagem mensagem
para para
a o
igreja igreja
de de
corinto corinto
eu eu
estou estar
ouvindo ouvir
dizer dizer
que que
a o
coisa coisa
no em_o
meio meio
de de
vocês você
que que
nem nem
entrou entrar
gente gente
se se
tem ter
alguém alguém
que que
está estar
relata relatar
um um
relacionamento relacionamento
sexual sexual
com com
a o
mulher mulher
do de_o
pai pai
eu eu
pensei pensar
que que
eu eu
tinha ter
visto ver
tudo tudo
postou postar
até até
lá lá
já já
tinha ter
esse esse
meu meu
filho filho
aprenda aprender
uma um
coisa coisa
desde desde
que que
o o
pecado pecado
entrou entrar
no em_o
mundo mundo
o o
que que
muda mudar
é ser
a o
tecnologia tecnologia
o o
homem homem
é ser
a o
mesma mesmo
coisa coisa
aprendeu aprender
por por
que que
jesus jesus
falou falar
que que
assim assim
como como
nos em_o
dias dia
de de
noé noé
assim assim
será ser
a o
vinda vinda
do de_o
filho filho
olha olhar
o o
que que
ele ele
falou falar
dias dia
de de
noé noé
coisa coisa
de de
mais mais
de de
3 3
mil mil
anos ano
atrás atrás
coisa coisa
de de
quatro quatro
mil mil
anos ano
atrás atrás
melhor bom
dizendo dizer
desculpa desculpa
deixou deixar
corrigir corrigir
pequenos pequeno
de de
abraão abraão
coisa coisa
de de
mais mais
de de
49 49
a o
devassidão devassidão
ea ea
depravação depravação
marobe marobe
desde desde
que que
o o
homem homem
caiu cair
e e
aí aí
paulo paulo
vai ir
dizer dizer
em em
primeira primeiro
corinthians corinthians
56 56
vocês você
não não
sabem saber
que que
um um
pouco pouco
de de
fermento fermento
leveda levedar
toda todo
a o
massa massa
o o
que que
portas porta
ano ano
vocês você
estão estar
permitindo permitir
gente gente
que que
está estar
vivendo viver
em em
pecado pecado
dentro dentro
da de_o
igreja igreja
é ser
isso isso
que que
falta faltar
de de
zelo zelo
a a
contaminação contaminação
perigoso perigoso
para para
a o
igreja igreja
o o
que que
é ser
perigoso perigoso
para para
a o
igreja igreja
divisão divisão
a o
divisão divisão
membro membro
dividido dividir
não não
dá dar
certo certo
o o
fígado fígado
que que
é ser
uma um
coisa coisa
e e
os o
toma tomar
qualquer qualquer
outra outro
que que
o o
pâncreas pâncreas
que que
a o
outra outro
você você
morreu morrer
a o
divisão divisão
há há
problemas problema
graves grave
no em_o
corpo corpo
de de
cristo cristo
a a
no em_o
versículo versículo
25 25
para para
que que
não não
haja haver
divisão divisão
no em_o
corpo corpo
mas mas
antes antes
temos ter
os o
membros membro
igual igual
cuidado cuidado
uns um
dos de_o
outros outro
porque porque
a o
divisão divisão
é ser
prejudicial prejudicial
por por
isso isso
que que
eu eu
mantenho manter
aqui aqui
a o
igreja igreja
numa em_um
unidade unidade
e e
deixa deixar
eu eu
falar falar
uma um
coisa coisa
pra pra
vocês você
aqui aqui
quando quando
uma um
igreja igreja
é ser
mantida mantido
na em_o
unidade unidade
quem quem
quiser querer
dividir dividir
vai ir
quebrar quebrar
a o
cara cara
por por
isso isso
que que
qualquer qualquer
pastor pastor
que que
dá dar
deve dever
quiser querer
sair sair
daqui de_aqui
dividir dividir
a o
igreja igreja
o o
ministério ministério
dele de_ele
vai ir
falir falir
a o
pastoral pastoral
conheço conhecer
um um
outro outro
pastor pastor
que que
divide dividir
um um
outro outro
igreja igreja
está estar
envolta envolver
em em
polpa polpa
é ser
porque porque
aquela aquele
igreja igreja
não não
obedecer obedecer
o o
princípio princípio
da de_o
unidade unidade
então então
ele ele
se se
dar dar
bem bem
aqui aqui
não não
aqui aqui
o o
cara cara
quebra quebrar
a o
cara cara
porque porque
porque porque
ele ele
está estar
participando participar
da de_o
divisão divisão
do de_o
corpo corpo
e e
tem ter
dívida dívida
não não
vai ir
estar estar
bem bem
só só
jesus jesus
que que
falou falar
que que
no em_o
dividida dividido
devastado devastar
casa casa
dividida dividir
subsituto subsituto
não não
subsiste subsistir
ele ele
ainda ainda
continua continuar
dizendo dizer
que que
ele ele
estava estar
escondido esconder
em em
um um
demônio demônio
por por
belzebu belzebu
e e
falou falar
-se se
diabo diabo
expulso expulsar
o o
diabo diabo
está estar
dividido dividir
se se
nós nós
temos ter
lutas luta
entre entre
nós nós
tamos tamos
dividido dividir
vamos ir
ter ter
problemas problema
a o
divisão divisão
traz trazer
perturbação perturbação
para para
o o
corpo corpo
de de
cristo cristo
o o
que que
traz trazer
problemas problema
gregos grego
para para
o o
corpo corpo
a a
inutilidade inutilidade
um um
membro membro
inútil inútil
gera gerar
uma um
paralisia paralisia
em em
alguma algum
área área
do de_o
corpo corpo
à a_o
inutilidade inutilidade
não não
eu eu
estou estar
produzindo produzir
nada nada
jesus jesus
falou falar
joão joão
15 15
16 16
que que
não não
vai ir
vázquez vázquez
coletes colete
a a
mim eu
é ser
o o
que que
escolhi escolher
a a
vós vós
e e
vos vós
nomeei nomear
para para
que que
vades ir
e e
deis dar
fruto fruto
eo eo
vosso vosso
fruto fruto
permaneça permanecer
e e
tudo tudo
quanto quanto
pedir pedir
ao a_o
pai pai
ele ele
falou falar
com com
seda seda
quando quando
jesus jesus
fala falar
da de_o
parábola parábola
dos de_o
dois dois
servos servo
e e
mateus mateu
24 24
a a
partir partir
de de
45 45
é ser
um um
servo servo
bom bom
e e
fiel fiel
e e
um um
cervo cervo
mal mal
um um
chavo chavo
produtivo produtivo
improdutivo improdutivo
na em_o
parábola parábola
dos de_o
talentos talento
de de
capítulo capítulo
25 25
a a
partir partir
desse de_esse
14 14
mateus mateu
a o
mesma mesmo
coisa coisa
é ser
um um
servo servo
bom bom
produtivo produtivo
de de
talentos talento
e e
um um
outro outro
que que
enterra enterrar
talento talento
que que
é ser
chamado chamar
de de
mau mau
a o
inutilidade inutilidade
se se
você você
não não
produz produzir
nada nada
no em_o
corpo corpo
de de
cristo cristo
você você
pode poder
paralisar paralisar
coisas coisa
no em_o
corpo corpo
isso isso
é ser
sério sério
e e
o o
que que
mais mais
o o
que que
mais mais
mais mais
uma um
aqui aqui
que que
pode poder
trazer trazer
prejuízo prejuízo
ao a_o
corpo corpo
de de
cristo cristo
corpo corpo
estranho estranho
você você
sabia saber
que que
uma um
mulher mulher
quando quando
está estar
na em_o
gestação gestação
o o
pequeno pequeno
bebê bebê
é ser
protegido proteger
por por
uma um
cápsula cápsula
porque porque
o o
corpo corpo
da de_o
mulher mulher
interpreta interpretar
que que
aquilo aquilo
estranho estranho
então então
para para
não não
matar matar
e e
não não
jogar jogar
pra pra
fora fora
deus deus
quer quer
sabe saber
ele ele
que que
criou criar
o o
coco coco
então então
o o
pequeno pequeno
bebê bebê
está estar
protegido proteger
numa em_um
cápsula cápsula
para para
não não
ser ser
morto morrer
pelo por_o
próprio próprio
corpo corpo
porque porque
o o
próprio próprio
organismo organismo
reage reagir
tem ter
alguma algum
coisa coisa
estranha estranho
aqui aqui
que que
não não
faz fazer
parte parte
de de
nós nós
então então
vai ir
botar botar
pra pra
fora fora
olha olhar
que que
coisa coisa
incrível incrível
corpo corpo
estranho estranho
paulo paulo
ao a_o
tratar tratar
desse de_esse
caso caso
em em
1ª 1ª
coríntios coríntio
5 5
versículo versículo
3 3
diz dizer
cheirar cheirar
e e
dentre dentrar
vós vós
é ser
cínico cínico
mandou mandar
botar botar
pra pra
fora fora
o o
corpo corpo
estranho estranho
foi ser
posto pôr
porque porque
exclui excluir
da de_o
igreja igreja
porque porque
exclui excluir
do de_o
rol rol
de de
membros membro
é ser
porque porque
passou passar
a a
ser ser
um um
corpo corpo
estranho estranho
no em_o
topo topo
de de
pecado pecado
também também
pego pegar
meu meu
irmão irmão
se se
você você
pega pegar
também também
pego pegar
não não
falo falar
disso de_isso
eu eu
tô tô
falando falar
gente gente
que que
vive viver
na em_o
constância constância
da de_o
iniqüidade iniqüidade
virar virar
corpo corpo
estranho estranho
e e
corpo corpo
estranho estranho
não não
pode poder
estar estar
no em_o
corpo corpo
de de
cristo cristo
a o
linha linha
da de_o
pipa pipa
é ser
jogado jogar
para para
fora fora
agora agora
eu eu
quero querer
falar falar
pra pra
você você
de de
coisas coisa
importantes importante
no em_o
corpo corpo
essa esse
analogia analogia
de de
corpo corpo
humano humano
com com
a o
igreja igreja
para para
a o
gente gente
entender entender
deus deus
traz trazer
uma um
linguagem linguagem
para para
entender entender
o o
número número
um um
é ser
importante importante
por por
copo copo
e e
você você
sabe saber
alimentação alimentação
alimentação alimentação
é ser
fundamental fundamental
para para
a o
sobrevivência sobrevivência
do de_o
corpo corpo
qual qual
é ser
o o
principal principal
alimento alimento
jesus jesus
declara declarar
joão joão
6 6
35 35
eu eu
sou ser
o o
pão pão
da de_o
vida vida
quem quem
vem vir
a a
mim eu
não não
terá ter
fome fome
que que
incriminam incriminar
terá ter
sede sede
então então
na em_o
igreja igreja
jesus jesus
tem ter
que que
ser ser
pregado pregar
jesus jesus
jesus jesus
não não
adianta adiantar
vir vir
com com
auto auto
ajuda ajudar
não não
adianta adiantar
vim vir
com com
coaching coaching
não não
adianta adiantar
vim vir
com com
frase frase
de de
efeito efeito
não não
adianta adiantar
vir vir
com com
frase frase
de de
efeito efeito
espiritual espiritual
de de
movimento movimento
não não
adianta adiantar
nada nada
diz dizer
jesus jesus
jesus jesus
jesus jesus
jesus jesus
tem ter
que que
tá estar
aqui aqui
tem ter
que que
ser ser
falado falar
tem ter
que que
ser ser
anunciado anunciar
tem ter
que que
ser ser
empregado empregar
porque porque
é ser
o o
principal principal
alimento alimento
a a
palavra palavra
de de
deus deus
tem ter
que que
ser ser
empregada empregar
não não
vem vir
aqui aqui
enfático enfático
negócio negócio
flávio flávio
josefo josefo
você você
até até
pode poder
falar falar
para para
exemplificar exemplificar
sua seu
mensagem mensagem
segundo segundo
o o
escritor escritor
total total
mas mas
você você
está estar
centrado centrar
na em_o
palavra palavra
tem ter
cara cara
que que
filosofa filosofar
o o
tempo tempo
inteiro inteiro
é ser
filosofia filosofia
filosofia filosofia
filosofia filosofia
filosofia filosofia
teologia teologia
filosófica filosófico
até até
para para
mostrar mostrar
conhecimento conhecimento
tá estar
bom bom
que que
tá estar
querendo querer
ensinar ensinar
o o
cabra cabra
qual qual
o o
fim fim
disso de_isso
para para
edificar edificar
o o
povo povo
porque porque
a o
palavra palavra
tem ter
poder poder
significa significar
me eu
segundo segundo
a o
tua tua
palavra palavra
para para
que que
viva viver
e e
não não
me eu
envergonho envergonhar
da de_o
minha meu
esperança esperança
salmo salmo
119 @card@
desse dessar
com com
116 @card@
lâmpada lâmpada
para para
os o
meus meu
pés pé
é ser
a o
tua tua
palavra palavra
luz luz
para para
o o
meu meu
caminho caminho
a a
palavra palavra
como como
nós nós
podemos poder
purificar purificar
nossa nosso
vida vida
esconde esconder
a o
tua tua
palavra palavra
no em_o
meu meu
coração coração
e e
para para
os o
4 4
12 12
a o
palavra palavra
de de
deus deus
é ser
viva vivo
e e
eficaz eficaz
mais mais
penetrante penetrante
que que
esconde esconder
alguma algum
de de
dois dois
gumes gumes
secreto secreto
até até
divisão divisão
o o
nome nome
dos de_o
pilotos piloto
lucas lucas
das de_o
medulas medula
apta apto
para para
discernir discernir
os o
pensamentos pensamento
ea ea
intenção intenção
do de_o
coração coração
é ser
a o
palavra palavra
a o
palavra palavra
produz produzir
fé fé
é ser
a o
palavra palavra
produtos produto
antidade antidade
a o
palavra palavra
produz produzir
prosperidade prosperidade
a o
palavra palavra
produz produzir
comunhão comunhão
com com
deus deus
a o
palavra palavra
desde desde
a o
nossa nosso
vida vida
é ser
a o
palavra palavra
alimento alimento
sólido sólido
pra para_o
igreja igreja
[ [
Aplausos aplauso
] _
hebreus hebreu
5 5
14 14
diz dizer
que que
o o
alimento alimento
sólido sólido
é ser
para para
os o
maduras maduro
os o
quais qual
em em
razão razão
dos de_o
sentidos sentido
são ser
exercitados exercitar
tanto tanto
para para
discernir discernir
o o
bem bem
como como
mão mão
comida comida
sólida sólido
é ser
pra pra
quem quem
é ser
maduro maduro
quem quem
não não
é ser
maduro maduro
que que
água água
com com
açúcar açúcar
quem quem
não não
é ser
maduro maduro
que que
a o
frase frase
de de
efeito efeito
quem quem
não não
é ser
maduro maduro
só só
que que
a o
palavra palavra
que que
mexa mexer
com com
as o
suas seu
emoções emoção
quem quem
não não
é ser
maquiar maquiar
maduro maduro
o o
alimento alimento
sólida sólido
para para
maduros maduro
os o
quais qual
em em
razão razão
do de_o
costume costume
tem ter
os o
seus seu
sentidos sentido
exercitados exercitar
tanto tanto
para para
discernir discernir
o o
bem bem
eo eo
mal mal
não não
estou estar
falando falar
de de
intelectualidade intelectualidade
circular circular
você você
pode poder
ser ser
uma um
pessoa pessoa
com com
escolaridade escolaridade
pequena pequeno
mas mas
como como
você você
instruídos instruir
na em_o
palavra palavra
você você
disse dizer
arne arne
coisa coisa
que que
doutor doutor
rudge rudge
cern cern
aqui aqui
que que
tem ter
importância importância
o o
tipo tipo
de de
comida comida
vai ir
dar dar
você você
o o
grau grau
de de
discernimento discernimento
que que
você você
tem ter
esse esse
é ser
meu meu
deus deus
não não
é ser
igual igual
a o
mulher mulher
que que
aparece aparecer
mais mais
em em
conta conta
na em_o
rede rede
social social
[ [
Risadas risada
] _
eu eu
não não
a o
cabeça cabeça
dele de_ele
e e
sai sair
emoção emoção
por por
o o
cara cara
tá estar
aqui aqui
ó ó
meu meu
deus deus
como como
é ser
que que
essa esse
igreja igreja
não não
vira ver
porque porque
ela ela
não não
virá vir
porque porque
aqui aqui
não não
tem ter
trouxa trouxa
por por
isso isso
que que
a o
igreja igreja
não não
vira ver
prega prega
e e
meu meu
brother brother
se se
você você
tiver ter
um um
dia dia
que que
tem ter
um um
chão chão
sobre sobre
você você
a o
igreja igreja
vai ir
perceber perceber
vai ir
vir vir
a o
igreja igreja
vai ir
virar virar
de de
cabeça cabeça
para para
baixo baixo
afirmou afirmar
que que
está estar
preocupado preocupar
com com
isso isso
apesar apesar
de de
pregar pregar
a o
palavra palavra
para para
sua seu
expedição expedição
quiser querer
de de
hama hama
poder poder
fogo fogo
sacudiu sacudir
a o
igreja igreja
comigo com_eu
ela ela
quer querer
é é
que que
faz fazer
ondjaki ondjaki
domingo domingo
aqui aqui
um um
domingo domingo
deixa deixar
aqui aqui
atrás atrás
aqui aqui
do de_o
tráfico tráfico
observando observar
como como
é ser
como como
é ser
que que
o o
vento vento
do de_o
espírito espírito
na em_o
igreja igreja
é ser
um um
quarto quarto
normal normal
eu eu
eu eu
como como
esse esse
aqui aqui
aí aí
eu eu
autorizo autorizar
o o
pastor pastor
botar botar
todo todo
mundo mundo
para para
cantar cantar
o o
hino hino
antes antes
você você
pegar pegar
sua seu
esposa esposo
cantando cantar
a o
mulher mulher
sentar sentar
aqui aqui
nesse em_esse
piano piano
aqui aqui
começou começar
na em_o
mão mão
o o
ambiente ambiente
do de_o
leão leão
sem sem
forçação forçação
de de
barra barra
sem sem
nada nada
shakira shakira
o o
piano piano
cantando cantar
aqui aqui
mudou mudar
o o
ambiente ambiente
ea ea
atmosfera atmosfera
porque porque
isso isso
é ser
deus deus
que que
faz fazer
e e
quando quando
eu eu
quero querer
virar virar
eu eu
levo levar
você você
pra pra
auto auto
sugestão sugestão
e e
manipulação manipulação
e e
aí aí
e e
leva levar
as o
pessoas pessoa
a a
uma um
imaturidade imaturidade
por por
isso isso
que que
prega pregar
a o
palavra palavra
aqui aqui
porque porque
aí aí
quando quando
vem vir
um um
cara cara
aqui aqui
porque porque
eu eu
não não
controlo controlar
o o
que que
pregam pregar
os o
pregadores pregador
mas mas
eu eu
fico ficar
só só
olhando olhar
quando quando
o o
empregador empregador
aqui aqui
e e
que que
muitas muito
vezes vez
não não
conhece conhecer
o o
povo povo
na em_o
tv tv
aqui aqui
pai pai
pai pai
para para
o o
povo povo
assim assim
e e
aí aí
ele ele
força forçar
a o
barra barra
e e
como como
tem ter
na em_o
igreja igreja
crentes crente
até até
meninos menino
lata lata
vazia vazio
sabe saber
meu meu
irmão irmão
uma um
igreja igreja
que que
come comer
comida comida
só só
lhe ela
dá dar
não não
fica ficar
satisfeito satisfazer
com com
o o
quibe quibe
não não
fica ficar
satisfeito satisfazer
com com
o o
mac mac
donald donald
não não
fica ficar
satisfeito satisfazer
com com
docinhos doce
eu eu
tô tô
acostumado acostumado
com com
o o
mocotó mocotó
brother brother
eu eu
tô tô
acostumado acostumado
com com
angu angu
eu eu
tô tô
acostumado acostumado
com com
feijão feijão
e e
arroz arroz
eu eu
tô tô
acostumado acostumado
com com
rabada rabado
eu eu
tô tô
acostumado acostumado
com com
picanha picanha
aleluia aleluiar
eu eu
tô tô
acostumado acostumado
a a
a o
concórdia concórdia
kombata kombata
até até
com com
o o
senhor senhor
é ser
com com
o o
bloco bloco
eu eu
toco tocar
ela ela
vem vir
pra pra
cá cá
de de
vez vez
em em
quando quando
ou ou
como como
até até
um um
quibe quibe
de de
vez vez
em em
quando quando
como como
até até
uma um
coxinha coxa
de de
galinha galo
de de
vez vez
em em
quando quando
até até
o o
mais mais
fiel fiel
de de
vez vez
em em
quando quando
até até
o o
joelho joelho
queijo queijo
com com
presunto presunto
chamado chamado
joelho joelho
da de_o
época época
de de
garoto garoto
é ser
teu teu
como como
de de
vez vez
em em
quando quando
até até
bom bom
revisar revisar
as o
coisas coisa
que que
eu eu
claro claro
bebê bebê
de de
vez vez
em em
quando quando
um um
chucu chucu
mas mas
não não
é ser
água água
água água
a a
água água
a o
água água
água aguar
água água
comida comer
comida comida
comida comer
que que
sustenta sustentar
a o
comida comida
que que
fortalece fortalecer
a o
palavra palavra
de de
jesus jesus
aqui aqui
tem ter
que que
ser ser
jesus jesus
de de
palavra palavra
palavra palavra
jesus jesus
jesus jesus
de de
palavra palavra
e e
palavras palavra
jesus jesus
e e
jesus jesus
e e
palavras palavra
palavras palavra
jesus jesus
ea ea
igreja igreja
vai ir
marcha marcha
cheia cheio
de de
saúde saúde
espiritual espiritual
fundamental fundamental
para para
o o
corpo corpo
alimento alimento
2 2
inglesa inglês
limpeza limpeza
surgir surgir
na em_o
mata mata
sujeira sujeira
espanta espantar
sugerir sugerir
a o
fed fed
efésios efésio
5 5
26 26
e e
27 27
para para
santificar santificar
com com
a o
lavagem lavagem
da de_o
água água
pela por_o
palavra palavra
para para
apresentar apresentar
a a
si si
mesma mesmo
igreja igreja
santa santo
gloriosa glorioso
sem sem
mácula mácula
e e
sem sem
ruga ruga
que que
purifica purificar
a o
palavra palavra
a o
palavra palavra
alimento alimentar
ea ea
palavra palavra
purifica purificar
a o
igreja igreja
quando quando
eu eu
estou estar
pregando pregar
a o
palavra palavra
eu eu
me eu
desnudou desnudar
porque porque
ela ela
me eu
confronta confrontar
ela ela
mostra mostrar
meu meu
erro erro
para para
poder poder
deixar deixar
o o
poder poder
da de_o
palavra palavra
é ser
a o
palavra palavra
olha olhar
outra outro
coisa coisa
importante importante
para para
a o
igreja igreja
proteção proteção
à a_o
proteção proteção
externa externo
quando quando
a o
primeira primeiro
joão joão
15 15
18 18
aquele aquele
que que
é ser
de de
deus deus
ou ou
o o
maligno maligno
lhe ele
toca tocar
tem ter
uma um
proteção proteção
e e
tem ter
a o
proteção proteção
interna interno
aqui aqui
no em_o
texto texto
que que
ele ele
olha olhar
proteção proteção
interna interno
como como
é ser
que que
olha olhar
que que
coisa coisa
interessante interessante
versículo versículo
25 25
para para
que que
não não
haja haver
divisão divisão
no em_o
corpo corpo
mas mas
antes antes
tem ter
os o
membros membro
igual igual
cuidado cuidado
em em
os o
dois dois
outros outro
a o
proteção proteção
externa externo
deus deus
dá dar
a o
proteção proteção
interna interno
nós nós
damos dar
em em
protegendo proteger
o o
outro outro
um um
cuidando cuidar
do de_o
outro outro
é ser
interno interno
se se
tornou tornar
um um
problema problema
é ser
uma um
palavra palavra
está estar
com com
um um
problema problema
para para
falar falar
com com
o o
pastor pastor
você você
dar dar
uma um
palavra palavra
omer omer
contornado contornar
por por
vocês você
vai ir
passar passar
ele ele
quer querer
ouvir ouvir
uma um
palavra palavra
e e
não não
quer querer
ouvir ouvir
uma um
mensagem mensagem
única único
via via
para para
pensar pensar
deixa deixar
comigo com_eu
ou ou
com com
quem quem
emprega empregar
aqui aqui
que que
houve haver
uma um
palavra palavra
está estar
machucado machucar
está estar
doído doer
está estar
com com
um um
problema problema
e e
você você
vem vir
é ser
meu meu
irmão irmão
é ser
assim assim
uma um
coisa coisa
vai ir
piorar piorar
eu eu
não não
preciso preciso
de de
diabo diabo
um um
crash crash
show show
está estar
sendo ser
um um
problema problema
é ser
um um
cara cara
vem vir
pra pra
cima cima
diz dizer
assim assim
a o
atriz atriz
ainda ainda
não não
viu ver
nada nada
nem nem
o o
capeta capeta
precisa precisar
ser ser
contratado contratar
sabe saber
uma um
palavra palavra
proteção proteção
interna interno
embora embora
meu meu
irmão irmão
cadê cadê
você você
não não
vê ver
o o
mesmo mesmo
que que
aconteceu acontecer
com com
essa esse
pessoa pessoa
sabe saber
do de_o
telefone telefone
dela de_ela
na em_o
igreja igreja
na em_o
página página
acontecer acontecer
alguma algum
coisa coisa
que que
posso poder
ajudar ajudar
acho achar
que que
é ser
evangélica evangélico
e e
se se
isso isso
é ser
fundamental fundamental
da de_o
igreja igreja
a a
proteção proteção
outra outro
coisa coisa
fundamental fundamental
da de_o
igreja igreja
movimento movimento
esconde esconder
se se
você você
ficar ficar
90 90
ou ou
100 100
dias dia
no em_o
cti cti
de de
um um
hospital hospital
você você
vai ir
ter ter
que que
fazer fazer
fisioterapia fisioterapia
para para
poder poder
ter ter
os o
movimentos movimento
de de
novo novo
de de
mãos mão
de de
pés pé
para para
andar andar
se se
você você
ficar ficar
parado parar
atrofia atrofia
encolhe encolher
diminuto diminuto
tem ter
que que
ter ter
movimento movimento
agora agora
scott scott
isso isso
ai ai
meu meu
deus deus
pentecostal pentecostal
acham achar
que que
é ser
isso isso
maleh maleh
interpretar interpretar
em em
atos ato
4 4
31 31
dias dia
assim assim
e e
moveu mover
-se se
lugar lugar
que que
estavam estar
reunidos reunir
e e
todos todo
foram ser
cheios cheio
do de_o
espírito espírito
santo santo
e e
anunciavam anunciar
com com
ousadia ousadia
palavra palavra
de de
deus deus
movimento movimento
interno interno
para para
produzir produzir
movimento movimento
externo externo
o o
movimento movimento
do de_o
espírito espírito
da de_o
igreja igreja
para para
produzir produzir
movimento movimento
externo externo
quando quando
o o
fogo fogo
cai cair
quando quando
poder poder
desce descer
quando quando
o o
espírito espírito
santo santo
produz produzir
movimento movimento
aqui aqui
é ser
para para
produzir produzir
movimento movimento
aquela aquele
porta porta
pra pra
falar falar
eu eu
quero querer
ficar ficar
aqui aqui
coisa coisa
linda lindo
muito muito
poder poder
fogo fogo
toque toque
arrepiado arrepiar
a a
hope hope
adulto adulto
meu meu
deus deus
é ser
muito muito
falha falho
aleluia aleluia
ae ae
e e
quando quando
soube saber
que que
ela ela
passa passar
pra pra
fora fora
o o
pecado pecado
não não
vê ver
fogo fogo
não não
vai ir
poder poder
meu meu
deus deus
do de_o
céu céu
tem ter
que que
ter ter
movimento movimento
e e
movimento movimento
é ser
você você
agir agir
movimento movimento
é ser
você você
realizou realizar
tem ter
que que
ter ter
movimento movimento
tem ter
que que
pregar pregar
o o
evangelho evangelho
tem ter
que que
chorar chorar
e e
movimento movimento
tem ter
que que
ler ler
a o
palavra palavra
tem ter
que que
vir vir
a o
igreja igreja
tem ter
que que
ajudar ajudar
o o
irmão irmão
tem ter
que que
atender atender
necessitada necessitar
movimento movimento
a o
igreja igreja
tem ter
que que
ter ter
movimento movimento
senão senão
ela ela
fica ficar
atrofiada atrofiar
fica ficar
atrofiada atrofiar
mesmo mesmo
igreja igreja
olha olhar
pra pra
mim eu
para para
a o
conclusão conclusão
fundamental fundamental
para para
o o
corpo corpo
crescimento crescimento
crescimento crescimento
produz produzir
estabilidade estabilidade
sustentabilidade sustentabilidade
amadurecimento amadurecimento
é ser
o o
crescimento crescimento
produz produzir
estabilidade estabilidade
porque porque
a o
criança criança
não não
fique ficar
em em
pé pé
não não
tem ter
estabilidade estabilidade
tem ter
que que
crescer crescer
estabilidade estabilidade
sustentabilidade sustentabilidade
e e
amadurecimento amadurecimento
e e
outra outro
crescimento crescimento
na em_o
igreja igreja
ato ato
contínuo contínuo
efésios efésio
4 4
3 3
até até
que que
todos todo
nós nós
chegamos chegar
a o
unidade unidade
de de
fé fé
ao a_o
conhecimento conhecimento
do de_o
filho filho
de de
deus deus
a a
varão varão
perfeito perfeito
a o
estatura estatura
completa completo
de de
cristo cristo
crescimento crescimento
e e
ato ato
contínuo contínuo
quando quando
a o
gente gente
fala falar
do de_o
processo processo
de de
santificação santificação
é ser
o o
