abra abrir
desleal desleal
você você
trato tratar
aplicar aplicar
igual igual
que que
não não
é ser
aplicado aplicar
você você
trata tratar
obediente obediente
enquanto enquanto
o o
ambiente ambiente
com com
privilégios privilégio
agora agora
eu eu
amo amar
os o
dois dois
esse esse
aqui aqui
é ser
safado safar
esse esse
aqui aqui
e e
desobedece desobedecer
esse esse
aqui aqui
não não
é ser
safado safar
e e
obedece obedecer
ou ou
tanto tanto
este este
quanto quanto
a o
mãe mãe
é ser
natureza natureza
quando quando
se se
tem ter
mais mais
de de
um um
filho filho
é ser
natural natural
um um
filho filho
se se
chega chegar
mais mais
pra para_o
mãe mãe
um um
filho filho
se se
chegar chegar
mais mais
com com
o o
pai pai
é ser
natural natural
que que
os o
pais pai
têm ter
que que
fazer fazer
se se
policía policía
eu eu
tenho ter
duas dois
filhas filha
e e
um um
filho filho
eu eu
elizete elizete
sempre sempre
nos nós
policiamos policiamos
com com
o o
tratamento tratamento
sempre sempre
sempre sempre
nos nós
policiamos policiamos
não não
dá dar
mole mole
pra pra
kojak kojak
sabe saber
que que
sempre sempre
tem ter
um um
filho filho
que que
é ser
mais mais
chegado chegar
ao a_o
pai pai
tem ter
uma um
filha filha
e e
uma um
chegada chegada
da de_o
mãe mãe
e e
aí aí
você você
nem nem
percebe perceber
mas mas
os o
filhos filho
estão estar
percebendo perceber
então então
eu eu
e e
minha meu
esposa esposo
fica ficar
antenado antenado
pode poder
chegar chegar
lá lá
com com
meus meu
três três
filhos filho
e e
perguntar perguntar
se se
alguém alguém
deu dar
o o
privilégio privilégio
se se
de de
uma um
coisa coisa
melhor bom
pra pra
uma um
coisa coisa
pior mau
para para
o o
outro outro
eu eu
vejo ver
para para
fazerem fazer
esse esse
aqui aqui
é ser
meu meu
queridinho querido
você você
é ser
meu meu
queridinho querido
tem ter
mil mil
reais real
você você
não não
segurassem segurar
vizinho vizinho
mas mas
não não
tem ter
nada nada
a a
ver ver
por por
por por
lealdade lealdade
nem nem
por por
obediência obediência
tv tv
por por
preferência preferência
então então
cuidado cuidado
não não
permita permitir
que que
a o
sua seu
prepotência prepotência
ok ok
venha vir
destruir destruir
pessoas pessoa
vêm vir
a a
tratar tratar
pessoas pessoa
uma um
com com
afeto afeto
e e
outra outro
sem sem
afeto afeto
eu eu
tô tô
falando falar
principalmente principalmente
debaixo debaixo
do de_o
teto teto
da de_o
casa casa
e e
aproveita aproveitar
então então
já já
que que
não não
estamos estar
nessa em_esse
não não
é ser
falar falar
mas mas
já já
que que
estamos estar
falando falar
não não
gostava gostar
de de
beber beber
um um
pouco pouco
de de
água água
tem ter
homem homem
que que
trata tratar
os o
filhos filho
melhor melhor
do de_o
que que
trata tratar
a o
mulher mulher
te tu
achei achar
manifesta manifesto
não não
fica ficar
também também
não não
deixa deixar
ninguém ninguém
descobriu descobrir
que que
o o
cheque cheque
não não
há haver
e e
tem ter
mulher mulher
que que
tratar tratar
filho filho
melhor bom
do de_o
que que
marido maridar
tudo tudo
errado errado
filho filho
é ser
a o
prioridade prioridade
do de_o
homem homem
é ser
a o
esposa esposo
a a
prioridade prioridade
da de_o
esposa esposo
é ser
um um
homem homem
até até
na em_o
questão questão
espiritual espiritual
paulo paulo
dizem dizer
primeira primeira
corinthians corinthians
sete sete
a o
diferença diferença
entre entre
a o
mulher mulher
casada casado
ea ea
mulher mulher
solteira solteiro
entre entre
o o
homem homem
casado casado
e e
homem homem
solteiro solteiro
os o
solteiros solteiro
cuidam cuidar
das de_o
coisas coisa
do de_o
senhor senhor
os o
casados casar
com com
agradar agradar
o o
cônjuge cônjuge
até até
no em_o
reino reino
de de
deus deus
deus deus
tá estar
dizendo dizer
através através
do de_o
apóstolo apóstolo
paulo paulo
que que
quem quem
é ser
solteiro solteiro
tem ter
mais muito
tempo tempo
para para
se se
dedicar dedicar
no em_o
reino reino
do de_o
que que
um um
cara cara
casado casado
com com
uma um
mulher mulher
casada casado
pra pra
você você
ver ver
a o
importância importância
de de
o o
que que
é ser
que que
você você
está estar
considerando considerar
é ser
evidente evidente
irmão irmão
por por
favor favor
o o
não não
não não
vou ir
dizer dizer
isso isso
por por
favor favor
meu meu
amado amado
pronto pronto
achei achar
a o
palavra palavra
se se
tem ter
um um
bebê bebê
de de
novo novo
se se
tem ter
uma um
criança criança
por por
um um
tempo tempo
a a
mulher mulher
vai ir
dar dar
preferência preferência
isso isso
isso isso
é ser
natural natural
até até
aquela aquele
criança criança
se se
desenvolver desenvolver
aí aí
o o
cara cara
só só
tava tava
até até
só só
essa esse
criança criança
ai ai
meu meu
deus deus
eu eu
não não
vou ir
dizer dizer
o o
que que
eu eu
pensei pensar
' '
até até
acerca acerca
de de
vôos vôo
e e
na em_o
madeira madeira
já já
viu ver
que que
eu eu
pensei pensar
acerca acerca
de de
você você
aqui aqui
nessa em_esse
hora hora
é ser
um um
favor favor
não não
tô tô
falando falar
isso isso
uma um
criança criança
nova novo
mãe mãe
dá dar
uma um
atenção atenção
maior grande
naquele em_aquele
período período
é ser
natural natural
é ser
da de_o
natureza natureza
da de_o
mulher mulher
mas mas
eu eu
não não
tô tô
falando falar
isso isso
eu eu
tô tô
falando falar
minha meu
irmã irmã
é ser
o o
teu teu
filho filho
de de
18 18
anos ano
e e
você você
está estar
dando dar
preferência preferência
a a
este este
marmanjo marmanjo
mar mar
do de_o
que que
é ser
teu teu
marido marido
entendeu entender
né né
é ser
você você
que que
lidam lidar
com com
essa esse
garota garota
de de
18 18
e e
19 19
anos ano
que que
você você
abraça abraçar
amado amar
que que
a o
tua tua
mulher mulher
eu eu
não não
tô tô
falando falar
para para
casais casal
hoje hoje
não não
só só
queria querer
deixar deixar
esse esse
recadinho recadinho
aqui aqui
deixa deixar
dar dar
um um
outro outro
conselho conselho
pra pra
você você
olha olhar
aqui aqui
o o
quarto quarto
conselho conselho
que que
eu eu
dou dar
pra pra
você você
realize realizar
tem ter
gente gente
que que
sonha sonhar
em em
fazer fazer
coisa coisa
grande grande
e e
acabam acabar
realizando realizar
nada nada
só só
porque porque
porque porque
10 10
preza prezar
as o
coisas coisa
pequenas pequeno
zacarias zacariar
4 4
10 10
diz dizer
que que
você você
não não
deve dever
desprezar desprezar
o o
dia dia
das de_o
coisas coisa
pequenas pequeno
tudo tudo
nessa em_esse
vida vida
grandes grande
empreendimentos empreendimento
grandes grande
empresas empresa
grandes grande
negócios negócio
começaram começar
pequenos pequeno
aprenda aprender
a a
valorizar valorizar
quais qual
as o
pequenas pequeno
eles eles
bastou bastar
eu eu
sonho sonho
em em
cuidar cuidar
de de
um um
orfanato orfanato
assim assim
um um
eu eu
já já
até até
aqui aqui
na em_o
minha meu
mente mente
a a
surfar surfar
nato nato
gigante gigante
com com
piscina piscina
com com
tudo tudo
para para
três três
mil mil
crianças criança
porque porque
você você
não não
começa começar
a a
ajudar ajudar
ajudar ajudar
nem nem
cuidar cuidar
sozinho sozinho
de de
uma um
criança criança
que que
só só
uma um
coisa coisa
grande grande
eu eu
sou ser
o o
bom bom
pastor pastor
sou ser
fã fã
da de_o
minha meu
casa casa
no em_o
carnaval carnaval
só só
na em_o
capital capital
que que
eu eu
tenho ter
que que
fazer fazer
uma um
reforma reforma
da de_o
reforma reforma
agrária agrário
que que
tal tal
você você
dá dar
uma um
pitadinha pitadinha
no em_o
muro muro
que que
tal tal
consertar consertar
a o
fechadura fechadura
daquele de_aquele
portão portão
que que
já já
está estar
há há
dois dois
anos ano
quebrada quebrar
que que
tal tal
aquela aquele
rachadura rachadura
você você
chamou chamar
um um
pedreiro pedreiro
ou ou
messi messi
joga jogar
pra pra
ver ver
por por
que que
você você
não não
cuidar cuidar
de de
coisas coisa
pequenas pequeno
que que
quer querer
fazer fazer
grande grande
a o
casa casa
está estar
caindo cair
a a
tal tal
calanca calanca
uma um
reforma reforma
grande grande
o o
piso piso
rebentado rebentar
levando levar
ainda ainda
na em_o
metade metade
do de_o
ano ano
já já
desceu descer
anj anj
grande grande
a o
lâmpada lâmpada
está estar
quase quase
caindo cair
na em_o
câmara câmara
nada nada
nessa em_esse
grande grande
mas mas
gaga gago
porque porque
você você
não não
realiza realizar
as o
coisas coisa
pequenas pequeno
primeiro primeiro
josé josé
um um
herói herói
da de_o
fé fé
da de_o
bíblia bíblia
foi ser
um um
dos de_o
maiores grande
governadores governador
da de_o
história história
da de_o
humanidade humanidade
só só
que que
antes antes
dele de_ele
governar governar
um um
dos de_o
maiores grande
impérios império
do de_o
mundo mundo
o o
egito egito
ele ele
aprendeu aprender
a a
governar governar
prosperidade prosperidade
numa em_um
casa casa
e e
aprendeu aprender
a a
governar governar
a o
escassez escassez
numa em_um
cadeia cadeia
antes antes
de de
governar governar
coisas coisa
grandes grande
davi davi
antes antes
de de
seu seu
grande grande
rei rei
de de
herrero herrero
poderosos poderoso
foi ser
tomar tomar
conta conta
de de
armas arma
do de_o
rei rei
foi ser
cuidar cuidar
de de
umas um
poucas pouco
ovelhas ovelha
venceu vencer
o o
primeiro primeiro
leão leão
venceu vencer
depois depois
um um
urso urso
de de
por por
vencer vencer
um um
gigante gigante
para para
depois depois
vencer vencer
exércitos exército
então então
querido querer
você você
quer querer
realizar realizar
coisas coisa
realize realizar
coisas coisa
pequenas pequeno
para para
chegar chegar
nas em_o
grandes grande
o o
pai pai
e e
jesus jesus
continua continuar
realizando realizar
joão joão
5 5
17 17
meu meu
pai pai
trabalha trabalhar
até até
agora agora
e e
eu eu
também também
o o
grande grande
apóstolo apóstolo
paulo paulo
apóstolo apóstolo
dos de_o
gentios gentio
um um
dos de_o
homens homem
mais mais
notáveis notável
do de_o
cristianismo cristianismo
em em
primeira primeiro
tessalonicenses tessalonicense
29 29
ele ele
diz dizer
dan dan
vos vós
lembrais lembrais
do de_o
meu meu
trabalho trabalho
e e
fadiga fadiga
trabalhei trabalhar
noite noite
dia dia
pra pra
não não
ser ser
pesada pesar
ninguém ninguém
denuncia denunciar
o o
evangelho evangelho
prass prass
e e
esse esse
cara cara
considerado considerar
teve ter
que que
trabalhar trabalhar
duro duro
para para
se se
sustentar sustentar
aprenda aprender
o o
que que
eu eu
vou ir
falar falar
existe existir
alguma algum
coisa coisa
pra pra
você você
realizar realizar
na em_o
vida vida
material material
na em_o
vida vida
emocional emocional
e e
na em_o
vida vida
espiritual espiritual
mexa mexer
se se
tem ter
alguma algum
coisa coisa
para para
você você
realizar realizar
comece começar
com com
coisas coisa
pequenas pequeno
abas aba
e e
padrões padrão
atrás atrás
aí aí
é ser
que que
você você
tem ter
que que
realizar realizar
pergunta pergunta
aí aí
pergunta perguntar
para para
dois dois
ou ou
três três
já já
é ser
só só
perguntar perguntar
não não
responde responder
não não
chove chover
há há
7 7
você você
tem ter
que que
realizar realizar
tem ter
coisas coisa
aí aí
pra pra
você você
realizar realizar
e e
deus deus
te tu
trouxe trazer
aqui aqui
para para
dizer dizer
isso isso
pra pra
você você
comece começar
com com
o o
mínimo mínimo
com com
o o
pequeno pequeno
com com
o o
desprezível desprezível
e e
daqui de_aqui
a a
pouco pouco
deus deus
vai ir
te tu
colocar colocar
em em
coisas coisa
grandes grande
para para
você você
realizar realizar
o o
quinto quinto
conselho conselho
já já
tô tô
chegando chegar
perto perto
do de_o
final final
fica ficar
frio frio
quinto quinto
dando dar
só só
conselho conselhar
meu meu
filho filho
você você
é ser
que que
decide decidir
bush bush
que que
a a
deus deus
é ser
você você
tem ter
que que
buscar buscar
a a
deus deus
meu meu
filho filho
quem quem
está estar
ali ali
quem quem
cria criar
estabelece estabelecer
a o
regra regra
você você
quando quando
compra comprar
um um
carro carro
coisa coisar
que que
o o
brasileiro brasileiro
não não
vê ver
chamado chamado
manual manual
do de_o
fabricante fabricante
manual manual
do de_o
fabricante fabricante
é ser
pra pra
você você
saber saber
como como
aquele aquele
carro carro
funciona funcionar
como como
você você
ter ter
100 100
% %
de de
desempenho desempenho
no em_o
automóvel automóvel
porque porque
quem quem
fabrica fabricar
determina determinar
as o
regras regra
então então
deus deus
fez fazer
o o
homem homem
é ser
o o
criador criador
de de
todas todo
as o
coisas coisa
é ser
uma um
condição condição
é ser
você você
que que
tem ter
que que
buscar buscar
a a
deus deus
diz dizer
aí aí
a a
55 55
6 6
buscai buscai
ao a_o
senhor senhor
enquanto enquanto
se se
pode poder
achar achar
o o
invocai invocai
o o
enquanto enquanto
está estar
perto perto
e e
você você
tem ter
que que
buscar buscar
teve ter
um um
rei rei
na em_o
bíblia bíblia
que que
buscou buscar
a a
deus deus
o o
nome nome
dele de_ele
era ser
os o
dias dia
segundo segundo
crônicas crônica
2065 @card@
e e
quando quando
zia zir
buscou buscar
senhor senhor
deus deus
o o
fez fazer
prosperar prosperar
uma um
busca busca
buscar buscar
uma um
mulher mulher
estéreo estéreo
entra entrar
no em_o
templo templo
para para
buscar buscar
a a
deus deus
primeiras primeiro
a a
um um
nome nome
dela de_ela
ana ana
ela ela
foi ser
buscar buscar
a a
deus deus
num em_um
milagre milagre
sai sair
com com
um um
milagre milagre
quem quem
sabe saber
há há
quanto quanto
tempo tempo
você você
anda andar
numa em_um
igreja igreja
ou ou
pela por_o
primeira primeiro
vez vez
deus deus
está estar
aqui aqui
e e
você você
pode poder
buscar buscar
e e
quem quem
sabe saber
hoje hoje
ele ele
tem ter
um um
milagre milagre
pra pra
fazer fazer
na em_o
tua tua
vida vida
coisa coisar
que que
nem nem
você você
nem nem
pastor pastor
ninguém ninguém
pode poder
fazer fazer
mas mas
o o
deus deus
todo todo
poderoso poderoso
pode poder
fazer fazer
por por
você você
o o
salmista salmista
do de_o
salmo salmo
40 40
diz dizer
uma um
coisa coisa
muito muito
interessante interessante
esperei esperar
com com
paciência paciência
no em_o
senhor senhor
ele ele
se se
inclinou inclinar
para para
mim eu
ouvir ouvir
o o
meu meu
clamor clamor
tirou tirar
-me eu
de de
um um
charco charco
de de
lodo lodo
de de
um um
lago lago
horrível horrível
e e
colocou colocar
os o
meus meu
pés pé
sobre sobre
a o
rocha rocha
lá lá
foi ser
buscar buscar
deus deus
tá estar
vendo ver
uma um
situação situação
terrível terrível
foi ser
buscar buscar
a a
deus deus
deus deus
ocorreu ocorrer
um um
outro outro
salmista salmista
que que
estava estar
no em_o
quadro quadro
depressivo depressivo
que que
é ser
levar levar
à a_o
morte morte
ele ele
vai ir
buscar buscar
a a
deus deus
ou ou
mista misturar
do de_o
solo solo
sendo ser
16 16
com com
uma um
história história
bonita bonito
o o
solo solo
começa começar
pelo por_o
final final
ao a_o
senhor senhor
porque porque
ele ele
ouve ouvir
o o
meu meu
clamor clamor
e e
porque porque
ele ele
se se
inclinou inclinar
para para
mim eu
ele ele
vai ir
contar contar
a o
história história
koné koné
cordás cordás
de de
mortes morte
me eu
cercaram cercar
angústias angústia
do de_o
inferno inferno
se se
apoderaram apoderar
de de
mim eu
encontrei encontrar
a o
pesca pesca
e e
tristeza tristeza
então então
claro claro
em em
nome nome
do de_o
senhor senhor
dizendo dizer
o o
senhor senhor
lembra lembrar
minha meu
alma alma
ele ele
foi ser
reclamar reclamar
de de
erros erro
foi ser
buscar buscar
deus deus
piedoso piedoso
é ser
o o
senhor senhor
livram livrar
a o
minha meu
alma alma
da de_o
morte morte
meus meu
olhos olho
das de_o
lágrimas lágrima
de de
meus meu
pés pé
da de_o
queda queda
andarem andar
perante perante
a o
face face
do de_o
senhor senhor
na em_o
terra terra
dos de_o
viventes vivente
clean clean
e e
por por
isso isso
falei falar
estive estivar
muito muito
aflitos afligir
e e
nunca nunca
mais mais
tive ter
eu eu
busquei buscar
a a
deus deus
e e
ele ele
arrancou arrancar
esse esse
quadro quadro
depressivo depressivo
de de
morte morte
que que
remédio remédio
nem nem
médico médico
solucioná solucioná
deus deus
tem ter
respostas resposta
para para
você você
deus deus
tem ter
saídas saída
para para
sua seu
vida vida
deus deus
quer querer
responder responder
o o
teu teu
clamor clamor
e e
como como
é ser
que que
eu eu
tenho ter
então então
que que
buscar buscar
a a
deus deus
a o
bíblia bíblia
da de_o
receita receita
jeremias jeremias
29 29
13 13
14 14
carne carne
eicma eicma
achareis achar
quando quando
me eu
buscar buscar
diz dizer
de de
todo todo
o o
vosso vosso
coração coração
e e
serei ser
achados achado
de de
voz voz
só só
que que
a a
60 60
quando quando
você você
busca buscar
de de
toda todo
a o
tua tua
mente mentar
toda todo
a o
tua tua
vontade vontade
todos todo
os o
seus seu
vencimentos vencimento
você você
vai ir
achar achar
deus deus
agora agora
se se
você você
acha achar
deus deus
só só
porque porque
busca busca
de de
locais local
de de
interesse interesse
material material
que que
se se
você você
buscar buscar
deus deus
sobre sobre
cada cada
momento momento
emocional emocional
você você
não não
vai ir
achá achá
lo lo
mas mas
se se
você você
buscar buscar
de de
todo todo
do de_o
entendimento entendimento
de de
toda todo
a o
vontade vontade
e e
de de
todos todo
os o
seus seu
sentimentos sentimento
e e
se se
deus deus
magnífico magnífico
poderoso poderoso
e e
com com
parada parada
vai ir
se se
manifestar manifestar
ah ah
você você
busque buscar
a a
deus deus
você você
vai ir
achá achá
-lo ele
pelo por_o
último último
lugar lugar
penúltimo penúltimo
lugar lugar
hum hum
eu eu
vou ir
dizer dizer
uma um
coisa coisa
do de_o
óbvio óbvio
pode poder
chamar chamar
a o
atenção atenção
para para
algo algo
se se
você você
quer querer
realmente realmente
fazer fazer
algo algo
você você
dá dar
um um
jeito jeito
se se
você você
não não
que que
é ser
realmente realmente
fazer fazer
algo algo
você você
apresenta apresentar
uma um
desculpa desculpa
se se
você você
realmente realmente
quer querer
fazer fazer
algo algo
você você
dá dar
um um
jeito jeito
mas mas
se se
você você
realmente realmente
não não
quiser querer
fazer fazer
algo algo
se se
apresenta apresentar
uma um
desculpa desculpa
agora agora
vou ir
fazer fazer
uma um
aplicação aplicação
para para
a o
vida vida
espiritual espiritual
que que
está estar
lá lá
em em
apocalipse apocalipse
3 3
26 26
que que
estou estar
à a_o
porta porta
e e
bato bater
se se
alguém alguém
abrir abrir
eu eu
entro entrar
faço fazer
festa festa
com com
ele ele
olha olhar
que que
coisa coisa
incrível incrível
como como
deus deus
respeita respeitar
as o
leis lei
que que
ele ele
criou criar
deus deus
fez fazer
você você
ea ea
mim eu
como como
um um
ser ser
que que
possui possuir
livre livre
arbítrio arbítrio
o o
poder poder
de de
decisão decisão
de de
escolha escolha
então então
deus deus
não não
invade invadir
a o
vida vida
de de
ninguém ninguém
um um
coração coração
de de
ninguém ninguém
a o
verdade verdade
é ser
o o
seguinte seguinte
deus deus
está estar
na em_o
porta porta
da de_o
nossa nosso
vida vida
ip ip
' '
s s
eu eu
quero querer
entrar entrar
eu eu
quero querer
entrar entrar
eu eu
quero querer
mudar mudar
sua seu
eu eu
quero querer
perdoar perdoar
os o
pecados pecado
eu eu
quero querer
te tu
transformar transformar
eu eu
quero querer
te tu
levantar levantar
só só
que que
você você
não não
quer querer
sabe saber
que que
eu eu
tenho ter
aprendido aprender
quando quando
alguém alguém
não não
quer querer
uma um
coisa coisa
nem nem
pintado pintar
de de
ouro ouro
ele ele
despreza desprezar
não não
quer querer
porque porque
não não
tem ter
interesse interesse
de de
interesse interesse
não não
quer querer
a ela
inventa inventar
a o
desculpa desculpa
não não
eu eu
estou estar
muito muito
ocupado ocupar
para para
fazer fazer
um um
pastor pastor
só só
não não
saiu sair
com com
a o
minha meu
vida vida
a a
eu eu
sou ser
um um
desocupado desocupado
e e
não não
tem ter
nada nada
para para
fazer fazer
na em_o
vida vida
e e
todo todo
esse esse
povo povo
aqui aqui
quase quase
seis seis
mil mil
e e
quinhentas quinhentas
pessoas pessoa
só só
têm ter
desocupado desocupar
todo todo
mundo mundo
aqui aqui
é ser
do de_o
bolsa bolsa
família família
todo todo
mundo mundo
aqui aqui
é ser
a o
minha meu
casa casa
e e
já já
fica ficar
todo todo
mundo mundo
aqui aqui
todo todo
mundo mundo
aqui aqui
todo todo
mundo mundo
aqui aqui
porque porque
aquilo aquilo
de de
garrafas garrafa
d d
' '
água água
meu meu
filho filho
você você
quer querer
realmente realmente
deus deus
você você
vai ir
decidir decidir
abrir abrir
seu seu
coração coração
de de
deus deus
venha vir
vem vir
fazer fazer
morada morar
na em_o
minha meu
vida vida
vem vir
a a
perdoar perdoar
meus meu
pecados pecado
venha vir
me eu
transformar transformar
demitirá demitir
de de
chaco chaco
de de
logo logo
venha vir
me eu
tirar tirar
dessa de_esse
situação situação
e e
ver ver
que que
braz braz
as o
cadeias cadeia
que que
me eu
prende prender
me eu
libertado libertar
esses esse
vícios vício
malditos maldizer
ver ver
trazer trazer
para para
o o
que que
você você
quer querer
é é
porque porque
você você
deseja desejar
e e
quando quando
você você
quer querer
meu meu
filho filho
não não
é ser
impedimento impedimento
nenhum nenhum
quando quando
você você
não não
quer querer
meu meu
chapa chapa
você você
arruma arrumar
uma um
desculpa desculpa
que que
for ser
pra pra
dizer dizer
não não
porque porque
eu eu
conheço conhecer
a o
igreja igreja
tinha ter
um um
pastor pastor
picareta picareta
eu eu
outra outro
ali ali
também também
roubava roubar
deixa deixar
eu eu
falar falar
uma um
coisa coisa
para para
você você
qual qual
a a
sua seu
profissão profissão
não não
discriminam discriminar
mas mas
eu eu
garanto garantir
que que
na em_o
sua seu
profissão profissão
tem ter
que que
ficar ficar
e e
tem ter
ladrão ladrão
e e
por por
que que
na em_o
sua seu
profissão profissão
de de
picareta picareta
e e
ladrão ladrão
você você
também também
é ser
ladrão ladrão
que que
consegue conseguir
dió dió
é ser
esse esse
quer querer
dizer dizer
que que
tem ter
pastor pastor
picareta picareta
ladrão ladrão
surdo surdo
que que
a o
parcela parcela
não não
conversa converso
fiada fiado
é ser
essa esse
que que
eu eu
disse dizer
com com
cara cara
que que
veio vir
curtir curtir
comigo com_eu
para para
me eu
dizer dizer
que que
é ser
muito muito
mau mau
exemplo exemplo
não não
sabe saber
não não
só só
com com
todo todo
respeito respeito
ao a_o
senhor senhor
mas mas
sabe saber
muito muito
particular particular
o o
drama drama
que que
passou passar
foi ser
quarto quarto
a a
profissão profissão
amigo amigo
computador computador
a a
parte parte
onde onde
conta contar
do de_o
ladrão ladrão
você você
também também
é ser
ladrão ladrão
logo logo
no em_o
meio meio
da de_o
canela canela
do de_o
cara cara
que que
conversa conversa
afiada afiar
essa esse
rapaz rapaz
que que
parece parecer
não não
ficar ficar
arrumando arrumar
desculpa desculpa
porque porque
conheceu conhecer
um um
crente crente
já já
passou passar
só só
não não
leva levar
ou ou
não não
eu eu
tomei tomar
a o
volta volta
de de
um um
crente crente
é ser
um um
cantão cantão
cantando cantar
cabisbaixo cabisbaixo
do de_o
glória glória
a a
deus deus
o o
meu meu
marido marido
eu eu
não não
entendo entender
me eu
dá dar
um um
tremendo tremendo
chapelle chapelle
uma um
desculpa desculpa
que que
você você
quiser querer
rapaz rapaz
me eu
pergunta perguntar
qual qual
é ser
o o
dia dia
que que
deus deus
te tu
rejeitou rejeitar
me eu
diga dizer
qual qual
é ser
o o
dia dia
que que
fez fazer
mal mal
deus deus
é ser
ele ele
quer querer
entrar entrar
na em_o
sua seu
vida vida
ele ele
quer querer
morar morar
ele ele
quer querer
se se
libertar libertar
ele ele
quer querer
evitar evitar
em em
você você
ele ele
quer querer
operar operar
milagres milagre
na em_o
sua seu
vida vida
percebendo perceber
que que
nossa nosso
quer querer
e e
para para
arrumar arrumar
desculpa desculpa
você você
sabe saber
que que
hoje hoje
tudo tudo
é ser
senha senha
da de_o
conta conta
do de_o
banco banco
que que
você você
tem ter
uma um
senha senha
que que
tomar tomar
muito muito
cuidado cuidado
que que
os o
malandros malandro
que que
rasguei rasgar
um um
esperto esperto
aproveitou aproveitar
a a
dizer dizer
nenhum nenhum
banco banco
liga ligar
pra pra
ninguém ninguém
nem nem
um um
banco banco
liga ligar
pra pra
ninguém ninguém
se se
você você
receber receber
uma um
ligação ligação
aqui aqui
é ser
do de_o
bradesco bradesco
que que
a o
tua tua
conta contar
que que
é ser
do de_o
itaú itaú
vou ir
falar falar
desde desde
que que
o o
problema problema
com com
ninguém ninguém
aqui aqui
é ser
do de_o
santana santana
aqui aqui
do de_o
banco banco
do de_o
brasil brasil
aqui aqui
da de_o
caixa caixa
o o
banco banco
pode poder
bater bater
o o
telefone telefone
quem quem
liga ligar
para para
a o
banca banca
você você
num em_um
telefone telefone
central central
que que
ele ele
oferece oferecer
para para
dirimir dirimir
dúvidas dúvida
banco banco
né né
meu meu
filho filho
vai ir
pegar pegar
um um
patinho pato
o o
esquema esquema
é ser
muito muito
bem bem
feito fazer
chegou chegar
a a
falar falar
de de
tal tal
confirma confirmar
seu seu
cpf cpf
por por
favor favor
66 66
08 @card@
47 47
53 53
dos de_o
juros juro
em em
tratar tratar
o o
que que
é ser
este este
mesmo mesmo
senhor senhor
tem ter
conta conta
na em_o
agência agência
tal tal
a a
quem quem
digite digitar
sua seu
senha senha
por por
favor favor
um um
beijo beijo
um um
abraço abraço
pra pra
você você
a o
senha senha
é ser
o o
negócio negócio
agora agora
eu eu
que que
sou ser
um um
cara cara
que que
fala falar
com com
todo todo
mundo mundo
aí aí
ela ela
passou passar
pra pra
ninguém ninguém
hackear hackear
o o
seu seu
mensagem mensagem
desafio desafio
tem ter
um um
código código
só só
para para
o o
sap sap
que que
de de
vez vez
em em
quando quando
quando quando
se se
abre abrir
a o
tela tela
do de_o
sap sap
vai ir
pedir pedir
o o
código código
isso isso
é ser
para para
evitar evitar
hackeamento hackeamento
a a
ai ai
meu meu
filho filho
que que
manja manjar
um um
pouco pouco
disso disso
é ser
formado formar
em em
tecnologia tecnologia
de de
informação informação
a a
ele ele
a o
equipe equipe
no em_o
entanto entanto
porcaria porcaria
nenhuma nenhum
show show
analógico analógico
ainda ainda
tô tô
me eu
transferido transferir
por por
digital digital
mas mas
é ser
outro outro
assunto assunto
aí aí
sim sim
o o
papel papel
código código
pai pai
é ser
esse esse
aqui aqui
tava tava
pra pra
botar botar
pra pra
tudo tudo
e e
senha senha
agora agora
acho achar
que que
vou ir
dizer dizer
pra pra
você você
só só
existe existir
uma um
para para
entrar entrar
no em_o
céu céu
a a
graça graça
de de
deus deus
não não
tem ter
outra outro
só só
tem ter
uma um
senha senha
que que
é ser
isso isso
pastor pastor
que que
é ser
isso isso
só só
tem ter
uma um
senha senha
para para
entrar entrar
no em_o
céu céu
a a
graça graça
a o
graça graça
é ser
o o
favor favor
e e
merecido merecer
espontâneo espontâneo
amoroso amoroso
de de
deus deus
em em
favor favor
do de_o
homem homem
que que
enviou enviar
jesus jesus
promovendo promover
meu meu
e e
no em_o
seu seu
lugar lugar
com com
a a
pagar pagar
o o
preço preço
da de_o
minha meu
salvação salvação
para para
a o
vida vida
eterna eterno
e e
se se
a o
graça graça
a o
bíblia bíblia
diz dizer
em em
romanos romano
3 3
23 23
e e
24 24
que que
todos todo
pecaram pecar
e e
destituídos destituir
estão estar
da de_o
glória glória
de de
deus deus
sendo ser
reconstituídas reconstituir
pela por_o
sua seu
graça graça
e e
pela por_o
redenção redenção
que que
há haver
em em
cristo cristo
jesus jesus
a o
bíblia bíblia
diz dizer
em em
romanos romano
5 5
18 18
que que
por por
umas um
ofensa ofensa
veio vir
juízo juízo
de de
deus deus
sobre sobre
todos todo
os o
homens homem
para para
a o
condenação condenação
e e
por por
um um
só só
ato ato
de de
justiça justiça
vê ver
a o
graça graça
de de
deus deus
para para
justificação justificação
a o
graça graça
é ser
o o
favor favor
de de
deus deus
para para
salvar salvar
o o
homem homem
porque porque
eu eu
estou estar
falando falar
microfone microfone
merece merecer
o o
inferno inferno
porque porque
a o
santidade santidade
de de
deus deus
não não
tolera tolerar
o o
pecado pecado
só só
tinha ter
que que
ter ter
algo algo
que que
pudesse poder
pagar pagar
o o
preço preço
da de_o
desobediência desobediência
foi ser
o o
sangue sangue
de de
cristo cristo
e e
sua seu
graça graça
é ser
graça graça
e e
