abra abrir
aqui aqui
é ser
ciência ciência
a o
sexualidade sexualidade
ela ela
cumpre cumprir
três três
funções função
fundamentais fundamental
das de_o
diferentes diferente
espécies espécie
é ser
a o
marca marca
do de_o
criador criador
nas em_o
diferentes diferente
espécies espécie
é ser
isso isso
aqui aqui
incluindo incluir
a o
humana humano
do de_o
a o
' '
lista lista
diferentes diferentes
complementariedade complementariedade
diferentes diferentes
que que
se se
completam completar
quebra quebra
cabeça cabeça
tem ter
que que
ter ter
peças peça
diferentes diferente
para para
completar completar
e e
fecundação fecundação
sustentação sustentação
e e
manutenção manutenção
da de_o
espécie espécie
coloque colocar
qualquer qualquer
prática prática
sexual sexual
dentro dentro
disso de_isso
aqui aqui
pra pra
ver ver
se se
dá dar
certo certo
ah ah
não não
sei saber
a o
prática prática
sexual sexual
daquilo de_aquilo
que que
pelo por_o
qual qual
deus deus
fez fazer
a o
sexualidade sexualidade
sexo sexo
masculino masculino
e e
feminino feminino
fora fora
disso de_isso
em em
caixa caixa
aqui aqui
a o
troca troca
a a
criança criança
quando quando
nasce nascer
tem ter
uma um
predisposição predisposição
de de
herdar herdar
características característica
do de_o
mesmo mesmo
sexo sexo
melhor bom
do de_o
sexo sexo
que que
veio vir
a o
criança criança
quando quando
nasce nascer
tem ter
uma um
predisposição predisposição
é ser
da de_o
natureza natureza
foi ser
deus deus
que que
fez fazer
isso isso
você você
não não
precisa precisar
dizer dizer
pro pro
menino menino
atenção atenção
menino menino
coisas coisa
de de
menino menino
é ser
contigo contigo
ela ela
naturalmente naturalmente
por por
isso isso
meus meu
irmãos irmão
é ser
provado provado
que que
uma um
criança criança
por por
algum algum
outro outro
motivo motivo
que que
tenha ter
uma um
tendência tendência
de de
que que
a o
identidade identidade
do de_o
outro outro
sexo sexo
só só
em em
você você
não não
reforçar reforçar
isso isso
85 85
% %
desaparece desaparecer
sem sem
fazer fazer
reforço reforço
se se
o o
garoto garoto
começa começar
com com
coisas coisa
de de
menina menina
sem sem
você você
fazer fazer
reforço reforço
nenhum nenhum
nisso em_isso
ele ele
vai ir
deixar deixar
isso isso
com com
o o
tempo tempo
em em
85 85
% %
dos de_o
casos caso
vamos ir
lá lá
os o
diferentes diferente
fotografia fotografia
isso isso
aí aí
os o
diferentes diferente
comportamentos comportamento
sexuais sexual
podem poder
ser ser
definidos definir
assim assim
o o
homem homem
ou ou
uma um
mulher mulher
por por
determinação determinação
genética genético
com com
comportamentos comportamento
sexuais sexual
atípicos atípico
por por
preferência preferência
aprendida aprender
ou ou
imposta impostar
tudo tudo
que que
você você
ouve ouvir
dessa de_esse
falácia falácia
de de
bissexualidade bissexualidade
de de
transgêneros transgênero
não não
é ser
de de
de de
pança pança
la la
de de
que que
tudo tudo
o o
que que
você você
ouve ouvir
são ser
comportamentos comportamento
que que
o o
ser ser
humano humano
pode poder
adquirir adquirir
porque porque
o o
cheiro cheiro
humano humano
vive viver
de de
modelo modelo
de de
imitação imitação
isso isso
é ser
provado provar
submete submeter
uma um
criança criança
a a
um um
comportamento comportamento
de de
violência violência
por por
um um
tempo tempo
e e
ela ela
vai ir
repetir repetir
esse esse
comportamento comportamento
o o
que que
é ser
que que
nós nós
estamos estar
vendo ver
na em_o
mídia mídia
o o
que que
essa esse
moça moça
tá estar
vendendo vender
cachorro cachorro
a a
o o
cheiro cheiro
humano humano
vive viver
de de
modelo modelo
de de
imitação imitação
então então
tudo tudo
que que
você você
tava tava
aí aí
ninguém ninguém
nasce nascer
eu eu
já já
morei morar
lá lá
na em_o
frente frente
sexo sexo
é ser
biológico biológico
não não
é ser
ideológico ideológico
então então
você você
veja ver
todo todo
esse esse
comportamento comportamento
sexuais sexual
atípicos atípico
o o
que que
é ser
que que
são ser
comportamentos comportamento
sexuais sexual
atípicos atípico
aquele aquele
que que
não não
pertence pertencer
à a_o
natureza natureza
pela por_o
qual qual
deus deus
fez fazer
o o
ser ser
humano humano
sexo sexo
masculino masculino
e e
feminino feminino
todo todo
o o
comportamento comportamento
sexual sexual
atípico atípico
é ser
uma um
das de_o
duas dois
ou ou
preferência preferência
aprendido aprender
ou ou
imposta impostar
a a
alguém alguém
que que
foi ser
abusada abusar
alguém alguém
que que
foi ser
violentado violentar
costumeiramente costumeiramente
foi ser
abusada abusar
eu eu
me eu
lembro lembrar
quando quando
eu eu
estava estar
numa em_um
audiência audiência
pública público
no em_o
congresso congresso
nacional nacional
discutindo discutir
sobre sobre
casamento casamento
gay gay
eo eo
ativismo ativismo
gay gay
que que
o o
diferencia diferenciar
o o
ativismo ativismo
gay gay
de de
gay gay
ativismo ativismo
gay gay
ideológico ideológico
não não
tem ter
nada nada
a a
ver ver
com com
os o
gays gay
não não
estou estar
falando falar
de de
pessoas pessoa
dignas digno
de de
amor amor
de de
compaixão compaixão
de de
muita muito
consideração consideração
dignos digno
de de
serem ser
aceitos aceito
abraçados abraçar
e e
amados amar
toda todo
muita muito
gente gente
ruim ruim
não não
me eu
conhece conhecer
as o
minhas meu
discussões discussão
do de_o
campo campo
ideológico ideológico
é ser
do de_o
campo campo
pessoal pessoal
mas mas
eu eu
lembro lembrar
que que
eu eu
estava estar
eles eles
são ser
não não
são ser
brincadeira brincadeira
o o
ativismo ativismo
gay gay
estava estar
presente presente
estava estar
numa em_um
audiência audiência
pública público
e e
eles eles
para para
o o
jogo jogo
quando quando
começasse começar
a a
falar falar
gritar gritar
vai ir
a ela
para para
interromper interromper
perder perder
a o
linha linha
de de
raciocínio raciocínio
mas mas
deus deus
com com
sua seu
grande grande
bondade bondade
meu meu
pai pai
me eu
treinou treinar
já já
falei falar
pra pra
vocês você
de de
seis seis
anos ano
de de
idade idade
meu meu
pai pai
me eu
treinou treinar
aguarda aguardar
textos texto
aguardar aguardar
o o
que que
leio ler
e e
aquilo aquilo
que que
uma um
criança criança
aprende aprender
entre entre
6 6
e e
12 12
anos ano
que que
ela ela
tem ter
aptidão aptidão
meu meu
filho filho
sai sair
da de_o
frente frente
sai sair
de de
baixo baixo
eu eu
não não
sou ser
mais mais
inteligente inteligente
que que
ninguém ninguém
eu eu
fui ser
treinado treinar
com com
esse esse
negócio negócio
então então
eu eu
não não
tinha ter
papel papel
na em_o
minha meu
frente frente
eles eles
começaram começar
a a
gritar gritar
eu eu
parava parar
quando quando
o o
presidente presidente
da de_o
comissão comissão
conseguia conseguir
controlar controlar
eu eu
continuava continuar
de de
onde onde
eu eu
passei passar
eu eu
falei falar
filho filho
se se
já já
repararam reparar
que que
não não
têm ter
um um
papel papel
a a
turma turma
toda todo
com com
um um
papel papel
na em_o
mão mão
se se
já já
repararam reparar
que que
não não
têm ter
um um
papel papel
na em_o
mão mão
sejam ser
gritar gritar
toa toa
porque porque
eu eu
vou ir
continuar continuar
ou ou
parar parar
eu eu
fui ser
treinado treinar
para para
isso isso
você você
não não
vamos ir
interromper interromper
e e
aí aí
começaram começar
a a
xingar xingar
palavrão palavrão
pensado pensar
aí aí
eu eu
dissesse dizer
olha olhar
eu eu
amo amar
vocês você
e e
eu eu
nunca nunca
vou ir
me eu
esquecer esquecer
dessa de_esse
cena cena
eu eu
não não
odeio odiar
vocês você
estou estar
discutindo discutir
aqui aqui
ideias ideia
porque porque
eu eu
sei saber
que que
a o
maioria maioria
de de
vocês você
são ser
o o
que que
são ser
porque porque
foram ser
abusados abusar
gente gente
quando quando
eu eu
falei falar
isso isso
os o
caras cara
pararam parar
eu eu
fui ser
lá lá
na em_o
ferida ferido
alguns algum
dos de_o
olhos olho
lacrimejaram lacrimejaram
eles eles
pararam parar
porque porque
eu eu
sabia saber
o o
que que
estava estar
falando falar
grande grande
parte parte
dessa de_esse
gente gente
é ser
digna digno
de de
muito muito
amor amor
e e
cuidado cuidado
eles eles
não não
são ser
nem nem
por por
uma um
preferência preferência
de de
modelo modelo
de de
imitação imitação
eles eles
são ser
por por
uma um
imposição imposição
que que
foi ser
feita fazer
na em_o
sua seu
história história
de de
criança criança
e e
adolescente adolescente
essa esse
geração geração
pelo por_o
último último
lugar lugar
não não
aprender aprender
a a
perder perder
ao a_o
se se
deparar deparar
com com
uma um
derrota derrota
e e
não não
consegui conseguir
mudar mudar
lá lá
ficam ficar
extremamente extremamente
frustrado frustrar
é ser
uma um
marca marca
dessa de_esse
geração geração
na em_o
vida vida
se se
perde perder
a o
vida vida
na em_o
sua sua
ganhar ganhar
eu eu
já já
contei contar
pra pra
vocês você
eu eu
quebrei quebrar
seis seis
meses mês
sei saber
que que
fiz fazer
um um
negócio negócio
em em
breve breve
segundo segundo
quebrei quebrar
o o
terceiro terceiro
quebrei quebrar
o o
quarto quarto
quebrei quebrar
o o
quinto quinto
quebrei quebrar
o o
sexto sexto
de de
bryan bryan
não não
foi ser
diabo diabo
não não
foi ser
ninguém ninguém
me eu
dando dar
golpe golpe
incompetência incompetência
age agir
por por
emoção emoção
não não
busquei buscar
o o
conhecimento conhecimento
certo certo
não não
busquei buscar
conselho conselho
gente gente
quem quem
sabia saber
então então
por por
isso isso
que que
eu eu
quebrei quebrar
não não
foi ser
de de
água água
mas mas
aprendi aprender
essa esse
geração geração
fica ficar
tremendamente tremendamente
frustrada frustrar
quando quando
perde perder
quando quando
uma um
coisa coisa
não não
dá dar
certo certo
em em
último último
lugar lugar
não não
diferenciam diferenciar
a o
vida vida
online online
e e
offline offline
não não
sabem saber
diferenciar diferenciar
eles eles
pensam pensar
que que
a o
vida vida
tempo tempo
todo todo
online online
online online
então então
não não
sabem saber
diferenciar diferenciar
mundo mundo
real real
do de_o
mundo mundo
digital digital
o o
mundo mundo
virtual virtual
a o
vida vida
não não
é ser
só só
o o
ign ign
não não
meu meu
querido querer
a o
vida vida
tem ter
offline offline
tem ter
a o
realidade realidade
do de_o
dia dia
a a
dia dia
e e
as o
problemáticas problemático
da de_o
tua tua
casa casa
os o
questionamentos questionamento
dos de_o
conflitos conflito
as o
pancadas pancada
que que
você você
tomar tomar
a o
vida vida
vida vida
não não
é ser
só só
lá lá
ele ele
não não
deve dever
ficar ficar
com com
essa esse
porcaria porcaria
ligado ligar
24 24
horas hora
o o
tempo tempo
todo todo
troca troca
aí aí
meu meu
filho filho
é ser
o o
que que
eu eu
acabei acabar
de de
falar falar
vivem viver
um um
choque choque
de de
realidade realidade
entre entre
o o
mundo mundo
real real
eo eo
virtual virtual
vai ir
a o
vida vida
não não
é ser
só só
histórias história
a o
pergunta pergunta
é ser
essa esse
vamos ir
lá lá
a a
não não
tava tava
quase quase
que que
eu eu
esqueço esquecer
antes antes
da de_o
pergunta pergunta
isso isso
aqui aqui
fotografa fotografar
e e
filha filhar
você você
não não
é ser
máquina máquina
não não
é ser
telefone telefone
nem nem
tablet tablet
você você
é ser
um um
ser ser
humano humano
que que
possui possuir
necessidades necessidade
biológicas biológico
psicológicas psicológico
sociológicas sociológico
espirituais espiritual
as o
redes rede
sociais social
não não
podem poder
suprir suprir
e e
só só
[ [
Aplausos aplauso
] _
elas ele
não não
têm ter
como como
suprir suprir
necessidades necessidade
biológicas biológico
psicológicas psicológico
sociológicas sociológico
e e
espirituais espiritual
ela ela
não não
tem ter
você você
não não
é ser
máquina máquina
você você
lê ler
tablet tablet
você você
não não
smartphones smartphones
meu meu
filho filho
você você
é ser
um um
ser ser
humano humano
que que
possui possuir
essas esse
necessidades necessidade
que que
esse esse
aparelho aparelho
não não
vai ir
conseguir conseguir
preencher preencher
vamos ir
lá lá
ó ó
o o
resultado resultado
com com
a o
jato jato
que que
não não
coloca colocar
do de_o
tempo tempo
com com
o o
resultado resultado
deste de_este
negócio negócio
todo todo
que que
eu eu
falei falar
que que
está estar
acontecendo acontecer
com com
o o
resultado resultado
tudo tudo
na em_o
vida vida
tem ter
resultado resultar
meu meu
filho filho
tudo tudo
que que
a o
gente gente
faz fazer
tem ter
resultado resultar
número número
1 1
uma um
geração geração
do de_o
esgotamento esgotamento
mental mental
e e
emocional emocional
esse esse
é ser
o o
resultado resultado
e e
quem quem
está estar
falando falar
são ser
especialistas especialista
vai ir
ler ler
revistas revista
vai ir
ler ler
jornais jornal
vai ir
ver ver
o o
que que
os o
especialistas especialista
estão estar
falando falar
sobre sobre
isso isso
uma um
geração geração
do de_o
esgotamento esgotamento
mental mental
e e
emocional emocional
vai ir
não não
estão estar
preparados preparar
para para
as o
pressões pressão
da de_o
vida vida
decepções decepção
amorosas amoroso
e e
profissionais profissional
dessa de_esse
que que
a o
vida vida
uma um
fantasia fantasia
só só
brincadeira brincadeira
só só
sorriso sorriso
outra outra
um um
aumento aumento
absurdo absurdo
o o
uso uso
de de
opiáceos opiáceos
analgésicos analgésico
e e
anti anti
depressivos depressivo
uma um
geração geração
que que
só só
vive viver
com com
dor dor
de de
cabeça cabeça
vive viver
angustiada angustiar
e e
não não
sabe saber
por por
quê quê
resultado resultar
uma um
geração geração
marcada marcar
pela por_o
ansiedade ansiedade
tem ter
que que
ser ser
feliz feliz
o o
tempo tempo
todo todo
e e
saber saber
tudo tudo
do de_o
grupo grupo
que que
pertence pertencer
para para
ficar ficar
alienado alienar
tem ter
que que
saber saber
tudo tudo
que que
estão estar
falando falar
tem ter
que que
entender entender
tudo tudo
tem ter
que que
saber saber
tudo tudo
tem ter
que que
está estar
tudo tudo
bem bem
porque porque
a o
prefeita prefeita
campeã campeão
do de_o
mundo mundo
aqui aqui
não não
tem ter
que que
mostrar mostrar
alegria alegria
alegria alegria
felicidade felicidade
a a
tirar tirar
foto foto
ae ae
geração geração
marcada marcar
pela por_o
depressão depressão
estado estado
emocional emocional
que que
leva levar
você você
pela pelar
procurar procurar
para para
baixo baixo
porque porque
as o
suas seu
necessidades necessidade
não não
são ser
preenchidas preencher
então então
isso isso
vai ir
ter ter
um um
resultado resultado
emocionou emocionar
pra pra
você você
outro outro
problema problema
de de
saúde saúde
que que
antes antes
ocorriam ocorrer
só só
com com
o o
pessoal pessoal
mais mais
velha velho
infarto infarto
avc avc
arritmia arritmia
cardíaca cardíaco
quais qual
as o
da de_o
idade idade
mais mais
avançada avançado
que que
chegou chegar
para para
essa esse
geração geração
corcunda corcunda
precoce precoce
é ser
corcunda corcunda
precoce precoce
né né
a o
idade idade
vai ir
avançando avançar
e e
o o
cara cara
vai ir
enxergando enxergar
só só
que que
você você
abusar abusar
disso de_isso
aqui aqui
o o
pescoço pescoço
dobrado dobrar
e e
podia poder
falar falar
um um
monte monte
de de
coisa coisa
que que
eu eu
tô tô
com com
pressa pressa
vai ir
outra outro
discutir discutir
isso isso
aqui aqui
fotografa fotografar
fotografa fotografar
fotografa fotografar
por por
favor favor
a o
geração geração
que que
está estar
à a_o
beira beira
da de_o
pior mau
crise crise
mental mental
e e
emocional emocional
da de_o
história história
atribuída atribuir
principalmente principalmente
ao a_o
uso uso
de de
tecnologia tecnologia
do de_o
telefone telefone
e e
das de_o
redes rede
sociais social
nós nós
estamos estar
a a
um um
passo passo
da de_o
mó mó
crise crise
mental mental
e e
emocional emocional
da de_o
história história
o o
que que
fazer fazer
o o
que que
fazer fazer
diante diante
disso de_isso
tudo tudo
a o
tensão tensão
pastor pastor
faça fazer
a o
fogueira fogueira
fogueira fogueira
santa santo
da de_o
queima queima
dos de_o
smartphones smartphones
faça fazer
uma um
fogueira fogueira
pastor pastor
vamos ir
queimar queimar
tudo tudo
vamos ir
quebrar quebrar
cada cada
um um
pegue pegar
um um
martelo martelo
uma um
marreta marreta
ou ou
então então
bate bater
a o
bota bota
no em_o
show show
e e
quebra quebra
não não
não não
por por
favor favor
não não
faça fazer
ignorância ignorância
radicalismo radicalismo
idiota idiota
o o
que que
fazer fazer
então então
preste preste
atenção atenção
que que
eu eu
vou ir
te tu
falar falar
preste preste
atenção atenção
que que
eu eu
vou ir
te tu
falar falar
eu eu
você você
e e
qualquer qualquer
um um
aqui aqui
de de
qualquer qualquer
idade idade
pode poder
pertencer pertencer
a o
uma um
geração geração
que que
a o
sociologia sociologia
porque porque
as o
divisões divisão
das de_o
os o
sociólogos sociólogo
as o
pessoas pessoa
os o
doutores doutor
do de_o
comportamento comportamento
humano humano
fazem fazer
essa esse
divisão divisão
mas mas
essa esse
é ser
a o
sociologia sociologia
não não
consegue conseguir
ver ver
nem nem
entender entender
nem nem
a o
psicologia psicologia
nem nem
a o
ciência ciência
do de_o
comportamento comportamento
humano humano
mas mas
essa esse
geração geração
é ser
a o
geração geração
que que
está estar
no em_o
maior grande
manual manual
de de
comportamento comportamento
humano humano
do de_o
mundo mundo
aqui aqui
está estar
o o
manual manual
do de_o
fabricante fabricante
quente quente
vez vez
fez fazer
um um
manual manual
e e
se se
você você
obedeçam obedecer
manual manual
vai ir
ser ser
a o
melhor bom
maneira maneira
de de
você você
poder poder
viver viver
então então
o o
que que
é ser
que que
qualquer qualquer
um um
aqui aqui
pode poder
participar participar
todo todo
mundo mundo
que que
está estar
aqui aqui
pode poder
participar participar
de de
uma um
geração geração
art art
então então
preste preste
atenção atenção
que que
eu eu
vou ir
te tu
falar falar
não não
basta bastar
querer querer
eu eu
vou ir
te tu
dar dar
as o
características característica
dessa de_esse
geração geração
forte forte
não não
só só
perguntando perguntar
acuidade acuidade
você você
pode poder
ter ter
15 15
anos ano
18 18
anos ano
25 25
anos ano
tem ter
de de
cinco cinco
anos ano
45 45
anos ano
55 55
a a
não não
quero querer
saber saber
sua seu
idade idade
qualquer qualquer
um um
não não
tem ter
show show
hoje hoje
para para
definir definir
isso isso
a o
definição definição
da de_o
palavra palavra
aquele aquele
que que
fez fazer
o o
cheiro cheiro
humano humano
eu eu
vou ir
te tu
mostrar mostrar
que que
você você
pode poder
pertencer pertencer
a o
uma um
geração geração
isso isso
é ser
uma um
geração geração
forte forte
e e
romper romper
com com
tudo tudo
isso isso
que que
eu eu
te tu
falei falar
pergunta perguntar
quem quem
está estar
do de_o
seu seu
lado lado
pergunta perguntar
se se
ofender ofender
você você
é ser
ou ou
você você
quer querer
ser ser
uma um
geração geração
forte forte
perguntar perguntar
' '
por por
favor favor
vamos ir
ver ver
as o
características característica
dessa de_esse
geração geração
eu eu
vou ir
dizer dizer
uma um
coisa coisa
pra pra
quem quem
está estar
me eu
acompanhando acompanhar
pelas por_o
redes rede
sociais social
e e
para para
cada cada
um um
de de
vocês você
que que
estão estar
aqui aqui
e e
escute escutar
o o
que que
eu eu
vou ir
dizer dizer
pra pra
você você
que que
está estar
me eu
vendo ver
pelo por_o
telão telão
aí aí
fora fora
talvez talvez
um um
apartamento apartamento
no em_o
prédio prédio
de de
frente frente
você você
tá estar
ouvindo ouvir
tudo tudo
deus deus
colocou colocar
para para
você você
ouvir ouvir
discutir discutir
e e
eu eu
vou ir
dizer dizer
pra pra
você você
aqui aqui
se se
você você
obedecer obedecer
praticar praticar
o o
que que
eu eu
vou ir
te tu
falar falar
aqui aqui
você você
vai ir
ser ser
em em
fora fora
de de
série série
da de_o
geração geração
que que
a o
sociologia sociologia
se se
classificou classificar
vou ir
repetir repetir
se se
você você
obedecer obedecer
colocar colocar
em em
prática prática
porque porque
não não
vai ir
ser ser
aqui aqui
no em_o
culto culto
de de
uma um
hora hora
né né
não não
eu eu
tô tô
pegando pegar
para para
depois depois
do de_o
culto culto
eu eu
tô tô
pegando pegar
pregando pregar
para para
depois depois
dessa de_esse
transmissão transmissão
se se
você você
colocar colocar
em em
prática prática
o o
que que
eu eu
vou ir
falar falar
com com
você você
aqui aqui
vou ir
repetir repetir
e e
torcendo torcer
profeta profeta
pra pra
você você
você você
vai ir
ser ser
um um
fora fora
de de
série série
da de_o
sua seu
geração geração
alguém alguém
gostou gostar
alguém alguém
recebeu receber
ea ea
maioria maioria
ficou ficar
calada calar
é ser
assim assim
mesmo mesmo
obrigado obrigar
você você
quer querer
ser ser
um um
fora fora
de de
série série
na em_o
sua seu
geração geração
quando quando
eu eu
digo dizer
fora fora
de de
série série
está estar
acima acima
quando quando
eu eu
tô tô
falando falar
fora fora
de de
série série
é ser
você você
se se
alguém alguém
que que
se se
destaca destacar
na em_o
sua seu
geração geração
eu eu
não não
sou ser
perguntado perguntar
se se
você você
é ser
de de
família família
pobre pobre
se se
você você
tem ter
pedigree pedigree
se se
você você
é ser
de de
família família
rica rico
fosse ser
teu teu
pai pai
têm ter
estudo estudo
eu eu
estou estar
declarando declarar
que que
o o
que que
eu eu
vou ir
te tu
colocar colocar
aqui aqui
se se
você você
sair sair
disposta disposto
a a
praticar praticar
você você
vai ir
ficar ficar
acima acima
da de_o
média média
na em_o
sua seu
e e
você você
vai ir
ser ser
um um
fora fora
de de
série série
aqui aqui
estão estar
as o
características característica
da de_o
geração geração
só só
forte forte
número número
1 1
tem ter
sonhos sonho
e e
objetivos objetivo
têm ter
sonhos sonho
e e
objetivos objetivo
josé josé
com com
17 17
anos ano
teve ter
um um
sonho sonho
e e
toda todo
a o
vida vida
dele de_ele
foi ser
norteada nortear
pelo por_o
sonho sonho
porque porque
o o
sonho sonho
dar dar
sentido sentido
à a_o
vida vida
o o
sonho sonho
da de_o
direcionamento direcionamento
à a_o
vida vida
o o
sonho sonho
diz dizer
pra pra
você você
que que
vale valer
a o
pena pena
lutar lutar
por por
alguma algum
coisa coisa
que que
você você
sonha sonhar
que que
você você
pensa pensar
que que
você você
quer querer
o o
pastor pastor
que que
empregou empregar
aqui aqui
pra pra
quem quem
não não
assistiu assistir
busca busca
aí aí
no em_o
canal canal
do de_o
youtube youtube
da de_o
igreja igreja
dos de_o
sete sete
montes monte
que que
é ser
que que
você você
quer querer
ser ser
correto correto
uma um
vocação vocação
que que
deus deus
quer querer
da de_o
tua tua
vida vida
é ser
que que
você você
sonha sonhar
na em_o
cultura cultura
na em_o
economia economia
na em_o
política política
ou ou
no em_o
ministério ministério
ou ou
na em_o
educação educação
no em_o
entretenimento entretenimento
que que
você você
sonha sonhar
que que
aqui aqui
na em_o
tua tua
mente mente
você você
se se
vê ver
lá lá
na em_o
frente frente
a o
segunda segundo
característica característico
preste prestar
atenção atenção
são ser
características característica
meu meu
filho filho
relacionamento relacionamento
com com
deus deus
acima acima
de de
qualquer qualquer
relacionamento relacionamento
relacionamento relacionamento
com com
deus deus
mais mais
importante importante
do de_o
que que
qualquer qualquer
outro outro
relacionamento relacionamento
rapaz rapaz
quando quando
você você
vê ver
a o
história história
desse de_esse
garoto garoto
chamado chamado
josé josé
bonitão bonito
que que
a o
bíblia bíblia
diz dizer
que que
ele ele
era ser
em em
gênesis gênese
39 39
no em_o
versículo versículo
9 9
depois depois
que que
a o
mulher mulher
a a
mulher mulher
do de_o
comandante comandante
da de_o
guarda guarda
de de
faraó faraó
botou botar
os o
olhos olho
em em
cima cima
dele de_ele
e e
se se
ofereceu oferecer
na em_o
maior grande
cara cara
de de
pau pau
e e
não não
precisou precisar
de de
rede rede
social social
ela ela
disse dizer
que que
tenta tentar
te tu
comigo com_eu
eu eu
quero querer
transar transar
com com
você você
no em_o
tek tek
a o
tete tete
no em_o
cara cara
a o
cara cara
não não
foi ser
mensagem mensagem
enviada enviar
pela por_o
rede rede
e e
aí aí
você você
vai ir
ver ver
esse esse
cara cara
dizer dizer
uma um
coisa coisa
eu eu
faria fazer
esse esse
tão tão
grande grande
mal mal
e e
pecar pecar
ia ir
contra contra
deus deus
ele ele
está estar
fazendo fazer
uma um
declaração declaração
que que
o o
relacionamento relacionamento
com com
deus deus
vale valer
mais mais
do de_o
que que
qualquer qualquer
outro outro
relaciona relacionar
na em_o
nem nem
tô tô
a o
terceira terceiro
característica característico
dessa de_esse
geração geração
forte forte
você você
pode poder
dizer dizer
eu eu
sou ser
geração geração
forte forte
vamos ir
lá lá
ela ela
vai ir
treinando treinar
porque porque
não não
é ser
só só
dizer dizer
né né
mas mas
isso isso
vai ir
entrando entrar
em em
você você
vamos ir
lá lá
mais mais
uma um
vez vez
a o
terceira terceiro
característica característico
não não
apenas apenas
você você
priorizar priorizar
seu seu
relacionamento relacionamento
com com
deus deus
em em
detrimento detrimento
de de
qualquer qualquer
outro outro
relacionamento relacionamento
mas mas
terceiro terceiro
tem ter
um um
relacionamento relacionamento
permanente permanente
com com
deus deus
um um
relacionamento relacionamento
permanente permanente
quando quando
eu eu
voltar voltar
para para
a o
vida vida
desse de_esse
garoto garoto
que que
a o
bíblia bíblia
sensacional sensacional
a o
bíblia bíblia
diz dizer
assim assim
em em
gênesis gênese
39 39
2 2
e e
o o
senhor senhor
era ser
com com
josé josé
teologicamente teologicamente
teologicamente teologicamente
deus deus
não não
é ser
com com
ninguém ninguém
que que
não não
queira querer
relacionamento relacionamento
com com
ele ele
pra pra
ter ter
relacionamento relacionamento
contínuo contínuo
com com
ele ele
tem ter
que que
se se
afastar afastar
do de_o
pecado pecado
isso isso
está estar
implícito implícito
não não
precisa precisar
explicar explicar
a o
coisa coisa
é ser
tão tão
incrível incrível
que que
o o
capitão capitão
da de_o
guarda guarda
isso isso
aqui aqui
é ser
o o
versículo versículo
12 12
o o
versículo versículo
3 3
o o
capitão capitão
da de_o
guarda guarda
que que
ele ele
estava estar
servindo servir
assim assim
e e
disse dizer
o o
senhor senhor
de de
josé josé
que que
reconhecia reconhecer
que que
o o
senhor senhor
estava estar
com com
ele ele
o o
entulho entulho
reconhecia reconhecer
que que
esse esse
cara cara
tinha ter
a a
deus deus
meus meu
colegas colega
têm ter
que que
ver ver
mesmo mesmo
não não
entendendo entender
mesmo mesmo
não não
conhece conhecer
abre abrir
esse esse
cara cara
é ser
essa esse
garota garota
é ser
esse esse
homem homem
esse esse
rapaz rapaz
ele ele
tem ter
alguma algum
coisa coisa
com com
deus deus
porque porque
até até
o o
embrulho embrulho
reconhece reconhecer
quem quem
tem ter
relacionamento relacionamento
permanente permanente
com com
deus deus
a o
bíblia bíblia
fala falar
em em
daniel daniel
6 6
10 10
que que
daniel daniel
morava morar
a a
três três
vezes vezes
ao a_o
dia dia
como como
antes antes
estava estar
acostumado acostumar
a a
fazer fazer
daniel daniel
aqui aqui
comandava comandar
40 40
províncias província
não não
tinha ter
telefone telefone
celular celular
não não
tinha ter
avião avião
estava estar
a a
mais mais
de de
mil mil
quilômetros quilômetro
uma uma
da de_o
outra outro
um um
cara cara
com com
uma um
ocupação ocupação
incrível incrível
não não
permitiria permitir
que que
sua seu
ocupação ocupação
incrível incrível
sem sem
tecnologia tecnologia
de de
velocidade velocidade
para para
se se
comunicar comunicar
governando governar
40 40
províncias província
três três
vezes vezes
ao a_o
dia dia
se se
calhar calhar
orava orar
relacionamento relacionamento
permanente permanente
com com
deus deus
vamos ir
ser ser
honestos honesto
gente gente
eu eu
não não
vim vir
pegar pegar
pra pra
vocês você
por por
favor favor
toda todo
a o
pregação pregação
já já
ensinei ensinar
só só
vocês você
toda toda
a a
pregar pregar
sobre sobre
meu meu
deus deus
é ser
comigo com_eu
eu eu
não não
vim vir
aqui aqui
passar passar
uma um
imagem imagem
de de
perfeito perfeito
tinha ter
que que
passar passar
uma um
imagem imagem
de de
que que
eu eu
estou estar
fora fora
disso de_isso
uma um
parte parte
e e
vamos ir
ser ser
honestos honesto
vamos ir
ser ser
zero zero
quanto quanto
tempo tempo
você você
gastar gastar
nessa em_esse
por por
troca troca
eu eu
te tu
pergunto perguntar
que que
era ser
exagero exagero
bastou bastar
eu eu
gasto gastar
hora hora
por por
dia dia
roque roque
é ser
legal legal
quanto quanto
tempo tempo
você você
fala falar
com com
deus deus
quanto quanto
tempo tempo
você você
olha olhar
a o
questão questão
é ser
usar usar
isso isso
aqui aqui
moçada moçar
que que
não não
a o
questão questão
é ser
só só
isso isso
a o
questão questão
não não
é ser
usar usar
a a
isso isso
a o
questão questão
é ser
caos caos
a a
isso isso
a o
questão questão
não não
é ser
gastar gastar
o o
tempo tempo
com com
isso isso
a o
questão questão
é ser
só só
a a
gastar gastar
o o
tempo tempo
com com
isso isso
você você
é ser
o o
que que
já já
ficou ficar
a o
metade metade
no em_o
