[ [
quarto quarto
20 20
anos ano
ainda ainda
pode poder
tropeçar tropeçar
na em_o
cama cama
mas mas
se se
tiver ter
claro claro
você você
pode poder
começar começar
a a
arrumar arrumar
olha olhar
prioridade prioridade
de de
deus deus
primeiro primeiro
haja haver
luz luz
olha olhar
como como
é ser
que que
deus deus
trabalha trabalhar
com com
prioridade prioridade
depois depois
deus deus
faz fazer
separação separação
entre entre
as o
expansões expansão
quer querer
uma um
coisa coisa
só só
depois depois
deus deus
separar separar
a o
terra terra
da de_o
água água
separam separar
a o
terra terra
d d
' '
água água
ai ai
deus deus
coloca colocar
plantas planta
se se
colocou colocar
plantas planta
você você
sabe saber
que que
existe existir
um um
fenômeno fenômeno
na em_o
natureza natureza
chamada chamado
fotossíntese fotossíntese
onde onde
as o
plantas planta
utilizam utilizar
a o
energia energia
do de_o
sol sol
para para
se se
tornarem tornar
verdadeiras verdadeiro
fábricas fábrica
de de
alimentos alimento
item item
planta planta
tem ter
que que
ter ter
luminares luminar
olha olhar
como como
é ser
que que
deus deus
trabalho trabalhar
uma um
prioridade prioridade
certinha certo
se se
tem ter
terra terra
seca seco
se se
tem ter
erva erva
se se
tem ter
planta plantar
se se
terminar terminar
isso isso
então então
eu eu
posso poder
criar criar
os o
animais animal
deus deus
não não
criou criar
os o
animais animal
primeiro primeiro
pois pois
assim assim
caramba caramba
se se
de de
criar criar
rapaz rapaz
a a
bicharada bicharada
comer comer
na em_o
hora hora
de de
deus deus
é ser
a o
prioridade prioridade
primeiro primeiro
ele ele
vai ir
criando criar
as o
coisas coisa
certinhas certo
colegas colega
se se
tem ter
erva erva
se se
tem ter
semente semente
tem ter
que que
haver haver
luz luz
do de_o
sol sol
para para
se se
reproduzir reproduzir
e e
aí aí
deus deus
faz fazer
luminares luminar
se se
tem ter
tudo tudo
isso isso
eu eu
posso poder
colocar colocar
animais animal
para para
se se
alimentar alimentar
e e
se se
tem ter
o o
mar mar
eu eu
posso poder
colocar colocar
peixes peixe
e e
deus deus
sempre sempre
deixar deixar
o o
melhor bom
para para
o o
final final
ele ele
faz fazer
o o
homem homem
pra pra
governar governar
tudo tudo
precisa precisar
de de
alguém alguém
para para
governar governar
tudo tudo
isso isso
que que
eu eu
criei criar
olha olhar
como como
é ser
que que
deus deus
trabalha trabalhar
com com
prioridades prioridade
quais qual
são ser
as o
prioridades prioridade
da de_o
sua seu
vida vida
o o
princípio princípio
organizacional organizacional
de de
deus deus
têm ter
prioridade prioridade
segundo segundo
o o
princípio princípio
organizacional organizacional
de de
deus deus
têm ter
preparação preparação
o o
princípio princípio
organizacional organizacional
de de
deus deus
têm ter
preparação preparação
você você
quer querer
ver ver
quando quando
deus deus
fala falar
para para
moisés moisés
depois depois
que que
deus deus
diz dizer
para para
moisés moisés
que que
mandar mandar
o o
anjo anjo
diante diante
do de_o
povo povo
mesmo mesmo
33 33
ainda ainda
assim assim
se se
assim assim
não não
mandará mandar
o o
jogo jogo
que que
não não
sai sair
daqui de_aqui
não não
têm ter
gente gente
fica ficar
satisfeito satisfazer
hoje hoje
a o
mensagem mensagem
é ser
isso isso
não não
hoje hoje
faz fazer
um um
sucesso sucesso
mas mas
deixa deixar
pra pra
lá lá
é é
é ser
um um
anjo anjo
mas mas
é ser
chato chato
a o
presença presença
não não
for ser
conosco conosco
nos nós
deixa deixar
subir subir
daqui de_aqui
agora agora
escuta escutar
você você
perde perder
o o
de de
que que
quando quando
deus deus
disse dizer
para para
moisés moisés
em em
judô judô
33 33
que que
ataca atacar
com com
ele ele
a o
idéia idéia
só só
assim assim
a o
tensão tensão
moisés moisés
havia haver
essa esse
marca marca
cada cada
que que
vai ir
todo todo
mundo mundo
sair sair
agora agora
escuta escutar
de de
judô judô
33 33
a a
iso iso
40 40
27 27
capítulos capítulo
de de
levítico levítico
e e
os o
dez dez
primeiros primeiro
capítulos capítulo
de de
números número
quarenta quarenta
e e
cinco cinco
capítulos capítulo
só só
de de
preparação preparação
para para
andar andar
no em_o
deserto deserto
quarenta quarenta
e e
cinco cinco
capítulos capítulo
deus deus
tratando tratar
da de_o
preparação preparação
do de_o
povo povo
plantar plantar
o o
deserto deserto
só só
em em
números número
capítulo capítulo
das de_o
é ser
que que
o o
povo povo
começar começar
a a
andar andar
porque porque
deus deus
é ser
um um
deus deus
de de
preparação preparação
no em_o
princípio princípio
organizacional organizacional
de de
deus deus
deus deus
trabalha trabalhar
com com
prioridades prioridade
deus deus
trabalha trabalhar
com com
preparação preparação
como como
é ser
que que
você você
quer querer
fazer fazer
uma um
coisa coisa
de de
qualquer qualquer
jeito jeito
você você
pensa pensar
que que
eu eu
comecei começar
a a
fazer fazer
congresso congresso
regional regional
agora agora
resolvi resolver
ontem ontem
e e
comecei começar
a a
fazer fazer
eu eu
estou estar
há há
23 23
anos ano
na em_o
televisão televisão
até até
ao a_o
montar montar
a o
estrutura estrutura
até até
eu eu
ter ter
um um
sistema sistema
desenvolveu desenvolver
um um
software software
para para
o o
meu meu
computador computador
até até
eu eu
deu dar
analista analista
de de
sistema sistema
que que
está estar
aí aí
que que
é ser
meu meu
funcionário funcionário
até até
eu eu
ter ter
toda todo
uma um
estrutura estrutura
para para
honda honda
tumulto tumulto
na em_o
hora hora
da de_o
inscrição inscrição
se se
você você
se se
inscrever inscrever
para para
o o
fogo fogo
com com
o o
brasil brasil
e e
fizer fazer
isso isso
com com
um um
pouco pouco
de de
antecedência antecedência
você você
recebe receber
na em_o
tua tua
casa casa
o o
walsh walsh
o o
número número
do de_o
quarto quarto
do de_o
hotel hotel
que que
você você
escolheu escolher
pra pra
mim eu
chegar chegar
nisso em_isso
aí aí
eu eu
tive ter
que que
suar suar
para para
me eu
preparar preparar
se se
pensa pensar
que que
as o
coisas coisa
vão ir
acontecendo acontecer
atuava atuar
vida vida
que que
o o
brasileiro brasileiro
é ser
o o
jeitinho jeito
brasileiro brasileiro
que que
vão ir
empurrando empurrar
com com
a o
barriga barriga
você você
vai ir
naufragar naufragar
rapidamente rapidamente
e e
você você
não não
vai ir
conseguir conseguir
construir construir
uma um
caminhada caminhada
de de
sucesso sucesso
porque porque
você você
não não
se se
preparou preparar
pra pra
essa esse
demanda demanda
eu eu
vou ir
construir construir
uma um
casa casa
vão ir
embora embora
ea ea
casa casa
para para
no em_o
meio meio
de de
estraga estragar
toda todo
a o
construção construção
e e
depois depois
tem ter
que que
começar começar
de de
novo novo
e e
vai ir
gastar gastar
mais muito
dinheiro dinheiro
do de_o
que que
se se
tivesse ter
planejado planejar
preparação preparação
se se
preparar preparar
o o
que que
importa importar
é ser
o o
coração coração
cef cef
abre abrir
a o
boca boca
que que
o o
atlético atlético
vai ir
estudar estudar
vai ir
pesquisar pesquisar
a o
palavra palavra
compra comprar
livros livro
com com
literatura literatura
quando quando
você você
encontrar encontrar
um um
testemunha testemunha
de de
jeová jeová
tudo tudo
está estar
no em_o
campo campo
do de_o
pé pé
dele de_ele
encontrou encontrar
um um
carro carro
de de
sexta sexta
tem ter
resposta resposta
você você
está estar
preparado preparar
os o
temas tema
principais principal
da de_o
teologia teologia
você você
sabe saber
você você
sabe saber
que que
a o
trindade trindade
você você
sabe saber
o o
plano plano
da de_o
salvação salvação
você você
sabe saber
a o
personalidade personalidade
de de
deus deus
se se
provar provar
e e
se se
preparar preparar
porque porque
deus deus
trabalha trabalhar
com com
a o
organização organização
e e
na em_o
organização organização
de de
deus deus
têm ter
prioridade prioridade
preparação preparação
3 3
terceiro terceiro
na em_o
estrutura estrutura
organizacional organizacional
de de
deus deus
tem ter
ordem ordem
você você
pensa pensar
o o
que que
é ser
que que
depois depois
de de
quarenta quarenta
e e
cinco cinco
capítulos capítulo
como como
eu eu
citei citar
aqui aqui
de de
deus deus
preparando preparar
o o
povo povo
pra para_o
pra pra
andar andar
do de_o
deserto deserto
ainda ainda
assim assim
moisés moisés
dá dar
um um
grito grito
aí aí
e e
sai sair
você você
já já
pensou pensar
se se
acontece acontecer
criança criança
pisoteada pisotear
velho velho
pisoteado pisotear
essa esse
é ser
uma um
bagunça bagunça
do de_o
inferno inferno
vê ver
-la ela
inúmeros inúmero
capítulo capítulo
10 10
cada cada
tribo tribo
por por
sua seu
ordem ordem
com com
a o
sua seu
bandeira bandeira
cada cada
tribo tribo
por por
sua seu
ordem ordem
com com
a o
sua seu
bandeira bandeira
e e
é ser
coisa coisa
a o
ordem ordem
é ser
um um
negócio negócio
tão tão
bonito bonito
em em
deus deus
que que
uma um
tribo tribo
vem vir
e e
desmonta desmontar
o o
tabernáculo tabernáculo
a a
outra outro
tribo tribo
vem vir
ea ea
rge rge
tem ter
cílios cílio
a a
outra outro
tribo tribo
ver ver
e e
carrega carregar
a o
brincadeira brincadeira
número número
bom bom
deus deus
trabalha trabalhar
com com
ordem ordem
como como
é ser
que que
você você
quer querer
que que
com com
a o
vida vida
toda todo
bagunçada bagunçar
uma um
família família
bagunçada bagunçar
um um
trabalho trabalho
bagunçado bagunçar
uma um
empresa empresa
bagunçada bagunçar
um um
setor setor
bagunçado bagunçado
vai ir
prosperar prosperar
é ser
que que
te tu
ordem ordem
quem quem
é ser
que que
manda mandar
quem quem
é ser
que que
obedece obedecer
quem quem
é ser
o o
primeiro primeiro
que que
é ser
o o
segundo segundo
que que
é ser
o o
terceiro terceiro
quando quando
comércio comércio
quando quando
ter ter
menos pouco
ordem ordem
o o
princípio princípio
organizacional organizacional
de de
deus deus
em em
estruturas estrutura
a o
bíblia bíblia
diz dizer
que que
deus deus
é ser
aquele aquele
que que
do do
nada nada
cria criar
todas todo
as o
coisas coisa
já já
foi ser
destaque destaque
em em
outras outro
mensagens mensagem
nem nem
deus deus
trabalha trabalhar
sozinho sozinho
deus deus
que que
pela por_o
palavra palavra
do de_o
seu seu
poder poder
faz fazer
qualquer qualquer
coisa coisa
mas mas
deus deus
trabalha trabalhar
com com
estruturas estrutura
principados principado
e e
potestades potestade
hosts hosts
o o
reino reino
de de
deus deus
têm ter
estruturas estrutura
têm ter
arranjos arranjo
para para
funções função
por por
isso isso
parentes parente
na em_o
mensagem mensagem
aqui aqui
entre entre
nós nós
não não
vou ir
deixar deixar
passar passar
é ser
essa esse
que que
eu eu
não não
deixo deixar
mesmo mesmo
quando quando
você você
vê ver
algum algum
irmão irmão
dizer dizer
que que
miguel miguel
de de
seu seu
avô avô
vamos ir
crescer crescer
gente gente
tá estar
aqui aqui
entre entre
nós nós
o o
arcanjo arcanjo
miguel miguel
não não
tem ter
nada nada
que que
fazer fazer
o o
chefe chefe
do de_o
exército exército
celestial celestial
o o
guardião guardião
de de
israel israel
vai ir
descer descer
no em_o
curto curto
lá lá
no em_o
rio rio
de de
janeiro janeiro
para para
poder poder
visitar visitar
os o
irmãos irmão
e e
que que
é ser
o o
teste teste
que que
miguel miguel
venha vir
algum algum
culto culto
vem vir
falar falar
ouvem ouvir
se se
manifestar manifestar
algum algum
lugar lugar
mão mão
o o
arcanjo arcanjo
comandante comandante
geral geral
do de_o
exército exército
neste em_este
ao a_o
vai ir
descer descer
da de_o
glória glória
de de
deus deus
pra pra
mim eu
aqui aqui
um um
culto culto
com com
meia meia
dúzia dúzia
de de
grande grande
deus deus
tem ter
anjos anjo
pra pra
isso isso
deus deus
tem ter
anjos anjo
pra pra
isso isso
ele ele
trabalha trabalhar
com com
estruturas estrutura
ele ele
não não
vai ir
mandar mandar
um um
general general
quando quando
o o
sargento sargento
resolve resolver
você você
tem ter
que que
ter ter
estruturas estrutura
quem quem
vai ir
te tu
ajudar ajudar
quem quem
vai ir
trabalhar trabalhar
com com
você você
aonde aonde
vai ir
trabalhar trabalhar
que que
princípio princípio
você você
tem ter
quem quem
é ser
que que
está estar
em em
uma um
posição posição
maior grande
ou ou
menor pequeno
instrutoras instrutor
gostou gostar
agora agora
você você
é ser
colega colega
que que
está estar
aqui aqui
aqui aqui
tem ter
uns um
70 70
pastores pastor
e e
vai ir
sobrar sobrar
pra pra
vocês você
você você
chupar chupar
cana cana
a ela
subia subir
e e
toca tocar
violão violão
não não
tem ter
ninguém ninguém
já já
a o
estrutura estrutura
sou ser
eu eu
aí aí
cara cara
esgotada esgotar
e e
emocionalmente emocionalmente
e e
aí aí
você você
morre morrer
a o
gente gente
chora chorar
derrota derrota
outro outro
lugar lugar
a a
igreja igreja
diante diante
do de_o
tempo tempo
não não
tinha ter
estrutura estrutura
quer querer
pegar pegar
o o
tempo tempo
todo todo
que que
a a
falar falar
o o
tempo tempo
todo todo
que que
ensinar ensinar
o o
tempo tempo
todo todo
quer querer
resolver resolver
tudo tudo
o o
tempo tempo
todo todo
você você
hora hora
que que
eu eu
cheguei chegar
aqui aqui
no em_o
congresso congresso
dez dez
minutos minuto
para para
começar começar
quando quando
acaba acabar
tirando tirar
foto foto
isso isso
daqui de_aqui
eu eu
cheguei chegar
aqui aqui
no em_o
dia dia
do de_o
congresso congresso
se se
é ser
porque porque
eu eu
tenho ter
estrutura estrutura
que que
é ser
pra pra
mim eu
poder poder
andar andar
pra pra
mim eu
poder poder
fazer fazer
as o
coisas coisa
que que
eu eu
sonho sonho
em em
fazer fazer
eu eu
sou ser
filho filho
de de
deus deus
e e
se se
você você
é ser
filho filho
de de
deus deus
e e
sei saber
que que
igual igual
maluco maluco
chegou chegar
aqui aqui
deixar deixar
o o
meu meu
deus deus
eu eu
queria querer
saber saber
como como
a o
nissan nissan
ea ea
kia kia
rio rio
estarão estar
quarta quarto
funcionando funcionar
o o
caminhão caminhão
de de
andré andré
de de
televisão televisão
sair sair
os o
carros carro
conta contar
aí aí
o o
estádio estádio
está estar
pronto pronto
como como
é ser
que que
vai ir
ser ser
um um
computador computador
ligado ligar
à a_o
estrutura estrutura
que que
a o
gente gente
vai ir
mandar mandar
nice nice
não não
vim vir
aqui aqui
pra pra
pegar pegar
eu eu
não não
vim vir
aqui aqui
pra pra
cuidar cuidar
de de
computador computador
eu eu
não não
vim vir
aqui aqui
pra pra
cuidar cuidar
como como
é ser
que que
o o
estande estande
eu eu
não não
vim vir
aqui aqui
pra pra
cuidar cuidar
como como
é ser
que que
liga ligar
hoje hoje
deixou deixar
um um
rapaz rapaz
quais qual
são ser
os o
níveis nível
que que
você você
tem ter
quem quem
são ser
os o
seus seu
auxiliares auxiliar
aí aí
fica ficar
um um
monte monte
de de
gente gente
todo todo
mundo mundo
embaixo embaixo
de de
você você
que que
você você
não não
quer querer
que que
ninguém ninguém
ameaça ameaçar
a o
sua seu
liderança liderança
então então
você você
não não
nomeou nomear
ninguém ninguém
para para
exatamente exatamente
ficar ficar
uma um
briga briga
embaixo embaixo
e e
você você
continuar continuar
reinando reinar
grande grande
todo todo
gasto gasto
seja ser
na em_o
tua tua
empresa empresa
é ser
pastor pastor
mas mas
eu eu
tenho ter
quatro quatro
filhos filho
você você
tem ter
quatro quatro
filhos filho
quem quem
é ser
o o
que que
vai ir
mandar mandar
de de
pode poder
você você
24 24
eu eu
tava tava
uma um
empresa empresa
não não
vou ir
dar dar
o o
nome nome
para para
não não
ficar ficar
chato chato
no em_o
rio rio
de de
janeiro janeiro
grande grande
empresa empresa
grande grande
empresa empresa
a a
dona dono
da de_o
empresa empresa
viúva viúvo
moleque moleque
safa safar
e e
esperta espertar
três três
filhos filho
o o
garoto garoto
mais mais
velho velho
com com
dom dom
de de
negócio negócio
um um
ano ano
mais mais
novo novo
o o
outro outro
engenheiro engenheiro
sem sem
dom dom
negócio negócio
em em
um um
ano ano
mais mais
novo novo
o o
outro outro
sem sem
do de_o
negócio negócio
onde onde
ela ela
me eu
chama chamar
eu eu
não não
sei saber
se se
os o
garotos garoto
estão estar
brigando brigar
aqui aqui
ela ela
já já
uma um
senhora senhora
aí aí
eu eu
disse dizer
é ser
a o
culpa culpa
sabe saber
de de
quem quem
é ser
da de_o
senhora senhora
que que
não não
coloca colocar
estruturas estrutura
diga dizer
para para
os o
seus seu
três três
filhos filho
que que
quem quem
vai ir
mandar mandar
é ser
lhe ele
chamo chamar
é ser
o o
voto voto
só só
tomou tomar
reta reto
moto moto
isso isso
todo todo
mundo mundo
morreu morrer
é é
problema problema
de de
quem quem
fica ficar
a o
senhora senhora
por por
causa causa
das de_o
emoções emoção
do de_o
coraçãozinho coração
que que
não não
quer querer
desagradar desagradar
filho filho
a a
senhora senhora
não não
está estar
montando montar
uma um
estrutura estrutura
e e
depois depois
vai ir
cair cair
e e
vai ir
romper romper
não não
deu dar
outra outro
ela ela
foi ser
assassinada assassinar
num em_um
assalto assalto
o o
palco palco
meu meu
venderam vender
a o
empresa empresa
uma um
empresa empresa
fantástica fantástico
venderam vender
a o
empresa empresa
o o
filho filho
mais mais
velho velho
que que
era ser
o o
cara cara
foi ser
chamado chamar
por por
quem quem
comprou comprar
a o
empresa empresa
e e
deu dar
20 20
por por
cento cento
pra pra
ele ele
pra pra
ele ele
poder poder
administrar administrar
e e
os o
outros outro
dois dois
chupar chupar
o o
dedo dedo
e e
depois depois
de de
algum algum
tempo tempo
o o
dindinho dindinho
acabou acabar
e e
o o
outro outro
é ser
dono dono
do de_o
negócio negócio
não não
podia poder
ser ser
de de
todo todo
mundo mundo
agora agora
tudo tudo
fica ficar
a o
casa casa
de de
deus deus
tá estar
falando falar
com com
alguém alguém
aqui aqui
mesmo mesmo
eu eu
estou estar
pregando pregar
a o
mensagem mensagem
que que
a o
revelação revelação
de de
esse esse
aqui aqui
ou ou
não não
essa esse
mensagem mensagem
não não
foi ser
uma um
coisa coisa
que que
eu eu
vou ir
abrir abrir
mão mão
eu eu
passei passar
780 @card@
horas hora
pesquisando pesquisar
os o
livros livro
dos de_o
maiores grande
eram ser
vendidos vender
em em
organização organização
e e
estruturas estrutura
não não
deixa deixar
que que
é ser
deus deus
que que
me eu
mostrou mostrar
o o
princípio princípio
organizacional organizacional
de de
trabalha trabalhar
com com
preparação preparação
deus deus
trabalha trabalhar
com com
ordem ordem
deus deus
trabalha trabalhar
com com
estruturas estrutura
e e
tem ter
mais mais
uma um
aqui aqui
meu meu
filho filho
de de
deus deus
trabalha trabalhar
com com
execução execução
deus deus
não não
planejou planejar
apenas apenas
que que
jesus jesus
vinha vir
ao a_o
mundo mundo
olha olhar
vamos ir
ficar ficar
aqui aqui
num em_um
planejamento planejamento
jesus jesus
jardim jardim
mundo mundo
vai ir
ver ver
o o
mundo mundo
mas mas
nunca nunca
vem vir
sozinho sozinho
mas mas
nunca nunca
vai ir
pronunciar pronunciar
mas mas
ele ele
não não
vem vir
caindo cair
o o
inferno inferno
bem bem
deus deus
trabalha trabalhar
com com
execução execução
porque porque
você você
não não
pode poder
viver viver
sonhando sonhar
o o
tempo tempo
todo todo
você você
não não
pode poder
levar levar
uma um
vida vida
no em_o
abstrato abstrato
o o
deus deus
sonho sonhar
algum algum
dia dia
tem ter
que que
virar virar
concreto concreto
e e
você você
tem ter
que que
começar começar
a a
executar executar
agora agora
pra pra
lá lá
na em_o
frente frente
tem ter
o o
seu seu
sonho sonho
execução execução
prática prático
o o
que que
é ser
que que
você você
está estar
executando executar
na em_o
tua tua
vida vida
o o
que que
você você
tá estar
botando botar
em em
prática prática
isso isso
que que
você você
tem ter
sonhado sonhar
você você
tem ter
desejado desejar
número número
3 3
se se
você você
é ser
filho filho
de de
deus deus
só só
para para
saber saber
se se
você você
está estar
atenta atento
a a
isso isso
também também
é ser
uma um
tática tática
para para
ninguém ninguém
dormir dormir
se se
você você
é ser
filho filho
de de
deus deus
você você
tem ter
que que
emita emitir
lo lo
o o
terceiro terceiro
é ser
o o
que que
você você
tem ter
que que
imitar imitar
de de
deus deus
deus deus
trabalha trabalhar
numa em_um
ordem ordem
crescente crescente
eu eu
provo provar
deus deus
trabalha trabalhar
numa em_um
ordem ordem
crescente crescente
deus deus
trabalha trabalhar
numa em_um
ordem ordem
recente recente
aqui aqui
comigo com_eu
preste preste
atenção atenção
preste preste
atenção atenção
qual qual
foram ser
quatro quatro
os o
habitantes habitante
da de_o
terra terra
começou começar
quantos quanto
e e
quantos quanto
não não
foi ser
100 100
mil mil
não não
façamos fazer
100 100
mil mil
a a
nossa nosso
imagem imagem
e e
semelhança semelhança
para para
começar começar
bem bem
deus deus
começou começar
com com
que que
é ser
deus deus
começou começar
com com
um um
habitante habitante
hoje hoje
tem ter
seis seis
bilhões bilhão
de de
habitantes habitante
deus deus
chama chamar
abraão abraão
primeiro primeiro
depois depois
deus deus
faz fazer
uma um
grande grande
nação nação
deus deus
chama chamar
12 12
em em
mateus mateus
capítulo capítulo
10 10
depois depois
em em
lucas lucas
capítulo capítulo
10 10
70 70
em em
ápice ápice
na em_o
ascensão ascensão
quando quando
paulo paulo
fala falar
de de
atos ato
1 1
e e
1a 1a
coríntios coríntio
15 15
6 6
que que
viram ver
a o
ascensão ascensão
quando quando
fala falar
de de
irmãos irmão
fala falar
de de
500 500
e e
quando quando
falar falar
nos nós
que que
crêem crêem
atos ato
4 4
32 32
fala falar
da de_o
multidão multidão
dos de_o
que que
criam criar
até até
que que
deu dar
trabalho trabalho
na em_o
ordem ordem
crescente crescente
1070 @card@
500 500
e e
multidão multidão
que que
você você
vai ir
querer querer
ser ser
grande grande
à a_o
noite noite
podia poder
apa apa
deixa deixar
de de
besteira besteira
apae apae
é ser
bobagem bobagem
meu meu
filho filho
é ser
crescente crescente
a a
deus deus
que que
podia poder
fazer fazer
todo todo
o o
dia dia
uma um
vez vez
trabalha trabalhar
numa em_um
ordem ordem
como como
é ser
que que
a o
igreja igreja
começou começar
primeiro primeiro
lá lá
no em_o
cenáculo cenáculo
120 120
olha olhar
como como
é ser
que que
a o
igreja igreja
hoje hoje
trabalha trabalhar
na em_o
ordem ordem
crescente crescente
assim assim
que que
a o
sua seu
vida vida
é ser
assim assim
que que
a o
sua seu
igreja igreja
por por
isso isso
que que
quando quando
alguém alguém
vem vir
com com
um um
modelo modelo
um um
método método
para para
crescimento crescimento
da de_o
igreja igreja
eu eu
fico ficar
sorrindo sorrir
do de_o
lado lado
de de
cá cá
não não
porque porque
olha olhar
meu meu
irmão irmão
você você
tem ter
50 50
membros membro
da de_o
noite noite
pro pro
dia dia
vai ir
ter ter
50 50
mil mil
wilson wilson
acho achar
muito muito
bom bom
que que
com com
a o
igreja igreja
grande grande
também também
temática temático
indígena indígena
imagem imagem
dilma dilma
tem ter
menos pouco
salário salário
não não
tem ter
mais muito
nome nome
aparece aparecer
rapaz rapaz
deus deus
trabalha trabalhar
numa em_um
ordem ordem
crescente crescente
4 4
deus deus
trabalha trabalhar
com com
o o
padrão padrão
de de
qualidade qualidade
jeremias jeremias
4810 @card@
diz dizer
maldito maldito
aquele aquele
que que
fizer fazer
a o
obra obra
do de_o
senhor senhor
relaxadamente relaxadamente
mateus mateus
5 5
48 48
diz dizer
sede sede
perfeitos perfazer
como como
é ser
perfeito perfazer
o o
vosso vosso
pai pai
que que
está estar
nos em_o
céus céu
o o
padrão padrão
de de
deus deus
de de
imitação imitação
é ser
ele ele
qualidade qualidade
perfeição perfeição
como como
é ser
que que
você você
quer querer
fazer fazer
as o
coisas coisa
de de
qualquer qualquer
jeito jeito
de de
vez vez
em em
quando quando
uma um
igreja igreja
irmão irmão
tem ter
um um
culto culto
da de_o
quinta-feira quinta-feira
da de_o
vitória vitória
lá lá
são ser
dois dois
cultos culto
é ser
uma um
festa festa
de de
gente gente
com com
cd cd
balançar balançar
basta bastar
gravar gravar
um um
cd cd
sim sim
vocês você
vão ir
saber saber
que que
eu eu
queria querer
que que
está estar
aqui aqui
no em_o
cu cu
da de_o
quinta quinto
feira feira
no em_o
catálogo catálogo
de de
oração oração
maluco maluco
da de_o
quinta quinto
feira feira
que que
tem ter
dois dois
mil mil
e e
500 500
pessoas pessoa
a a
3 3
mil mil
em em
cada cada
curta curto
ele ele
quer querer
cantar cantar
meu meu
irmãozinho irmão
você você
não não
fica ficar
aborrecido aborrecido
ouvir ouvir
o o
cd cd
e e
se se
eu eu
não não
gostar gostar
eu eu
vou ir
dizer dizer
que que
você você
nunca nunca
takita takita
disposta disposto
isso isso
bastou bastar
e e
onde onde
é ser
que que
eu eu
escuto escutar
cd cd
é ser
quando quando
eu eu
saio sair
da de_o
igreja igreja
pra pra
minha meu
casa casa
que que
são ser
26 26
quilômetros quilômetro
e e
de de
vez vez
em em
quando quando
eu eu
toco tocar
amizade amizade
com com
as o
crianças criança
eu eu
falei falar
pô pô
em em
cd cd
meu meu
irmão irmão
aí aí
começa começar
a o
festa festa
desafinação desafinação
mar mar
letra letra
do de_o
que que
música música
um um
troço troço
trocado trocado
passa passar
a o
segunda segunda
continua continuar
a a
descer descer
pela por_o
gente gente
tá estar
na em_o
hora hora
do de_o
lançamento lançamento
abriu abrir
o o
vidro vidro
e e
zetti zetti
aí aí
minha meu
esposa esposo
que que
é ser
caridosa caridoso
silas silas
pelo por_o
amor amor
de de
deus deus
não não
faça fazer
isso isso
abre abrir
esse esse
vidro vidro
minha meu
querida querido
tá estar
na em_o
hora hora
do de_o
lançamento lançamento
no em_o
terreno terreno
baldio baldio
que que
eu eu
vou ir
passar passar
vou ir
encostar encostar
o o
carro carro
é ser
papel papel
já já
pra pra
deus deus
cantar cantar
bem bem
ao a_o
senhor senhor
se se
você você
é ser
desafiado desafiar
como como
eu eu
adoro adorar
a a
deus deus
com com
a o
multidão multidão
e e
deus deus
vai ir
receber receber
seu seu
louvor louvor
sabe saber
é ser
igual igual
ao a_o
camarada camarada
eu eu
já já
contei contar
essa esse
história história
pastor pastor
valdir valdir
neves neve
foi ser
meu meu
professor professor
passou passar
de de
uma um
grande grande
igreja igreja
um um
cara cara
muito muito
positivo positivo
um um
camarada camarada
que que
não não
queria querer
nada nada
com com
o o
trabalho trabalho
vagabundo vagabundo
toda todo
a o
vida vida
ruim ruim
de de
serviço serviço
toda todo
vida vida
sabe saber
preguiçoso preguiçoso
na em_o
vida vida
um um
dia dia
chega chegar
pastor pastor
valdir valdir
pastor pastor
só só
agora agora
vai ir
ter ter
que que
me eu
consagrar consagrar
a o
sua seu
obra obra
pastoral pastoral
dinamizou dinamizar
esse esse
é ser
meu meu
filho filho
que que
é ser
pastor pastor
eu eu
tive ter
uma um
revelação revelação
eu eu
vi ver
três três
letras letra
vpb vpb
vai ir
pregar pregar
a o
bíblia bíblia
a o
revelação revelação
está estar
correta correto
a o
interpretação interpretação
eu eu
tenho ter
a o
revelação revelação
de de
deus deus
que que
a o
relação relação
só só
que que
a o
interpretação interpretação
do de_o
jogo jogo
pra pra
mim eu
vai ir
plantar plantar
batata batata
de de
qualquer qualquer
gente gente
tá estar
bom bom
não não
vai ir
fazer fazer
bagunça bagunça
vamos ir
a o
idéia idéia
é ser
assim assim
mesmo mesmo
levar levar
a o
dança dança
alegria alegria
obra obra
de de
deus deus
mandar mandar
embora embora
o o
que que
é ser
que que
você você
está estar
fazendo fazer
a o
sua seu
igreja igreja
está estar
cuidando cuidar
de de
crianças criança
novos novo
convertidos convertido
digital digital
hospitais hospital
qualidade qualidade
no em_o
serviço serviço
se se
prepare preparar
da de_o
melhor bom
maneira maneira
possível possível
faça fazer
da de_o
melhor bom
maneira maneira
possível possível
hoje hoje
tem ter
iso iso
9000 @card@
iso iso
9001 @card@
iso iso
9002 @card@
que que
é ser
o o
padrão padrão
de de
qualidade qualidade
onde onde
as o
empresas empresa
dependendo depender
do de_o
ramo ramo
entram entrar
e e
são ser
qualificadas qualificar
se se
o o
homem homem
que que
é ser
padrão padrão
de de
qualidade qualidade
você você
quer querer
trabalhar trabalhar
por por
um um
deus deus
perfeito perfeito
de de
qualquer qualquer
jeito jeito
um um
quinto quinto
lugar lugar
é ser
assim assim
mais mais
um um
eu eu
terminar terminar
em em
quinto quinto
lugar lugar
você você
tem ter
que que
imitar imitar
a a
deus deus
deus deus
é ser
um um
deus deus
de de
projetos projeto
deus deus
é ser
um um
deus deus
