bem bem
deus deus
sobre sobre
jerusalém jerusalém
que que
estava estar
destruída destruir
e e
nem nem
me eu
era ser
copeiro copeiro
do de_o
rei rei
na em_o
fortaleza fortaleza
de de
susan susan
ele ele
servia servir
o o
rei rei
artaxerxes artaxerxes
ele ele
estava estar
com com
cara cara
que que
podia poder
solucionar solucionar
o o
problema problema
mas mas
nem nem
me eu
a a
calado calar
tava tava
calado calar
ficava ficar
até até
que que
um um
dia dia
o o
imperador imperador
diz dizer
o o
que que
é ser
que que
tá estar
acontecendo acontecer
com com
você você
porque porque
o o
teu teu
semblante semblante
é ser
triste triste
quando quando
o o
imperador imperador
falar falar
isso isso
pra pra
nenê nenê
é ser
o o
acesso acesso
que que
eu eu
tenho ter
aí aí
nem nem
me eu
ajuda ajudar
inteligência inteligência
e e
chega chegar
ao a_o
lugar lugar
especial especial
e e
diz dizer
assim assim
excelência excelência
majestade majestade
como como
eu eu
não não
estaria estar
triste triste
se se
a o
cidade cidade
dos de_o
sepulcros sepulcro
dos de_o
meus meu
pais pai
está estar
totalmente totalmente
destruída destruir
você você
tem ter
que que
aprender aprender
a o
lei lei
do de_o
protocolo protocolo
ver ver
o o
filho filho
não não
é ser
porque porque
tu tu
conhece conhecer
a o
pessoa pessoa
que que
tu tu
vai ir
botando botar
o o
pé pé
na em_o
porta porta
não não
deixa deixar
de de
ser ser
ingerido ingerir
deixa deixar
de de
entrar entrar
dito dizer
não não
foi ser
chamado chamar
nem nem
convidado convidar
a o
aacc aacc
/ /
ms ms
servir servir
o o
rei rei
não não
posso poder
falar falar
na em_o
hora hora
tem ter
um um
protocolo protocolo
vem vir
embora embora
tá estar
falando falar
meu meu
caso caso
opa opar
se se
tá estar
falando falar
meu meu
caso caso
vou ir
participar participar
da de_o
conversa conversa
a o
mulher mulher
espetacular espetacular
ela ela
entende entender
isso isso
agora agora
que que
ele ele
está estar
falando falar
do de_o
meu meu
caso caso
agora agora
eu eu
posso poder
chegar chegar
perto perto
como como
é ser
que que
você você
na em_o
vida vida
é ser
que que
você você
na em_o
vida vida
agora agora
olha olhar
que que
coisa coisa
sensacional sensacional
sua seu
capacidade capacidade
de de
discernir discernir
e e
entender entender
o o
que que
estava estar
vendo ver
e e
ouvindo ouvir
olha olhar
aqui aqui
gente gente
ela ela
vem vir
gritando gritar
jesus jesus
não não
fala falar
nada nada
ele ele
respondeu responder
nada nada
vai ir
continuar continuar
reclamando reclamar
os o
discípulos discípulo
se se
movem mover
contra contra
ela ela
pensa pensar
assim assim
ó ó
eles eles
não não
podem poder
resolver resolver
meu meu
problema problema
vou ir
continuar continuar
reclamando reclamar
só só
com com
o o
problema problema
dos de_o
crentes crente
você você
tá estar
dando dar
atenção atenção
escute escutar
isso isso
cuidadosamente cuidadosamente
a a
quem quem
não não
pode poder
resolver resolver
o o
seu seu
problema problema
mas mas
quem quem
pode poder
impedir impedir
sua seu
vitória vitória
esses esse
discípulos discípulo
aqui aqui
não não
resolve resolver
o o
problema problema
dela de_ela
não não
pôde poder
impedir impedir
a o
vitória vitória
dela de_ela
despede despedir
essa esse
mulher mulher
eu eu
vou ir
embora embora
turma turma
que que
está estar
com com
ele ele
não não
me eu
quer querer
eu eu
vou ir
embora embora
nananananão nananananão
ela ela
tem ter
um um
discernimento discernimento
e e
o o
entendimento entendimento
a a
dizer dizer
esses esse
caras cara
não não
resolvem resolver
o o
problema problema
portanto portanto
não não
tem ter
autoridade autoridade
para para
interferir interferir
na em_o
minha meu
vida vida
agora agora
irmãos irmão
olha olhar
que que
coisa coisa
espetacular espetacular
jesus jesus
vai ir
falar falar
no em_o
versículo versículo
seguinte seguinte
não não
é ser
bom bom
tirar tirar
o o
pão pão
dos de_o
filhos filho
e e
deitá deitá
los lo
aos a_o
cachorrinhos cachorro
ela ela
diz dizer
ern ern
milimetricamente milimetricamente
o o
que que
jesus jesus
está estar
falando falar
ele ele
não não
disse dizer
que que
não não
vai ir
fazer fazer
disse dizer
que que
não não
é ser
bom bom
seja ser
onde onde
sua seu
mulher mulher
minha meu
filha filha
cai cair
fora fora
porque porque
eu eu
não não
vou ir
fazer fazer
nada nada
por por
você você
não não
é ser
bom bom
tirar tirar
o o
pão pão
dos de_o
filhos filho
de de
jonas jonas
e e
aqui aqui
a a
fazer fazer
conjectura conjectura
teológica teológico
sobre sobre
jesus jesus
falou falar
só só
quer querer
dizer dizer
o o
seguinte seguinte
jesus jesus
pegou pegar
pesado pesado
pode poder
conjecturar conjecturar
pode poder
emitir emitir
a o
ordem ordem
que que
eu eu
já já
vi ver
cara cara
tanto tanto
no em_o
coração coração
teológica teológico
sobre sobre
isso isso
não não
quero querer
saber saber
de de
jesus jesus
pegou pegar
pesado pesado
jesus jesus
não não
reflete refletir
a o
mulher mulher
não não
mas mas
ela ela
tem ter
o o
discernimento discernimento
tão tão
milímetros milímetro
quiser querer
pegar pegar
ele ele
está estar
dizendo dizer
que que
não não
é ser
bom bom
e e
espero esperar
que que
ela ela
vai ir
fazer fazer
eu eu
não não
estava estar
me eu
mandando mandar
embora embora
ea ea
mulher mulher
têm ter
uma um
capacidade capacidade
de de
perceber perceber
isso isso
você você
está estar
percebendo perceber
que que
deus deus
está estar
tratando tratar
com com
você você
você você
vai ir
perceber perceber
que que
ele ele
está estar
dizendo dizer
que que
não não
vai ir
fazer fazer
mas mas
não não
é ser
agora agora
ele ele
está estar
dizendo dizer
que que
nunca nunca
mais mais
vai ir
fazer fazer
e e
dizendo dizer
que que
nesse em_esse
tempo tempo
isso isso
aí aí
não não
vai ir
fazer fazer
entenda entender
disse dizer
não não
que que
deus deus
tá estar
falando falar
disseram dizer
que que
o o
espírito espírito
santo santo
prendeu prender
teu teu
coração coração
disse dizer
nina ninar
o o
que que
deus deus
tá estar
falando falar
com com
vocês você
através através
dessa de_esse
palavra palavra
que que
eu eu
estou estar
te tu
dando dar
agora agora
que que
lidam lidar
horas hora
atitudes atitude
fundamentais fundamental
dessa de_esse
é ser
para para
receber receber
a o
vitória vitória
olha olhar
que que
diz dizer
versículo versículo
25 25
então então
chegou chegar
ela ela
e e
adorou adorar
dizendo dizer
o o
senhor senhor
só só
ocorre ocorrer
mim eu
essa esse
mulher mulher
não não
chegou chegar
para para
josi josi
disse dizer
até até
que que
enfim enfim
não não
é ser
brincadeira brincadeira
não não
é ser
o o
jesus jesus
eu eu
digo dizer
que que
tu tu
é é
senhor senhor
eu eu
dito dizer
é é
messias messias
todo todo
gritando gritar
que que
minha meu
filha filha
está estar
cheia cheio
de de
capítulos capítulo
há haver
nenhuma nenhum
palavra palavra
tudo tudo
tem ter
sensibilidade sensibilidade
não não
e e
essa esse
cambada cambar
que que
sai sair
do de_o
teu teu
lado lado
essa esse
raça raça
ruim ruim
a o
mulher mulher
não não
reclama reclamar
de de
jesus jesus
a o
mulher mulher
não não
reclama reclamar
de de
discípulos discípulo
ela ela
simplesmente simplesmente
adora adorar
adoração adoração
é ser
reconhecimento reconhecimento
da de_o
autoridade autoridade
e e
da de_o
soberania soberania
como como
é ser
você você
tá estar
murmurando murmurar
tá estar
reclamando reclamar
eu eu
vim vir
aqui aqui
esta este
noite noite
z z
é ser
pra para_o
tua tua
boca boca
no em_o
meio meio
dessa de_esse
diversidade diversidade
e e
adoro adorar
aquele aquele
que que
vive viver
em em
nada nada
para para
sempre sempre
ea ea
jack jack
johnson johnson
rede rede
louvor louvor
[ [
Aplausos aplauso
] _
é ser
hora hora
de de
ficar ficar
morando morar
irmão irmão
entrar entrar
na em_o
igreja igreja
vai ir
ficar ficar
do de_o
lado lado
da de_o
neta neto
com com
esse esse
pacto pacto
que que
tentei tentar
falar falar
com com
ele ele
essa esse
semana semana
me eu
atendeu atender
o o
papa papa
onde onde
há haver
desde desde
um um
cara cara
na em_o
rede rede
social social
de de
vez vez
em em
quando quando
eu eu
escolhi escolher
um um
bobo bobo
de de
bobo bobo
da de_o
corte corte
eu eu
vou ir
lá lá
os o
comentários comentário
de de
ss ss
aqui aqui
e e
faça fazer
um um
comentário comentário
para para
deixar deixar
pra pra
todo todo
mundo mundo
ver ver
a o
paz paz
um um
cara cara
a a
cara cara
mas mas
o o
cara cara
tava tava
que que
tava tava
na em_o
toda toda
é ser
pastor pastor
o o
senhor senhor
não não
faz fazer
nada nada
por por
pobre pobre
o o
senhor senhor
não não
sei saber
o o
que que
a a
sua seu
igreja igreja
isso isso
e e
aquilo aquilo
e e
o o
que que
é ser
que que
eu eu
faço fazer
ideia ideia
mas mas
quero querer
lembrar lembrar
do de_o
pancada pancada
eu eu
respondi responder
para para
ele ele
eu eu
falei falar
acho achar
que que
segunda segundo
feira feira
passada passado
sobre sobre
isso isso
eu eu
dei dar
uma um
resposta resposta
pra pra
ele ele
que que
conhece conhecer
da de_o
minha meu
vida vida
o o
que que
você você
sabe saber
que que
eu eu
faço fazer
ou ou
não não
faço fazer
sobre sobre
pobre pobre
que que
você você
sabe saber
sobre sobre
o o
recurso recurso
da de_o
igreja igreja
a o
grande grande
prova prova
que que
não não
sabe saber
nada nada
que que
está estar
falando falar
asneira asneiro
só só
queria querer
te tu
dizer dizer
o o
seguinte seguinte
querido querer
a o
maneira maneira
que que
você você
está estar
me eu
julgando julgar
deus deus
vai ir
te tu
julgar julgar
aí aí
o o
cara cara
manda mandar
um um
outro outro
pastor pastor
ore orar
por por
mim eu
porque porque
eu eu
estou estar
revoltado revoltar
porque porque
estou estar
desempregado desempregado
que que
voltará voltar
a a
abrir abrir
mão mão
quando quando
ele ele
bota botar
isso isso
é ser
negada negar
que que
vem vir
por por
malandrino malandrino
paulo paulo
a a
minha meu
mãe mãe
o o
irmão irmão
da de_o
criança criança
não não
tem ter
brinquedo brinquedo
mas mas
não não
é ser
por por
isso isso
que que
tu tu
tá estar
assim assim
linguarudo linguarudo
é ser
por por
estar estar
falando falar
que que
não não
deve dever
esse esse
é ser
o o
problema problema
o o
camarata camarata
com com
o o
problema problema
ele ele
fica ficar
indignado indignar
e e
ataca atacar
todo todo
mundo mundo
aí aí
faça fazer
com com
essa esse
mulher mulher
ela ela
não não
apresentou apresentar
uma um
acusação acusação
jesus jesus
eu eu
tô tô
te tu
declarando declarar
que que
tu tu
és ser
o o
senhor senhor
eu eu
declaro declarar
que que
traz trazer
um um
merecido merecer
mesmo mesmo
ainda ainda
vem vir
com com
essa esse
conversa conversa
de de
cachorro cachorro
eu eu
não não
sou ser
cachorro cachorro
não não
vem vir
com com
essa esse
conversa conversa
de de
migalha migalha
que que
conversa conversa
é ser
essa esse
nada nada
ela ela
o o
adoro adorar
eu eu
tô tô
diante diante
daquele de_aquele
que que
tem ter
o o
poder poder
a a
a o
glória glória
a o
autoridade autoridade
que que
abre abrir
a o
porta porta
e e
ninguém ninguém
fecha fechar
que que
opera operar
qualquer qualquer
milagre milagre
na em_o
hora hora
que que
ele ele
quer querer
[ [
Música música
] _
segundo segundo
lugar lugar
primeiro primeiro
o o
adorou adorar
xei xei
o o
reconhecimento reconhecimento
da de_o
competência competência
da de_o
autoridade autoridade
só só
ocorre ocorrer
me eu
quebrantamento quebrantamento
reconhecimento reconhecimento
da de_o
sua seu
fragilidade fragilidade
socorre socorrer
me eu
clamor clamor
de de
quem quem
precisa precisar
de de
resposta resposta
você você
sabe saber
que que
eu eu
vejo ver
nessa em_esse
mulher mulher
à a_o
sua seu
maturidade maturidade
emocional emocional
uma um
mulher mulher
de de
maturidade maturidade
emocional emocional
ainda ainda
não não
falou falar
comigo com_eu
o o
tcheco tcheco
não não
me eu
deu dar
a o
paz paz
de de
cristo cristo
pastor pastor
silas silas
é é
um um
correndo correndo
e e
me eu
cumprimentou cumprimentar
o o
pastor pastor
falou falar
uma um
coisa coisa
que que
eu eu
não não
gostei gostar
que que
a o
chupeta chupeta
agora agora
que que
a o
chupeta chupeta
grande grande
que que
botar botar
na em_o
boca boca
da de_o
minha meu
netinha neto
nem nem
sabia saber
há há
pessoas pessoa
assim assim
pastor pastor
bater bater
a o
foto foto
da de_o
minha meu
netinha neto
no em_o
instagram instagram
a o
chupeta chupeta
está estar
muito muito
feia feio
da de_o
casa casa
da de_o
garota garota
eu eu
fui ser
perguntar perguntar
minha meu
filha filha
a o
filha filho
chupeta chupeta
grande grande
na em_o
cara cara
da de_o
nef nef
pai pai
essas esse
upp upp
tem ter
um um
poder poder
terapêutico terapêutico
para para
criança criança
é é
questões questão
internada internar
a o
criança criança
neuton neuton
meu meu
tempo tempo
meu meu
irmão irmão
gostava gostar
qualquer qualquer
borracha borracha
na em_o
boca boca
do de_o
pirralho pirralho
para para
segurar segurar
ele ele
agora agora
o o
negócio negócio
é ser
negócio negócio
é ser
sofisticado sofisticar
e e
nem nem
eu eu
sabia saber
que que
essa esse
chupeta chupeta
época época
de de
cólica cólico
boca boca
de de
cena cena
de de
queijo queijo
sem sem
queima queima
nem nem
eu eu
nem nem
eu eu
sabia saber
que que
eu eu
estava estar
a o
mensagem mensagem
da de_o
minha meu
mão mão
se se
precisar precisar
da de_o
chupeta chupeta
dessa de_esse
para para
questões questão
emocionais emocional
a o
gente gente
contrata contrato
sabe saber
gente gente
toda todo
é ser
sensível sensível
que que
qualquer qualquer
coisa coisa
o o
irmão irmão
falou falar
bem bem
comigo com_eu
o o
irmão irmão
disse dizer
uma um
palavra palavra
dura duro
e e
amam amar
jesus jesus
diz dizer
paz paz
a o
mulher mulher
pegou pegar
pesado pesado
ou ou
minha meu
filha filha
eu eu
não não
vou ir
tirar tirar
o o
pão pão
dos de_o
filhos filho
e e
deitá deitá
los lo
aos a_o
cachorrinhos cachorro
olha olhar
a o
maturidade maturidade
da de_o
nossa nosso
mulher mulher
a a
capacidade capacidade
dela de_ela
essa esse
mulher mulher
tem ter
uma um
resistência resistência
à a_o
toda todo
prova prova
agora agora
querido querer
essa esse
mulher mulher
ela ela
vai ir
vencer vencer
com com
o o
poder poder
da de_o
comunicação comunicação
você você
sabia saber
que que
deus deus
fez fazer
as o
coisas coisa
pelo por_o
poder poder
da de_o
comunicação comunicação
falou falar
e e
tudo tudo
se se
fez fazer
mandou mandar
ir ir
logo logo
tudo tudo
apareceu aparecer
você você
sabia saber
que que
deus deus
dá dar
ordem ordem
ao a_o
caos caos
e e
transformam transformar
causem causar
bênção bênção
pelo por_o
poder poder
da de_o
palavra palavra
e e
disse dizer
deus deus
haja haver
luz luz
a o
terra terra
se se
informe informar
vazia vaziar
porque porque
deus deus
chama chamar
o o
homem homem
para para
nominar nominar
as o
coisas coisa
dá dar
o o
nome nome
indica indicar
a o
autoridade autoridade
para para
da de_o
forma forma
caráter caráter
e e
ordem ordem
deus deus
chama chamar
um um
homem homem
pra pra
nomeadamente nomeadamente
tudo tudo
ainda ainda
não não
estudamos estudar
tudo tudo
dá dar
nome nome
indica indicar
a o
autoridade autoridade
para para
dar dar
forma forma
à a_o
caráter caráter
e e
ordem ordem
adam adir
se se
calou calar
e e
o o
caos caos
que que
se se
estabeleceu estabelecer
deus deus
falou falar
e e
as o
coisas coisa
foram ser
criadas criar
o o
silêncio silêncio
nesse em_esse
caso caso
traz trazer
um um
caos caos
o o
falar falar
cria criar
no em_o
mundo mundo
de de
deus deus
essa esse
mulher mulher
não não
se se
calou calar
mediante mediante
o o
que que
jesus jesus
estava estar
dizendo dizer
para para
ela ela
é ser
verdade verdade
jesus jesus
só só
tem ter
um um
detalhe detalhe
os o
cachorros cachorro
também também
convidar convidar
migalha migalha
cada cada
letra letra
do de_o
seu seu
irmão irmão
a a
mulher mulher
usou usar
o o
poder poder
da de_o
palavra palavra
para para
manifestar manifestar
sua seu
fé fé
não não
vai ir
dar dar
certo certo
não não
eu eu
já já
contei contar
para para
vocês você
não não
haverá haver
no em_o
cu cu
da de_o
vitória vitória
lá lá
no em_o
rio rio
ficava ficar
se se
uma um
fila fila
zinha zinha
com com
o o
faço fazer
aqui aqui
quando quando
o o
técnico técnico
tem ter
que que
sair sair
correndo correndo
para para
pegar pegar
avião avião
nenhum nenhum
tinha ter
falta faltar
nenhum nenhum
e e
fala falar
que que
baba babar
aí aí
vem vir
uma um
irmã irmã
basta bastar
olhar olhar
por por
mim eu
porque porque
eu eu
acho achar
que que
deus deus
não não
vai ir
fazer fazer
não não
continua continuar
vai ir
embora embora
quando quando
passa passar
passa passar
para para
olha olhar
por por
mim eu
porque porque
eu eu
acho achar
que que
deus deus
não não
vai ir
fazer fazer
não não
não não
crendo crer
que que
usar usar
minha meu
fé fé
da de_o
minha meu
filha filha
você você
quer querer
dizer dizer
com com
a o
sua seu
boca boca
como como
é ser
que que
é ser
é é
não não
vai ir
dar dar
certo certo
não não
não não
vai ir
acontecer acontecer
ney ney
o o
poder poder
da de_o
palavra palavra
quando quando
ronan ronan
no em_o
topo topo
ainda ainda
determina determinar
irmão irmão
determina determinar
que que
o o
empregado empregado
não não
estou estar
falando falar
de de
besteirol besteirol
teológico teológico
não não
estou estar
falando falar
de de
você você
liberar liberar
uma um
palavra palavra
que que
está estar
envolvida envolver
pela por_o
tua tua
fé fé
em em
deus deus
vai ir
montar montar
isso isso
eu eu
vou ir
ver ver
meu meu
filho filho
na em_o
igreja igreja
querido querer
deixa deixar
eu eu
falar falar
uma um
coisa coisa
para para
você você
se se
você você
não não
conhece conhecer
ele ele
faleceu falecer
há há
pouco pouco
tempo tempo
a a
história história
de de
jorge jorge
miranda miranda
pastor pastor
jorge jorge
miranda miranda
esse esse
cara cara
era ser
travesti travesti
em em
milão milão
travesti travesti
milão milão
do de_o
melão melão
melancia melancia
meu meu
irmão irmão
o o
cara cara
bonito bonito
era ser
uma um
morena moreno
enganosa enganoso
mas mas
era ser
o o
cara cara
era ser
travesti travesti
milão milão
ele ele
ligava ligar
para para
a o
mãe mãe
dele de_ele
a o
mãe mãe
dele de_ele
crentes crente
em em
jesus jesus
quando quando
ele ele
ligava ligar
pra para_o
mãe mãe
sabe saber
o o
que que
é ser
que que
a o
mãe mãe
falava falar
pra pra
ele ele
não não
filho filho
eu eu
ainda ainda
vou ir
ver ver
você você
entrando entrar
numa em_um
igreja igreja
se se
casando casar
com com
a o
mulher mulher
eles eles
é ser
rapaz rapaz
eu eu
xingava xingar
cada cada
palavrão palavrão
a a
minha meu
mãe mãe
que que
não não
era ser
brincadeira brincadeira
todas todo
as o
vezes vez
que que
eu eu
falava falar
com com
a o
minha meu
mãe mãe
no em_o
brasil brasil
minha meu
mãe mãe
dizia dizer
meu meu
filho filho
eu eu
ainda ainda
vou ir
entrar entrar
com com
você você
pra pra
levar levar
pra pra
uma um
mulher mulher
pra pra
vocês você
casar casar
bastou bastar
um um
dia dia
eu eu
vim vir
ao a_o
brasil brasil
e e
minha meu
mãe mãe
diz dizer
a ela
vamos ir
lá lá
na em_o
igreja igreja
quer querer
saber saber
de de
nada nada
não não
estávamos estar
quando quando
ele ele
chegou chegar
na em_o
porta porta
da de_o
igreja igreja
que que
a o
pastora pastora
estava estar
e e
o o
tratou tratar
como como
ser ser
humano humano
ele ele
entrou entrar
disse dizer
a o
mensagem mensagem
foi ser
toda todo
para para
mim eu
entregou entregar
sua seu
vida vida
a a
cristo cristo
fez fazer
várias várias
cirurgias cirurgia
para para
arrancar arrancar
aquilo aquilo
tudo tudo
e e
eu eu
falei falar
com com
a o
mulher mulher
dele de_ele
que que
estava estar
do de_o
lado lado
do de_o
inter inter
eu eu
sou ser
meio meio
malucos maluco
ou ou
mesmo mesmo
e e
não não
tomou tomar
gardenal gardenal
mas mas
sou ser
nenhum nenhum
louco louco
é ser
um um
caminho caminho
eu eu
aprendi aprender
que que
eu eu
sou ser
psicólogo psicólogo
você você
quer querer
saber saber
a o
reação reação
de de
uma um
pessoa pessoa
você você
dá dar
um um
choque choque
uma um
palavra palavra
à a_o
volta volta
da de_o
palavra palavra
vai ir
mostrar mostrar
a o
verdade verdade
ou ou
não não
aí aí
vai ir
estudar estudar
cinco cinco
anos ano
que que
você você
vai ir
aprender aprender
a o
técnica técnica
quer querer
que que
eu eu
diga dizer
tudo tudo
aqui aqui
pra pra
você você
em em
minuto minuto
então então
eu eu
disse dizer
assim assim
ele ele
estava estar
com com
ele ele
de de
um um
lado lado
dela de_ela
de de
outro outro
eu eu
falei falar
vamos ir
ver ver
se se
isso isso
é ser
mesmo mesmo
se se
esse esse
negócio negócio
mesmo mesmo
é ser
verdade verdade
isto isto
mudou mudar
mesmo mesmo
aí aí
eu eu
tô tô
aqui aqui
a o
conversa conversa
aqui aqui
conversava conversar
e e
antes antes
da de_o
aclamação aclamação
começar começar
o o
papo papo
daqui de_aqui
procura procurar
dali de_ali
eu eu
sou ser
de de
onde onde
mato mato
grosso grosso
cd cd
que que
devolver devolver
aliás aliás
nem nem
a o
escola escola
dá dar
no em_o
couro couro
fala falar
ela ela
vai ir
me eu
responder responder
ea ea
maneira maneira
que que
ela ela
respondeu responder
sei saber
lá lá
no em_o
futebol futebol
ela ela
despenca despencar
um um
palestrante palestrante
que que
é ser
pastor pastor
o o
show show
é ser
uma um
fera fera
falei falar
então então
tá estar
dando dar
cor cor
mesmo mesmo
a o
mulher mulher
desceu descer
ao a_o
shopping shopping
nem nem
pestanejou pestanejou
em em
nada nada
a o
mulher mulher
bonita bonito
meu meu
irmão irmão
joão joão
o o
cara cara
que que
é ser
o o
que que
é ser
uma um
palavra palavra
com com
fé fé
liberada liberar
no em_o
mundo mundo
de de
deus deus
ela ela
não não
volta voltar
vazia vazio
você você
não não
tem ter
idéia idéia
do de_o
que que
é ser
isso isso
entendeu entender
não não
vai ir
dar dar
certo certo
não não
não não
vai ir
dar dar
vai ir
profetiza profetizar
está estar
falando falar
então então
marca marcar
não não
vale valer
nada nada
mesmo mesmo
um um
pouco pouco
já já
me eu
disseram dizer
que que
eu eu
tinha ter
que que
casar casar
com com
você você
então então
que que
a o
guarda guarda
porque porque
estava estar
esperando esperar
mais mais
na em_o
frente frente
meu meu
filho filho
você você
realmente realmente
eu eu
vou ir
te tu
ver ver
como como
o o
primeiro primeiro
eu eu
vou ir
te tu
ver ver
como como
a o
grande grande
desgraça desgraça
deixa deixar
de de
chegar chegar
e e
ver ver
como como
meu meu
filho filho
você você
está estar
gerando gerar
no em_o
mundo mundo
deu dar
uma um
palavra palavra
muda mudar
o o
teu teu
mundo mundo
uma um
palavra palavra
liberada liberar
no em_o
mundo mundo
espiritual espiritual
olha olhar
ai ai
capeta capeta
eu eu
vou ir
entrar entrar
no em_o
céu céu
com com
minha meu
família família
tudo tudo
vai ir
levar levar
meus meu
filhos filho
no em_o
inverno inverno
não não
é ser
e e
libere liberar
uma um
palavra palavra
no em_o
mundo mundo
de de
deus deus
que que
você você
vai ir
ver ver
o o
céu céu
até até
o o
favor favor
eu eu
me eu
lembro lembrar
quando quando
eu eu
comecei começar
meu meu
ministério ministério
na em_o
televisão televisão
só só
jesus jesus
sabe saber
como como
é ser
que que
era ser
pra pra
pagar pagar
o o
programa programa
negócio negócio
mesmo mesmo
negócio negócio
lindo lindo
aí aí
meus meu
amigos amigo
no em_o
congresso congresso
fogo fogo
no em_o
brasil brasil
eu eu
dizia dizer
pra pra
eles eles
ó ó
anota anotar
aí aí
deus deus
abre abrir
portas porta
ou ou
receber receber
ofertas oferta
milionárias milionário
alguns algum
dizia dizer
como como
é ser
que que
é é
repete repetir
pastores pastor
meus meu
amigos amigo
nem nem
eu eu
não não
eu eu
ainda ainda
vou ir
receber receber
a o
oferta oferta
milionária milionário
uva uva
e e
não não
isso isso
não não
a o
família família
recebeu receber
ofertas oferta
milionárias milionário
maravilha maravilha
agora agora
no em_o
esquecimento esquecimento
do de_o
deboche deboche
eu eu
falava falar
isso isso
várias várias
vezes vez
um um
dia dia
balneário balneário
camboriú camboriú
elton elton
foi ser
o o
brasil brasil
lá lá
aí aí
tô tô
com com
eles eles
meus meu
amigos amigo
e e
alguns algum
desses de_esse
que que
debochavam debochar
assim assim
numa em_um
sala sala
a o
sala sala
com com
controle controle
mesmo mesmo
uma um
sala sala
reservada reservar
se se
eu eu
quiser querer
falar falar
com com
alguém alguém
aí aí
chega chegar
o o
coordenador coordenador
de de
eventos evento
assim assim
pastor pastor
tem ter
um um
casal casal
querendo querer
falar falar
com com
o o
senhor senhor
diz dizer
que que
tem ter
que que
ser ser
no em_o
particular particular
estava estar
no em_o
intervalo intervalo
de de
uma um
reunião reunião
pra pra
outra outro
do de_o
jornal jornal
de de
manhã manhã
eu eu
falei falar
mãe mãe
dele de_ele
entrar entrar
aqui aqui
vivem viver
um um
casal casal
eu eu
falei falar
gente gente
deixar deixar
de de
se se
casar casar
com com
o o
instante instante
sair sair
da de_o
roda roda
tinha ter
16 16
entrei entrar
na em_o
sala sala
falei falar
por por
não não
pode poder
falar falar
e e
se se
assim assim
pastor pastor
a o
gente gente
admira admirar
seu seu
ministério ministério
admira admirar
o o
que que
deus deus
tem ter
feito fazer
através através
do de_o
senhor senhor
nós nós
vemos ver
aqui aqui
entregar entregar
uma um
oferta oferta
de de
2 2
milhões milhão
de de
reais real
foi ser
a o
primeira primeiro
grande grande
oferta oferta
que que
recebi receber
isso isso
tem ter
você você
vê ver
o o
valor valor
da de_o
grana grana
isso isso
tem ter
12 12
anos ano
atrás atrás
aí aí
quando quando
eles eles
saíram sair
eu eu
voltei voltar
para para
a o
sala sala
quase quase
igual igual
à a_o
cláudio cláudio
duarte duarte
com com
aquela aquele
cara cara
de de
deboche deboche
que que
ele ele
gosta gostar
de de
fazer fazer
cheguei chegar
na em_o
sala sala
falei falar
' '
tudo tudo
bem bem
moçada moçar
viu ver
o o
casal casal
que que
acabou acabar
de de
sair sair
sim sim
gostaria gostar
de de
informar informar
os o
meus meu
preclaros preclaro
colegas colega
de de
ministério ministério
que que
eles eles
acabam acabar
de de
deixar deixar
uma um
oferta oferta
por por
falar falar
devagar devagar
pra pra
vocês você
não não
duvidarem duvidar
e e
não não
tiverem ter
problema problema
no em_o
entendimento entendimento
2 2
repitam repetir
22 22
agora agora
devagar devagar
milhões milhão
repete repetir
milhões milhão
eu eu
ordenei ordenar
brilhar brilhar
eu eu
falei falar
eu eu
gostaria gostar
de de
informar informar
que que
essa esse
é ser
a o
primeira primeiro
de de
uma um
série série
rock rock
para para
os o
que que
acreditam acreditar
glória glória
a a
deus deus
para para
que que
debocharam debocharam
glória glória
a a
deus deus
também também
assistam assistir
na em_o
arquibancada arquibancada
porque porque
quem quem
está estar
sofrendo sofrer
sou ser
eu eu
já já
vos vós
abençoe abençoar
problema problema
meu meu
irmão irmão
olha olhar
não não
quer querer
fazer fazer
crer crer
e e
não não
crer crer
e e
não não
crer crer
eu eu
não não
vou ir
fazer fazer
o o
que que
meu meu
filho filho
é ser
essa esse
mulher mulher
eu eu
disse dizer
para para
vocês você
ela ela
não não
é ser
convencida convencer
com com
palavras palavra
ela ela
convence convencer
com com
palavras palavra
e e
aí aí
vem vir
a o
coisa coisa
mais mais
importante importante
porque porque
essa esse
mulher mulher
conquistou conquistar
milagre milagre
nas em_o
palavras palavra
de de
jesus jesus
a o
coisa coisa
mais mais
importante importante
veículo veículo
de de
número número
28 28
então então
respondeu responder
jesus jesus
e e
disse dizer
mulher mulher
grande grande
é ser
a o
tua tua
fé fé
aqui aqui
está estar
o o
principal principal
ingrediente ingrediente
da de_o
vitória vitória
a a
nossa nosso
fé fé
é ser
o o
que que
eu eu
falei falar
há há
pouco pouco
aqui aqui
sem sem
fé fé
é ser
impossível impossível
agradar agradar
a a
deus deus
marcos marco
9 9
23 23
diz dizer
cito citar
crê crer
que que
tudo tudo
é ser
possível possível
ao a_o
que que
crê crer
mateus mateus
2122 @card@
de de
estudo estudo
que que
pedirdes pedir
crendo crer
na em_o
oração oração
recebereis receber
aceh aceh
é ser
o o
melhor bom
remédio remédio
contra contra
o o
medo medo
é ser
o o
que que
jesus jesus
falou falar
do de_o
fluxo fluxo
de de
