abra abrir
medo medo
ele ele
venceu vencer
o o
medo medo
agora agora
deixa deixar
eu eu
falar falar
uma um
coisa coisa
pois pois
queria querer
de de
jesus jesus
que que
estão estar
aqui aqui
quem quem
está estar
me eu
assistindo assistir
pela por_o
internet internet
ou ou
por por
um um
programa programa
de de
tv tv
quer querer
dizer dizer
uma um
coisa coisa
pra pra
vocês você
tem ter
gente gente
que que
vem vir
até até
aqui aqui
vai ir
a o
mente mente
sentimento sentimento
vontade vontade
eu eu
faço fazer
uma um
escolha escolha
eu eu
creio crer
toda todo
determinado determinar
nessa em_esse
escolha escolha
tenho ter
coragem coragem
para para
enfrentar enfrentar
e e
para para
aqui aqui
só só
porque porque
é ser
porque porque
falta faltar
uma um
coisa coisa
das de_o
mais muito
incríveis incrível
a o
atitude atitude
a a
ação ação
porque porque
não não
adianta adiantar
passar passar
pela por_o
tua tua
mente mente
não não
adianta adiantar
passar passar
pelas por_o
duas dois
emoções emoção
ou ou
pela por_o
tua tua
vontade vontade
ou ou
você você
escolher escolher
e e
crê crer
naquilo em_aquilo
que que
você você
escolhe escolher
e e
terá ter
coragem coragem
para para
enfrentar enfrentar
qualquer qualquer
coisa coisa
se se
você você
não não
tiver ter
uma um
ação ação
em em
direção direção
aquilo aquilo
que que
você você
escolheu escolher
a o
atitude atitude
ação ação
tudo tudo
isso isso
é ser
muito muito
bacana bacana
mas mas
se se
não não
tiver ter
atitude atitude
acabou acabar
você você
não não
deixe deixar
você você
fica ficar
no em_o
campo campo
do de_o
abstrato abstrato
e e
nunca nunca
no em_o
campo campo
do de_o
concreto concreto
aí aí
tem ter
algum algum
irmão irmão
está estar
aqui aqui
dizendo dizer
pastor pastor
com com
todo todo
respeito respeito
ao a_o
senhor senhor
raul raul
que que
o o
show show
está estar
pregando pregar
onde onde
é ser
que que
entra entrar
a o
oração oração
para para
eu eu
poder poder
fazer fazer
decisões decisão
na em_o
minha meu
vida vida
eu eu
não não
vi ver
o o
senhor senhor
falou falar
chuta chutar
muito muito
teórico teórico
os o
ouviu ouvir
o o
coach coach
o o
show show
virou virar
esta este
mensagem mensagem
de de
auto auto
ajuda ajudar
onde onde
é ser
que que
tá estar
oração oração
eu eu
só só
vi ver
o o
show show
falar falar
fica ficar
em em
uma um
oração oração
é ser
um um
capítulo capítulo
à a_o
parte parte
eu eu
vou ir
falar falar
agora agora
sobre sobre
as o
decisões decisão
da de_o
sua seu
vida vida
é ser
um um
capítulo capítulo
à a_o
parte parte
é ser
um um
capítulo capítulo
à a_o
parte parte
primeiro primeiro
aprenda aprender
tem ter
coisas coisa
que que
eu eu
não não
preciso preciso
orar orar
porque porque
estão estar
dentro dentro
da de_o
vontade vontade
permissiva permissivo
de de
deus deus
eu eu
tenho ter
o o
poder poder
de de
decidir decidir
que que
é ser
um um
exemplo exemplo
eu eu
não não
preciso preciso
orar orar
se se
devo dever
comprar comprar
uma um
casa casa
de de
2 2
ou ou
4 4
4 4
eu eu
decido decidir
eu eu
não não
precisará precisar
se se
comprovou comprovar
que que
se se
vale valer
o o
fiat fiat
espírito espírito
santo santo
me eu
revela revelar
é é
volkswagen volkswagen
confiante confiante
o o
espírito espírito
fala falar
comigo com_eu
mostra mostrar
o o
emblema emblema
de de
uma um
dessas de_esse
empresas empresa
oração oração
inóqua inóqua
está estar
dentro dentro
da de_o
vontade vontade
permissiva permissivo
de de
deus deus
você você
não não
precisa precisar
perguntar perguntar
a a
deus deus
você você
decide decidir
senhor senhor
onde onde
eu eu
vou ir
morar morar
na em_o
penha penha
olaria olaria
agora agora
segura segurar
essa esse
aqui aqui
existem existir
decisões decisão
na em_o
minha meu
vida vida
que que
eu eu
não não
preciso preciso
orar orar
porque porque
antecipadamente antecipadamente
eu eu
tenho ter
conhecimento conhecimento
do de_o
certo certo
e e
do de_o
errado errado
é ser
o o
exemplo exemplo
daniel daniel
o o
senhor senhor
devo dever
comer comer
essas esse
iguarias iguaria
aqui aqui
oferecidas oferecer
na em_o
babilônia babilônio
favor favor
a a
ele ele
saber saber
que que
aquilo aquilo
tudo tudo
era ser
oferecida oferecer
ídolos ídolo
laborar laborar
já já
tinha ter
a o
informação informação
eo eo
conhecimento conhecimento
josué josué
não não
salvará salvar
senhor senhor
devemos dever
servir servir
aos a_o
bailes baile
ou ou
não não
se se
agimos agir
art art
mas mas
podemos poder
servir servir
os o
balanços balanço
não não
precisa precisar
perguntar perguntar
a a
deus deus
já já
tem ter
uma um
informação informação
antecipada antecipar
do de_o
que que
é ser
errado errar
e e
do de_o
que que
é ser
certo certo
tem ter
crente crente
chorando chorar
por por
aquilo aquilo
que que
já já
tá estar
na em_o
bíblia bíblia
te tu
explicando explicar
ser ser
certo certo
e e
errado errado
senhor senhor
rocha rocha
menina menino
na em_o
minha meu
empresa empresa
é ser
um um
avião avião
olha olhar
os o
verdes verde
uma um
verdadeira verdadeiro
milan milan
xia xia
com com
dos de_o
melões melão
uma um
coisa coisa
um um
negócio negócio
a a
negócio negócio
é ser
uma um
fábula fábula
chorrão chorrão
nos em_o
véus véu
e e
ela ela
tá estar
dando dar
mole mole
logo logo
pra pra
quem quem
pra pra
mim eu
tá estar
cheio cheio
de de
galã galã
na em_o
empresa empresa
mas mas
ela ela
botou botar
os o
olhos olho
em em
mim eu
e e
eu eu
te tu
pergunto perguntar
a a
deus deus
me eu
relaciono relaciono
com com
ela ela
eu eu
não não
me eu
relaciono relaciono
com com
ela ela
é ser
bobinho bobo
é ser
o o
bobinho bobo
não não
vejo ver
enfrentará enfrentar
um um
jogo jogo
desigual desigual
com com
os o
infiéis infiel
eu eu
não não
preciso preciso
orar orar
a a
deus deus
sobre sobre
isso isso
porque porque
já já
tem ter
o o
conhecimento conhecimento
antecipado antecipar
senhor senhor
ecce ecce
allan allan
dellon dellon
senhor senhor
ecce ecce
príncipe príncipe
shor shor
este este
homem homem
fenomenal fenomenal
espetacular espetacular
mulherada mulherada
tá estar
toda todo
em em
cima cima
dele de_ele
e e
eu eu
aqui aqui
senhor senhor
uma um
serva servo
tua tua
meio meio
pé pé
de de
chinelo chinelo
aleluia aleluiar
num em_um
show show
lá lá
essas esse
coisas coisa
a a
toda toda
e e
esse esse
homem homem
se se
jogou jogar
comigo com_eu
diz dizer
que que
me eu
ama amar
e e
quer querer
senhor senhor
vou ir
te tu
fazer fazer
um um
pedido pedido
eu eu
ganho ganhar
ele ele
pratique praticar
leva levar
o o
corpo corpo
pra pra
mim eu
pode poder
ser ser
senhor senhor
voce você
eh eh
não não
precisa precisar
fazer fazer
essa esse
oração oração
porque porque
você você
já já
tem ter
o o
conhecimento conhecimento
antecipado antecipar
por por
ação ação
inócua inócuo
senhor senhor
eu eu
quero querer
comprar comprar
aquela aquele
casa casa
aquele aquele
apartamento apartamento
custa custar
um um
milhão milhão
de de
reais real
eu eu
tenho ter
até até
entrada entrada
200 200
mil mil
mas mas
a o
prestação prestação
é é
15 15
mil mil
eu eu
ganho ganhar
sete sete
o o
meu meu
deus deus
o o
meu meu
schnoor schnoor
fala falar
comigo com_eu
se se
eu eu
devo dever
comprar comprar
ou ou
não não
deu dar
não não
vai ir
falar falar
nada nada
o o
cabeça cabeça
de de
bagre bagre
por por
que que
você você
quer querer
botar botar
tua tua
mão mão
onde onde
não não
alcança alcançar
e e
jesus jesus
lá lá
em em
lucas lucas
13 13
quando quando
alguém alguém
for ser
construir construir
uma um
torre torre
meça medir
primeiro primeiro
e e
se se
tem ter
a o
condição condição
para para
construir construir
então então
meu meu
filho filho
você você
tá estar
querendo querer
que que
deus deus
responda responder
coisa coisa
que que
já já
está estar
respondida responder
na em_o
palavra palavra
e e
que que
você você
vai ir
orar orar
e e
que que
não não
vai ir
falar falar
nada nada
é ser
minha meu
mão mão
senhor senhor
mais mais
uma um
que que
me eu
lembrei lembrar
agora agora
o o
senhor senhor
agora agora
nós nós
estamos estar
vendo ver
que que
tem ter
uma um
igreja igreja
online online
foi ser
formado formar
uma um
igreja igreja
lá lá
eu eu
quero querer
ser ser
membro membro
dela de_ela
se se
outro outro
me eu
abençoe abençoar
aqui aqui
não não
vai ir
abençoar abençoar
porque porque
a o
igreja igreja
é ser
um um
conjunto conjunto
de de
membros membro
e e
interdependente interdependente
tira tirar
o o
fígado fígado
bota botar
o o
fígado fígado
na em_o
geladeira geladeira
fígado fígado
quebra quebrar
meu meu
galho galho
o o
filho filho
do de_o
meu meu
está estar
na em_o
geladeira geladeira
ele ele
vai ir
funcionar funcionar
de de
longe longe
o o
que que
é ser
corpo corpo
conjunto conjunto
de de
membros membro
interdependente interdependente
ligação ligação
eu eu
fico ficar
vendo ver
essas esse
pataquada pataquada
que que
ninguém ninguém
inventa inventar
agora agora
igreja igreja
online online
muita muito
safadeza safadeza
igreja igreja
online online
após após
você você
pode poder
assistir assistir
um um
culto culto
online online
é ser
outro outro
papo papo
igreja igreja
online online
não não
conheço conhecer
esse esse
negócio negócio
e e
igreja igreja
tem ter
que que
ter ter
um um
pastor pastor
igreja igreja
tem ter
que que
ter ter
membros membro
que que
interagem interagir
pessoalmente pessoalmente
você você
valor valor
assista assistir
de de
deus deus
não não
preciso preciso
que que
eu eu
já já
sei saber
que que
não não
é ser
é é
mais mais
uma um
pata pato
quadra quadra
no em_o
meio meio
da de_o
igreja igreja
evangélica evangélico
então então
vem vir
a o
pergunta pergunta
quando quando
é ser
que que
eu eu
devo dever
orar orar
para para
que que
eu eu
possa poder
tomar tomar
decisões decisão
na em_o
minha meu
vida vida
então então
aqui aqui
vem vir
a o
resposta resposta
primeiro primeiro
quando quando
eu eu
tenho ter
dúvidas dúvida
e e
preciso preciso
de de
uma um
direção direção
de de
deus deus
senhor senhor
esse esse
é ser
um um
assunto assunto
sério sério
como como
é ser
que que
eu eu
vou ir
decidir decidir
isso isso
deus deus
me eu
dá dar
uma um
direção direção
eu eu
tô tô
agindo agir
mas mas
eu eu
preciso precisar
na em_o
direção direção
então então
você você
tem ter
que que
olhar olhar
não não
são ser
decisões decisão
paliativas paliativo
são ser
decisões decisão
sérias sério
que que
envolve envolver
sua seu
vida vida
que que
envolve envolver
vida vida
dos de_o
outros outro
você você
tem ter
que que
chorar chorar
quando quando
é ser
que que
eu eu
tenho ter
que que
olhar olhar
pra pra
tomar tomar
decisões decisão
para para
que que
deus deus
possa poder
uma um
decisão decisão
que que
você você
já já
tem ter
convicção convicção
você você
possa poder
tirar tirar
o o
melhor bom
proveito proveito
tudela tudela
deus deus
me eu
dirigi dirigir
nisso em_isso
aqui aqui
para para
tirar tirar
o o
melhor bom
proveito proveito
quando quando
é ser
que que
eu eu
tenho ter
que que
melhorar melhorar
quando quando
eu eu
quero querer
que que
a o
minha meu
decisão decisão
esteja estar
totalmente totalmente
subjugada subjugar
vontade vontade
de de
deus deus
a o
primeira primeiro
joão joão
15 15
14 14
esta este
é ser
a o
confiança confiança
que que
temos ter
neles em_ele
se se
pedirmos pedir
alguma algum
coisa coisa
dentro dentro
da de_o
sua seu
vontade vontade
nos nós
ouve ouvir
senhor senhor
acha achar
que que
a o
tua tua
vontade vontade
isso isso
aqui aqui
é ser
o o
melhor bom
para para
mim eu
porque porque
tem ter
crente crente
que que
não não
quer querer
fazer fazer
essa esse
oração oração
porque porque
não não
quer querer
ouvir ouvir
um um
não não
senhor senhor
eu eu
vou ir
casar casar
com com
a o
joaninha joaninha
já já
vai ir
dizendo dizer
pra pra
deus deus
com com
quem quem
vai ir
casar casar
senhor senhor
abençoe abençoar
meu meu
casamento casamento
chegou chegar
coloca colocar
a o
tua tua
mão mão
sobre sobre
a o
joaninha joaninha
ea ea
joaninha joaninha
daqui de_aqui
a o
joaninha joaninha
dali de_ali
só só
que que
haja haver
nenhum nenhum
capetinha capeta
que que
está estar
envolvido envolver
mas mas
você você
não não
disse dizer
deus deus
olha olhar
será ser
que que
a o
joaninha joaninha
melhor bom
pra pra
mim eu
me eu
dá dar
um um
sinal sinal
não não
é ser
que que
deus deus
vai ir
decidir decidir
com com
quem quem
você você
vai ir
casar casar
é ser
porque porque
você você
não não
tem ter
todas todo
as o
informações informação
que que
você você
não não
tenha ter
lhe ele
ciência ciência
onipresença onipresença
alguma algum
dúvida dúvida
no em_o
teu teu
coração coração
se se
você você
é ser
a o
queixa queixa
que que
me eu
dão dar
um um
sinal sinal
chutou chutar
entrando entrar
uma um
furada furar
me eu
dá dar
aqui aqui
um um
sinal sinal
de de
deus deus
vai ir
responder responder
essa esse
decisão decisão
agora agora
também também
tem ter
uma um
outra outro
coisa coisa
interessante interessante
que que
eu eu
não não
vou ir
deixar deixar
passar passar
se se
você você
ama amar
uma um
pessoa pessoa
essa esse
pessoa pessoa
lhe ela
ama amar
não não
há haver
nenhum nenhum
tipo tipo
de de
entendimento entendimento
os o
dois dois
servem servir
a a
deus deus
você você
não não
sabe saber
perguntar perguntar
a a
deus deus
a o
vontade vontade
de de
deus deus
é ser
que que
o o
homem homem
se se
casa casa
com com
uma um
mulher mulher
em em
amor amor
essa esse
é ser
a o
vontade vontade
de de
deus deus
eu eu
estou estar
falando falar
como como
a a
uma um
gera gerar
uma um
dúvida dúvida
em em
seu seu
coração coração
se se
ou ou
será ser
que que
essa esse
pessoa pessoa
se se
ela ela
tem ter
alguma algum
coisa coisa
no em_o
meu meu
coração coração
será ser
que que
é ser
isso isso
mesmo mesmo
aí aí
você você
fala falar
você você
pode poder
falar falar
com com
deus deus
como como
eu eu
falei falar
quando quando
eu eu
tinha ter
13 13
14 14
anos ano
em em
o o
eu eu
quero querer
namorar namorar
uma um
garota garota
que que
eu eu
posso poder
amar amar
e e
ser ser
amado amar
me eu
casar casar
e e
construir construir
uma um
família família
eu eu
estava estar
dizendo dizer
pra pra
deus deus
mas mas
não não
foi ser
deus deus
que que
disse dizer
estilo estilo
las las
ali ali
está estar
exact exact
apareceu aparecer
um um
anjo anjo
o o
e e
falou falar
pra pra
mim eu
olha olhar
ela ela
é ser
a o
filha filha
do de_o
homem homem
do de_o
pastor pastor
aiko aiko
não não
eu eu
a ela
vi ver
comecei começar
a a
namorar namorar
desde desde
novinho novo
de de
que que
ela ela
era ser
uma um
menina menina
de de
deus deus
uma um
garota garota
crente crente
eu eu
falei falar
aqui aqui
tá estar
então então
os o
elementos elemento
do de_o
que que
eu eu
pedi pedir
agora agora
se se
vêem ver
uma um
sirigaita sirigaita
que que
já já
tivesse ter
passado passado
é ser
um um
dos de_o
25 25
eu eu
era ser
o o
26 26
entendeu entender
aí aí
meu meu
irmão irmão
o o
bicho bicho
podia poder
pegar pegar
um um
pouquinho pouco
o o
turno turno
determina determinar
de de
forma forma
não não
tão tão
de de
quem quem
quiser querer
aqui aqui
dentro dentro
por por
favor favor
porque porque
tem ter
gente gente
que que
vem vir
de de
fora fora
com com
a o
vida vida
toda todo
a o
desgraçada desgraçado
e e
quando quando
tem ter
um um
encontro encontro
com com
cristo cristo
passa passar
a a
ter ter
uma um
vida vida
limpa limpo
sampa sampar
por por
1 1
0 0
não não
estou estar
aqui aqui
fazendo fazer
é ser
um um
jogo jogo
e e
partiu partir
essa esse
mulher mulher
não não
foi ser
brincadeira brincadeira
não não
foi ser
brincadeira brincadeira
lá lá
atrás atrás
agora agora
é ser
uma um
santa santo
mulher mulher
esse esse
homem homem
é ser
esse esse
cara cara
foi ser
da de_o
pá pá
virada virar
ele ele
foi ser
agora agora
é ser
um um
homem homem
de de
deus deus
tá estar
tudo tudo
na em_o
bênção bênção
não não
estou estar
falando falar
dias dia
você você
tem ter
que que
entender entender
isso isso
meu meu
irmão irmão
sobre sobre
a o
questão questão
de de
horário horário
para para
tomar tomar
a o
alguma algum
dúvida dúvida
no em_o
seu seu
coração coração
salvador salvador
uma um
decisão decisão
séria sério
falar falar
com com
deus deus
pede pedir
sinais sinal
senhor senhor
eu eu
quero querer
casar casar
mas mas
só só
se se
for ser
com com
joãozinho joãozinho
senhor senhor
foi ser
com com
joãozinho joãozinho
não não
quero querer
não não
em em
total total
impondo impor
a a
deus deus
o o
dito dizer
que que
a o
capital capital
alemã alemã
ninguém ninguém
chorar chorar
você você
vai ir
lá lá
e e
faz fazer
depois depois
que que
bracalli bracalli
segura seguro
aí aí
é ser
outro outro
problema problema
agora agora
eu eu
vou ir
terminar terminar
minha meu
palavra palavra
porque porque
não não
é ser
o o
por por
muito muito
falar falar
que que
resolve resolver
o o
problema problema
ah ah
não não
é ser
porque porque
eu eu
tem ter
que que
pegar pegar
muito muito
a a
dizer dizer
que que
estou estar
pregando pregar
já já
passei passar
dessa de_esse
idade idade
fish fish
passou passar
de de
18 18
anos ano
um um
dia dia
disse dizer
então então
então então
eu eu
vou ir
terminar terminar
dizendo dizer
4 4
verdades verdade
fundamentais fundamental
sobre sobre
a o
questão questão
da de_o
decisão decisão
4 4
você você
guarda guardar
eu eu
encerrar encerrar
a o
primeira primeiro
a o
maioria maioria
das de_o
decisões decisão
da de_o
nossa nosso
vida vida
tem ter
um um
caráter caráter
pessoal pessoal
você você
decide decidir
não não
é ser
programa programa
de de
televisão televisão
a o
maioria maioria
das de_o
decisões decisão
da de_o
nossa nosso
vida vida
tem ter
um um
caráter caráter
pessoal pessoal
não não
é ser
deus deus
que que
vai ir
decidir decidir
não não
é ser
teu teu
pai pai
e e
tua tua
mãe mãe
com com
a o
esposa esposo
teu teu
namorado namorado
teu teu
amigo amigo
é ser
você você
até até
deus deus
dá dar
a o
dica dica
mas mas
deixa deixar
as o
pessoas pessoa
decidirem decidir
ainda ainda
ter ter
o o
nome nome
3918 @card@
olha olhar
aqui aqui
tem ter
a o
bênção bênção
e e
aqui aqui
tem ter
maldição maldição
escolhe escolher
deus deus
não não
escolhe escolher
deus deus
dá dar
a o
dica dica
op op
escolhe escolher
a o
bênção bênção
para para
que que
vai ir
bem bem
mas mas
vocês você
é ser
que que
vão ir
escolher escolher
deus deus
não não
escolhe escolher
deus deus
não não
decide decidir
por por
que que
deus deus
fez fazer
você você
com com
livre livre
arbítrio arbítrio
você você
já já
ouviu ouvir
de de
tanto tanto
os o
pregadores pregador
eu eu
vou ir
te tu
dar dar
uma um
prova prova
do de_o
que que
você você
já já
ouviu ouvir
eu eu
vou ir
só só
confirmar confirmar
tira tirar
o o
povo povo
de de
israel israel
do de_o
egito egito
barbada barbar
para para
jeová jeová
porque porque
mandou mandar
praga praga
poder poder
de de
deus deus
abriu abrir
o o
mar mar
poder poder
de de
deus deus
matou matar
todas todo
as o
faraó faraó
poder poder
de de
deus deus
tirar tirar
o o
egito egito
do de_o
povo povo
nem nem
deus deus
morreram morrer
quase quase
dois dois
milhões milhão
no em_o
deserto deserto
só só
porque porque
o o
livre livre
arbítrio arbítrio
deus deus
respeita respeitar
as o
leis lei
que que
ele ele
criou criar
agir agir
com com
poder poder
para para
tirar tirar
o o
povo povo
de de
hoje hoje
é ser
a o
questão questão
de de
deus deus
não não
eram ser
deles de_eles
eles eles
perderem perder
o o
egito egito
é ser
uma um
questão questão
de de
mentalidade mentalidade
a o
mente mente
é ser
o o
único único
instrumento instrumento
de de
transformação transformação
é ser
a o
mente mente
humana humano
o o
tempo tempo
todo todo
os o
caras cara
falando falar
do de_o
egito egito
ano ano
dias dia
e e
pouco pouco
no em_o
egito egito
para para
gente gente
morrer morrer
não não
as o
cebolas cebola
e e
os o
vilões vilão
do de_o
egito egito
levantemos levanter
um um
capitão capitão
e e
voltemos voltar
projeto projeto
vai ir
morrer morrer
todo todo
mundo mundo
aí aí
a o
questão questão
de de
mentalidade mentalidade
porque porque
deus deus
não não
viola violar
a a
livre livre
arbítrio arbítrio
por por
isso isso
que que
deus deus
não não
vai ir
decidir decidir
por por
você você
ele ele
te tu
dá dar
dicas dica
ele ele
te tu
dá dar
sinais sinal
ele ele
te tu
da de_o
revelação revelação
e e
fala falar
através através
da de_o
palavra palavra
fala falar
através através
do de_o
hino hino
que que
pode poder
falar falar
através através
de de
uma um
visão visão
e e
pode poder
falar falar
através através
de de
um um
profeta profeta
mas mas
a o
decisão decisão
é ser
tua tua
segundo segundo
a o
verdade verdade
é ser
que que
eu eu
quero querer
te tu
falar falar
em em
decisões decisão
decidem decidir
o o
futuro futuro
decisões decisão
decidem decidir
o o
futuro futuro
olha olhar
josué josué
josué josué
decidiu decidir
antes antes
do de_o
deserto deserto
josué josué
decidiu decidir
no em_o
deserto deserto
e e
josué josué
decidiu decidir
depois depois
do de_o
deserto deserto
josuá josuá
decidiu decidir
antes antes
do de_o
sirva servir
a a
deus deus
e e
obedeça obedecer
a a
deus deus
no em_o
deserto deserto
negativo negativo
essa esse
conversa conversa
fiada fiado
que que
latem latir
gigante gigante
não não
eles eles
são ser
nosso nosso
pão pão
o o
senhor senhor
prometeu prometer
decidiu decidir
depois depois
lá lá
na em_o
terra terra
que que
é ser
que que
vocês você
querem querer
escolher escolher
você você
escolhe escolher
o o
que que
é ser
que que
querem querer
servir servir
os o
dessa de_esse
terra terra
ou ou
senhor senhor
vocês você
podem poder
decidir decidir
o o
que que
nossas nosso
quiser querer
eu eu
decidi decidir
que que
eu eu
ea ea
minha meu
casa casa
serviremos servirar
ao a_o
senhor senhor
a o
decisão decisão
de de
cid cid
futuro futuro
ó ó
albert albert
5 5
31 31
do de_o
capítulo capítulo
24 24
serviu servir
pois pois
israel israel
ao a_o
senhor senhor
todos todo
os o
dias dia
de de
josué josué
e e
todos todo
os o
dias dia
dos de_o
anciãos ancião
que que
ainda ainda
deverão dever
muito muito
depois depois
de de
josué josué
e e
sabiam saber
toda todo
obra obra
que que
o o
chute chute
é ser
feita fazer
jael jael
aló aló
ao a_o
futuro futuro
aqui aqui
a a
0 0
segurança segurança
daí de_aí
toda todo
decisão decisão
tem ter
um um
preço preço
a a
pagar pagar
por por
menor pequeno
que que
seja ser
toda todo
a o
decisão decisão
tem ter
um um
preço preço
a a
pagar pagar
por por
menor pequeno
que que
seja ser
vantajoso vantajoso
é ser
no em_o
capítulo capítulo
14 14
versículo versículo
der dar
de de
números número
quase quase
que que
ele ele
foi ser
apedrejado apedrejar
por por
que que
ele ele
discordou discordar
dos de_o
10 10
e e
espinhas espinha
quase quase
quase quase
quase quase
que que
ele ele
morre morrer
estava estar
pagando pagar
o o
preço preço
lembra lembrar
de de
daniel daniel
da de_o
decisão decisão
de de
não não
se se
contaminar contaminar
pagou pagar
o o
preço preço
da de_o
cova covo
foi ser
pra pra
cova covo
toda todo
decisão decisão
tem ter
um um
preço preço
a a
pagar pagar
por por
menor pequeno
que que
seja ser
aprenda aprender
isso isso
decisões decisão
são ser
de de
caráter caráter
pessoal pessoal
decisões decisão
decidem decidir
futuro futuro
menor pequeno
que que
seja ser
e e
quarto quartar
toda todo
decisão decisão
tem ter
uma um
glória glória
receber receber
por por
menor pequeno
que que
ela ela
seja ser
daniel daniel
foi ser
o o
primeiro primeiro
ministro ministro
de de
3 3
imperadores imperador
um um
dos de_o
maiores grande
profetas profeta
da de_o
bíblia bíblia
josué josué
no em_o
capítulo capítulo
19 19
vercillo vercillo
40 40
e e
50 50
foi ser
destinado destinar
terras terra
patrimônios patrimônio
mas mas
para para
josué josué
caleb caleb
terra terra
pra pra
eles eles
e e
josué josué
foi ser
o o
cara cara
da de_o
conquista conquista
de de
canã canã
ã ã
que que
era ser
respeitado respeitar
como como
uma um
autoridade autoridade
então então
toda todo
toda todo
decisão decisão
tem ter
um um
preço preço
a a
pagar pagar
por por
menor pequeno
que que
seja ser
e e
toda todo
decisão decisão
tem ter
uma um
glória glória
receber receber
menor pequeno
que que
seja ser
jesus jesus
o o
filho filho
dessas de_esse
duas dois
o o
cas cas
capítulo capítulo
24 24
versículo versículo
26 26
convinha convir
que que
o o
cristo cristo
padecesse padecessar
para para
que que
entrasse entrar
na em_o
sua seu
glória glória
cristo cristo
não não
entrou entrar
na em_o
sua seu
glória glória
direto direto
ele ele
pareceu parecer
primeiro primeiro
e e
você você
pensa pensar
que que
é ser
o o
que que
você você
não não
é ser
melhor bom
do de_o
que que
o o
senhor senhor
você você
é ser
servo servo
na em_o
melhor bom
do de_o
que que
o o
senhor senhor
você você
a o
disciplina disciplina
melhor bom
do de_o
que que
o o
méxico méxico
nem nem
eu eu
então então
você você
tem ter
que que
aprender aprender
isso isso
meu meu
irmão irmão
o o
problema problema
é ser
que que
as o
pessoas pessoa
não não
querem querer
pagar pagar
preço preço
nós nós
estamos estar
vivendo viver
a o
cultura cultura
da de_o
facilidade facilidade
a o
cultura cultura
do de_o
fácil fácil
rápido rápido
e e
sem sem
esforço esforço
a o
pergunta pergunta
que que
eu eu
faço fazer
é ser
a o
minha meu
conclusão conclusão
daquilo de_aquilo
que que
eu eu
estou estar
pregando pregar
e e
que que
deus deus
te tu
trouxe trazer
você você
aqui aqui
esta este
noite noite
me eu
colocou colocar
aqui aqui
pra pra
falar falar
isso isso
colocou colocar
gente gente
para para
acompanhar acompanhar
pelas por_o
redes rede
sociais social
com com
o o
programa programa
de de
tv tv
a o
pergunta pergunta
que que
eu eu
faço fazer
é é
quais qual
as o
decisões decisão
que que
você você
tem ter
que que
tomar tomar
na em_o
sua seu
vida vida
nesse em_esse
tempo tempo
quais qual
são ser
tem ter
gente gente
aqui aqui
que que
devem dever
tomar tomar
a o
decisão decisão
no em_o
seu seu
casamento casamento
e e
seu seu
casamento casamento
é ser
uma um
esculhambação esculhambação
você você
tem ter
que que
sentar sentar
para para
conversar conversar
para para
acertar acertar
isso isso
tem ter
gente gente
aqui aqui
que que
tem ter
que que
tomar tomar
a o
decisão decisão
sobre sobre
o o
que que
eu eu
fico ficar
com com
vergonha vergonha
o o
cara cara
vem vir
pra para_o
igreja igreja
e e
aí aí
deu dar
problema problema
se se
separou separar
da de_o
mulher mulher
se se
divorciou divorciar
e e
vivem viver
uma um
guerra guerra
se se
é ser
um um
crente crente
de de
nada nada
de de
porcaria porcaria
nenhuma nenhum
e e
ainda ainda
joga jogar
criança criança
um um
contra contra
o o
outro outro
ea ea
criança criança
não não
tem ter
nada nada
com com
isso isso
covarde covarde
que que
a o
pior mau
coisa coisa
quando quando
o o
pai pai
- -
a o
criança criança
para para
atacar atacar
e e
para para
atingir atingir
o o
outro outro
cônjuge cônjuge
e e
vem vir
dizer dizer
que que
é ser
crente crente
que que
vai ir
te tu
convertas convertas
é ser
crente crente
porcaria porcaria
uns um
enganado enganar
dentro dentro
da de_o
igreja igreja
sabe saber
você você
decide decidir
parar parar
com com
esse esse
negócio negócio
água água
mas mas
as o
decisões decisão
que que
você você
tem ter
que que
tomar tomar
você você
tem ter
que que
decidir decidir
romper romper
esse esse
relacionamento relacionamento
minha meu
filha filha
eu eu
vou ir
desculpar desculpar
o o
linguajar linguajar
chulo chulo
mas mas
é ser
você você
vai ir
entender entender
o o
cara cara
choque choque
é ser
papai papai
você você
filhinha filho
não não
vai ir
casar casar
contigo contigo
e e
quando quando
ele ele
jorge jorge
você você
vai ir
te tu
descartar descartar
e e
aí aí
o o
tempo tempo
passou passar
você você
deixou deixar
de de
ser ser
a o
flor flor
do de_o
campo campo
passe passar
a o
flor flor
do de_o
brejo brejo
se se
você você
decide decidir
acabar acabar
com com
isso isso
a o
descida descida
tem ter
um um
preço preço
a a
pagar pagar
a o
descida descida
bota bota
o o
pé pé
na em_o
porta porta
pra pra
esse esse
cara cara
que que
tá estar
te tu
enrolando enrolar
40 40
anos ano
10 10
anos ano
noivo noivo
esse esse
homem homem
é ser
rato rato
eu eu
tinha ter
vergonha vergonha
cara caro
eu eu
ficava ficar
com com
vergonha vergonha
do de_o
negócio negócio
desde desde
esse esse
troço troço
deste de_este
desse de_esse
negócio negócio
você você
tem ter
que que
deixar deixar
de de
ser ser
tem ter
que que
tomar tomar
decisões decisão
na em_o
sua seu
vida vida
deixar deixar
de de
ser ser
sanguessuga sanguessuga
ficar ficar
explorando explorar
soltando soltar
golpe golpe
quando quando
é ser
que que
