17 17
sobre sobre
heresia heresia
sobre sobre
torcer torcer
a o
Bíblia bíblia
ele ele
vai ir
falar falar
dos de_o
escritos escrever
do de_o
nosso nosso
amado amado
irmão irmão
Paulo paulo
olha olhar
como como
Pedro pedro
tá estar
tratando tratar
Paulo paulo
o o
nosso nosso
amado amado
irmão irmão
Paulo paulo
que que
tem ter
pontos ponto
difíceis difícil
a o
sabedoria sabedoria
que que
Deus deus
lhe ele
deu dar
ele ele
faz fazer
elogio elogio
a a
Paulo paulo
e e
mostra mostrar
que que
tinha ter
relacionamento relacionamento
com com
ele ele
você você
tem ter
que que
entender entender
que que
só só
no em_o
céu céu
vai ir
haver haver
perfeita perfazer
Harmonia harmonia
de de
coração coração
e e
completa completo
unidade unidade
de de
opinião opinião
aqui aqui
na em_o
terra terra
a o
gente gente
discorda discordar
agora agora
tem ter
outras outro
questões questão
na em_o
Bíblia bíblia
Filipenses filipenses
4:2 @card@
rogo rogar
a o
evódia evódia
e e
a o
ctic ctic
que que
sintam sentir
o o
mesmo mesmo
oh oh
oh oh
já já
não não
é ser
questão questão
de de
discussão discussão
de de
opinião opinião
é é
questão questão
sentimental sentimental
e e
emocional emocional
que que
criou criar
ruptura ruptura
e e
tão tão
tomando tomar
uma um
reprimenda reprimenda
rogo rogar
a o
evódia evódia
e e
a ela
cinque cincar
que que
sinto sentir
o o
mesmo mesmo
tem ter
problemas problema
emocionais emocional
entre entre
elas ele
tem ter
suspeita suspeita
tem ter
mágoa mágoa
mudou mudar
Hebreus hebreu
12:15 @card@
diz dizer
ninguém ninguém
olha olhar
que que
isso isso
aqui aqui
é ser
sério sério
ninguém ninguém
se se
prive privar
da de_o
Graça graça
de de
Deus deus
e e
brotando brotar
alguma algum
raiz raiz
de de
amargura amargura
vos vós
perturbe perturbar
e e
por por
ela ela
muitos muito
se se
contamin contamin
[ [
Música música
] _
todo todo
mundo mundo
tem ter
amigos amigo
todo todo
mundo mundo
tem ter
gente gente
que que
admira admirar
um um
e e
admira admirar
outros outro
se se
não não
admira admirar
a ela
e e
admira admirar
B b
E e
aí aí
a o
pessoa pessoa
com com
uma um
raiz raiz
de de
amargura amargura
por por
problemas problema
não não
resolvidos resolver
compartilha compartilhar
com com
seus seu
amigos amigo
e e
os o
seus seu
amigos amigo
passam passar
a a
suspeitar suspeitar
do de_o
outro outro
sem sem
ter ter
participado participar
de de
nada nada
só só
porque porque
eu eu
vi ver
amigo amigo
por por
ela ela
muitos muito
e e
o o
texto texto
é ser
tão tão
sério sério
diz dizer
assim assim
ninguém ninguém
se se
prive privar
da de_o
Graça graça
amarguras amargura
problemas problema
emocionais emocional
não não
resolvido resolver
entre entre
os o
irmãos irmão
impede impedir
a o
manifestação manifestação
da de_o
Graça graça
de de
Deus deus
do de_o
favor favor
de de
Deus deus
na em_o
sua seu
vida vida
eu eu
tô tô
citando citar
Bíblia bíblia
b b
IBL ibl
a a
não não
tô tô
citando citar
o o
conto conto
da de_o
Carochinha carocha
nem nem
Filosofia filosofia
de de
teólogo teólogo
isso isso
aqui aqui
é ser
uma um
coisa coisa
muito muito
séria sério
então então
eu eu
vou ir
dar dar
uma um
receita receita
se se
você você
quer querer
vencer vencer
picuinha picuinha
disse dizer
me eu
disse dizer
e e
fofoca fofocar
Segura seguro
A o
receita receita
você você
quer querer
vencer vencer
picuinha picuinha
fofoca fofoca
disse dizer
me eu
disse dizer
não não
permitir permitir
raiz raiz
de de
amargura amargura
suspeita suspeitar
ódio ódio
do de_o
irmão irmão
então então
vamos ir
pra para_o
Bíblia bíblia
Colossenses colossenses
Capítulo capítulo
3 3
a a
partir partir
do de_o
Versículo versículo
12 12
revesti revestir
-vos vós
como como
Santos santo
amados amar
e e
eleitos eleger
de de
Deus deus
de de
entranhas entranha
de de
Misericórdia misericórdia
de de
benignidade benignidade
de de
humildade humildade
de de
mansidão mansidão
suportando suportar
-vos vós
uns um
aos a_o
outros outro
perdoando perdoar
-vos vós
uns um
aos a_o
outros outro
assim assim
como como
Cristo cristo
vos vós
perdoou perdoar
assim assim
também também
fai fai
vós vós
se se
alguém alguém
tem ter
queixa queixa
contra contra
o o
outro outro
perdoe perdoar
e e
sobretudo sobretudo
revesti revestir
-vos vós
do de_o
amor amor
que que
é ser
o o
vínculo vínculo
da de_o
perfeição perfeição
então então
o o
apóstolo apóstolo
Paulo paulo
tá estar
dizendo dizer
revesti revestir
-vos vós
de de
entranhas entranha
entranhas entranha
é ser
uma um
coisa coisa
que que
tá estar
dentro dentro
de de
mim eu
entranhado entranhado
e e
que que
não não
é ser
fácil fácil
arrancar arrancar
porque porque
tá estar
entranhado entranhar
em em
mim eu
não não
é ser
uma um
coisa coisa
superficial superficial
fácil fácil
de de
ser ser
removido remover
existem existir
coisas coisa
entranhadas entranhar
no em_o
teu teu
organismo organismo
que que
para para
tirar tirar
com com
cirurgias cirurgia
meticulosas meticuloso
de de
horas hora
para para
tirar tirar
alguma algum
coisa coisa
essa esse
é ser
a o
ideia ideia
de de
Paulo paulo
é ser
algo algo
que que
tá estar
entranhado entranhar
em em
você você
então então
presta presto
atenção atenção
como como
é ser
que que
se se
procede proceder
isso isso
na em_o
prática prática
tive ter
um um
desentendimento desentendimento
com com
o o
irmão irmão
fez fazer
uma um
fofoca fofoca
a a
meu meu
respeito respeito
falou falar
mal mal
da de_o
minha meu
mulher mulher
Invente inventar
o o
que que
que que
você você
tem ter
quando quando
você você
sabe saber
na em_o
hora hora
você você
fica ficar
chateado chatear
você você
fica ficar
aborrecido aborrecer
naquela em_aquele
hora hora
mas mas
você você
não não
consegue conseguir
Guardar guardar
mágoa mágoa
nem nem
ódio ódio
porque porque
você você
tá estar
entranhado entranhar
de de
Misericórdia misericórdia
de de
humildade humildade
de de
benignidade benignidade
de de
perdão perdão
e e
sobretudo sobretudo
revesti revestir
vos vós
do de_o
amor amor
que que
é ser
o o
vínculo vínculo
da de_o
perfeição perfeição
nada nada
que que
não não
tem ter
amor amor
é ser
incompleto incompleto
vida vida
da de_o
Cristã cristã
sem sem
amor amor
é ser
incompleta incompleto
fé fé
sem sem
amor amor
é ser
incompleto incompleto
perdão perdão
sem sem
amor amor
é ser
incompleto incompleto
compaixão compaixão
sem sem
amor amor
é ser
incompleto incompleto
é ser
o o
amor amor
a a
essência essência
né né
a o
essência essência
do de_o
caráter caráter
de de
Deus deus
então então
eu eu
fico ficar
chateado chatear
eu eu
vou ir
declarar declarar
o o
espírito espírito
santo santo
tá estar
aqui aqui
eu eu
tô tô
dizendo dizer
da de_o
igreja igreja
e e
Deus deus
conhece conhecer
o o
meu meu
coração coração
que que
ninguém ninguém
aqui aqui
conhece conhecer
meu meu
irmão irmão
eu eu
já já
fui ser
caluniado caluniar
tão tão
seriamente seriamente
vocês você
sabem saber
na em_o
internet internet
com com
calúnias calúnia
tão tão
pesadas pesar
na em_o
hora hora
eu eu
fico ficar
chateado chatear
mas mas
eu eu
não não
cons cons
consigo conseguir
guardar guardar
rancor rancor
eu eu
não não
consigo conseguir
guardar guardar
ódio ódio
dessas de_esse
pessoas pessoa
com com
calúnias calúnia
gravíssimas grave
e e
sérias sério
a a
respeito respeito
da de_o
minha meu
vida vida
a a
respeito respeito
da de_o
minha meu
família família
a a
respeito respeito
da de_o
minha meu
esposa esposo
eu eu
não não
consigo conseguir
guardar guardar
na em_o
hora hora
eu eu
fico ficar
chateado chatear
porque porque
eu eu
sou ser
ser ser
humano humano
A o
questão questão
não não
é ser
você você
ficar ficar
chateado chatear
na em_o
hora hora
que que
alguém alguém
te tu
calunia caluniar
alguém alguém
te tu
difama difamar
arruma arrumar
uma um
confusão confusão
com com
você você
não não
é ser
porque porque
você você
é ser
humano humano
a o
questão questão
é ser
o o
depois depois
é ser
a o
raiz raiz
de de
amargura amargura
porque porque
assim assim
como como
Paulo paulo
tá estar
usando usar
a o
palavra palavra
palavra palavra
revestimos revestir
de de
entranhas entranha
é ser
algo algo
que que
tá estar
arraigado arraigar
raiz raiz
é ser
algo algo
que que
tá estar
arraigado arraigar
então então
cria criar
uma um
raiz raiz
de de
amargura amargura
não não
vou ir
com com
a o
cara cara
desse de_esse
irmão irmão
não não
falo falar
com com
ele ele
não não
suporto suportar
ele ele
não não
consigo conseguir
perdoar perdoar
bem bem
alguém alguém
vai ir
ter ter
que que
decidir decidir
se se
arrepender arrepender
e e
consertar consertar
quem quem
é ser
que que
vai ir
pro pro
céu céu
e e
quem quem
é ser
que que
vai ir
pro pro
inferno inferno
nessa em_esse
história história
ou ou
ambos ambos
ah ah
meu meu
irmão irmão
nós nós
estamos estar
enganado enganar
com com
o o
evangelho evangelho
agora agora
o o
apóstolo apóstolo
João joão
em em
primeira primeira
João joão
Capítulo capítulo
4 4
Versículo versículo
20 20
e e
21 21
acho achar
muito muito
interessante interessante
aquele aquele
que que
diz dizer
eu eu
amo amo
a a
Deus deus
e e
aborrece aborrecer
a a
seu seu
irmão irmão
é ser
mentiroso mentiroso
porque porque
se se
não não
ama amar
seu seu
irmão irmão
que que
viu ver
como como
é ser
que que
pode poder
amar amar
a a
Deus deus
que que
não não
vê ver
aí aí
vem vir
uma um
sentença sentença
dele de_ele
temos ter
esse esse
mandamento mandamento
quem quem
ama amar
a a
Deus deus
ame amar
também também
seu seu
irmão irmão
já já
expliquei explicar
já já
falei falar
em em
outras outro
mensagens mensagem
é ser
uma um
decisão decisão
da de_o
vontade vontade
eu eu
não não
consigo conseguir
amar amar
porque porque
você você
não não
decidiu decidir
amar amar
porque porque
amar amar
é é
mandamento mandamento
a a
mandamento mandamento
você você
decide decidir
obedecer obedecer
ou ou
não não
então então
dele de_ele
temos ter
esse esse
manda manda
é ser
ele ele
não não
tá estar
pedindo pedir
não não
ele ele
tá estar
dando dar
uma um
ordem ordem
se se
alguém alguém
me eu
ame amar
ame amar
A a
seu seu
irmão irmão
e e
quem quem
ama amar
o o
irmão irmão
perdoa perdoar
a o
calúnia calúnia
perdoa perdoar
a o
difamação difamação
perdoa perdoar
o o
disse dizer
me eu
disse dizer
perdoa perdoar
a o
bobagem bobagem
perdoa perdoar
A o
Ofensa ofensa
porque porque
tem ter
gente gente
que que
tem ter
uma um
língua língua
uma um
língua língua
maldita maldizer
para para
ofender ofender
para para
machucar machucar
para para
caluniar caluniar
E e
hoje hoje
nós nós
temos ter
uma um
moderna moderno
calúnia calúnia
que que
é ser
a o
internet internet
calunia caluniar
de de
fama fama
joga jogar
piada piada
você você
tá estar
pensando pensar
que que
você você
tá estar
brincando brincar
com com
quê quê
Você você
tá estar
brincando brincar
com com
coisa coisa
séria sério
ainda ainda
mais mais
aqui aqui
que que
você você
tá estar
esclarecido esclarecer
na em_o
palavra palavra
quando quando
acabar acabar
essa esse
santa santo
ceia ceia
Você você
tem ter
alguma algum
picuinha picuinha
com com
irmão irmão
não não
fala falar
com com
o o
irmão irmão
com com
certo certo
a o
tua tua
vida vida
acerte acertar
isso isso
porque porque
isso isso
aí aí
é ser
fundamental fundamental
pra para_o
tua tua
salvação salvação
é ser
fundamental fundamental
pra para_o
benção benção
de de
Deus deus
sobre sobre
a o
sua seu
vida vida
meu meu
amado amado
somos ser
um um
de de
boca boca
S s
um um
somos ser
um um
mas mas
não não
mexe mexer
comigo com_eu
não não
porque porque
eu eu
não não
quero querer
nunca nunca
mais mais
ver ver
tua tua
cara caro
Somos ser
Um um
não não
cruza cruzar
no em_o
meu meu
caminho caminho
não não
somos ser
um um
vou ir
até até
mudar mudar
de de
igreja igreja
nós nós
estamos estar
enganado enganar
meu meu
irmão irmão
nós nós
estamos estar
enganados enganar
enganados enganar
eu eu
tô tô
te tu
dando dar
um um
conselho conselho
da de_o
luz luz
da de_o
Bíblia bíblia
você você
pode poder
discordar discordar
pode poder
pode poder
ter ter
até até
um um
problema problema
grave grave
pode poder
o o
que que
você você
não não
pode poder
alimentar alimentar
isso isso
o o
que que
que que
você você
não não
pode poder
ter ter
amargura amargura
ter ter
ódio ódio
suspeita suspeitar
contra contra
o o
irmão irmão
acerta acertar
isso isso
aí aí
acerta acertar
esse esse
negócio negócio
meu meu
filho filho
Hã hã
Olha olhar
o o
que que
o o
apóstolo apóstolo
Paulo paulo
diz dizer
pra para_o
igreja igreja
dos de_o
dons dom
espirituais espiritual
você você
pensa pensar
que que
isso isso
é ser
o o
quê quê
não não
isso isso
aí aí
é ser
igreja igreja
fria frio
isso isso
não não
é ser
Igreja igreja
Pentecostal pentecostal
não não
Não não
Qual qual
é ser
a o
igreja igreja
dos de_o
dons dom
Coríntios coríntio
olha olhar
lá lá
olha olhar
lá lá
pada pada
de de
Paulo paulo
logo logo
no em_o
primeiro primeiro
capítulo capítulo
de de
nem nem
pro pro
segundo segundo
nem nem
pro pro
terceiro terceiro
é ser
no em_o
primeiro primeiro
primeira primeira
Coríntios coríntio
Capítulo capítulo
1 1
a a
partir partir
do de_o
Versículo versículo
10 10
rogo rogar
-vos vós
pois pois
irmãos irmão
em em
nome nome
do de_o
Senhor senhor
Jesus jesus
que que
digais dizer
uma um
mesma mesmo
coisa coisa
e e
que que
não não
haja haver
discão discão
entre entre
nós nós
entre entre
vós vós
antes antes
sej sej
Unidos unidos
em em
o o
mesmo mesmo
sentir sentir
eem eem
o o
mesmo mesmo
parecer parecer
porque porque
me eu
foi ser
dito dizer
pelos por_o
da de_o
família família
de de
cloé cloé
que que
há haver
descensão descensão
entre entre
voz voz
um um
diz dizer
que que
é ser
de de
Paulo paulo
outro outro
de de
Apolo apolo
outro outro
de de
cefas cefas
outro outro
de de
Cristo cristo
está estar
Pois pois
Cristo cristo
dividido dividir
foi ser
Paulo paulo
crucificado crucificar
por por
vós vós
fostes ser
batizados batizar
em em
nome nome
de de
Paulo paulo
olha olhar
Paulo paulo
largando largar
o o
aço aço
na em_o
igreja igreja
de de
Coríntios coríntio
ele ele
rogou rogar
não não
é ser
apenas apenas
um um
pedido pedido
simples simples
rogo rogar
vos vós
pois pois
irmãos irmão
que que
digais dizer
uma uma
vós vós
antes antes
seja ser
Unidos unidos
em em
o o
mesmo mesmo
sentir sentir
e e
o o
mesmo mesmo
parecer parecer
sentir sentir
E e
opinião opinião
e e
objetivo objetivo
e e
propósito propósito
terceiro terceiro
conselho conselho
que que
eu eu
quero querer
dar dar
para para
vocês você
que que
eu eu
quero querer
falar falar
aqui aqui
maturidade maturidade
essas esse
coisas coisa
estão estar
ligadas ligar
viu ver
comunhão comunhão
maturidade maturidade
obediência obediência
isso isso
é ser
tudo tudo
interligado interligar
não não
tá estar
nada nada
solto soltar
se se
com com
do de_o
tempo tempo
da de_o
vida vida
cristã cristão
você você
não não
atinge atingir
a o
maturidade maturidade
Com com
todo todo
o o
respeito respeito
você você
vira ver
um um
cristão cristão
Medíocre medíocre
Medíocre medíocre
é ser
abaixo abaixo
da de_o
média média
é ser
inferior inferior
se se
com com
passar passar
do de_o
tempo tempo
na em_o
vida vida
cristã cristão
você você
não não
conquista conquistar
a o
maturidade maturidade
Já já
falei falar
com com
vocês você
e e
vou ir
repetir repetir
aqui aqui
hoje hoje
há haver
quatro quatro
tipos tipo
de de
cristãos cristão
que que
a o
bíblia bíblia
me eu
mostra mostrar
três três
são ser
mediocres mediocre
e e
um um
é ser
maduro maduro
Olha olhar
que que
a o
mediocridade mediocridade
é ser
grande grande
hein hein
é ser
forte forte
hein hein
três três
estão estar
no em_o
nível nível
da de_o
mediocridade mediocridade
tô tô
falando falar
de de
crente crente
hein hein
tô tô
falando falar
de de
ímpio ímpio
não não
e e
um um
tá estar
no em_o
nível nível
da de_o
maturidade maturidade
aqui aqui
os o
quatro quatro
tipos tipo
primeiro primeiro
carnais carnal
volto voltar
eu eu
pra para_o
igreja igreja
dos de_o
dons dom
primeira primeira
Coríntios coríntio
3:3 @card@
porque porque
vocês você
ainda ainda
são ser
carnais carnal
porque porque
tem ter
discão discão
tem ter
divisão divisão
tem ter
inveja inveja
vocês você
são ser
parecidos parecer
com com
os o
homens homem
Então então
aqui aqui
estão estar
as o
características característica
do de_o
crente crente
Medíocre medíocre
carnal carnal
se se
parece parecer
com com
os o
homens homem
e e
não não
com com
Cristo cristo
hã hã
segundo segundo
isso isso
aqui aqui
são ser
marcas marca
que que
tá estar
na em_o
Bíblia bíblia
do de_o
crente crente
carnal carnal
manipuladores manipulador
de de
pessoas pessoa
querem querer
subjulgar subjulgar
as o
pessoas pessoa
Colossenses colossenses
2:18 @card@
diz dizer
ninguém ninguém
vos vós
domine dominar
a a
seu seu
bel bel
prazer prazer
você você
pensa pensar
que que
o o
cara cara
é ser
espiritual espiritual
quer querer
te tu
manipular manipular
é é
manipuladores manipulador
ovelhas ovelha
se se
querem querer
manipular manipular
ovelhas ovelha
terceira terceiro
característica característico
do de_o
carnal carnal
é ser
um um
estilo estilo
de de
vida vida
farisaico farisaico
tem ter
aparência aparência
de de
santidade santidade
mas mas
a o
essência essência
carnal carnal
e e
Paulo paulo
tá estar
falando falar
isso isso
em em
Colossenses colossenses
2:23 @card@
tendo ter
aparência aparência
de de
de de
Piedade piedade
sabedoria sabedoria
devoção devoção
voluntária voluntário
mas mas
não não
é ser
de de
proveito proveito
algum algum
a a
não não
ser ser
paraa paraa
satisfação satisfação
da de_o
Carne carne
pensa pensar
que que
é ser
espiritual espiritual
mas mas
é ser
carnal carnal
estilo estilo
de de
vida vida
decadente decadente
Olha olhar
o o
que que
que que
Paulo paulo
escreve escrever
em em
Gálatas gálata
3:3 @card@
ó ó
insensatos insensato
Gálatas gálata
começaste começaste
no em_o
espírito espírito
e e
terminastes terminastes
na em_o
carne carne
é ser
triste triste
ver ver
crentes crente
com com
tanto tanto
tempo tempo
de de
igreja igreja
tendo ter
atitudes atitude
pior pior
do de_o
que que
novo novo
convertido converter
é ser
triste triste
é ser
triste triste
ver ver
crentes crente
de de
tanto tanto
tempo tempo
com com
suspeita suspeita
com com
ódio ódio
H h
barraco barracar
briga briga
hã hã
mediocre mediocre
não não
tem ter
maturidade maturidade
é ser
carnal carnal
quer quer
ver ver
um um
outro outro
tipo tipo
tá estar
aqui aqui
ó ó
que que
tá estar
no em_o
no em_o
campo campo
da de_o
mediocridade mediocridade
é ser
crente crente
é é
tá estar
no em_o
campo campo
da de_o
mediocridade mediocridade
meninos menino
nunca nunca
crescem crescer
é ser
o o
contrário contrário
de de
Cristo cristo
de de
Lucas lucas
2:52 @card@
Jesus jesus
cresci crescer
estatura estatura
graça graça
e e
conhecimento conhecimento
para para
com com
Deus deus
e e
os o
homens homem
é ser
menino menino
porque porque
é ser
menino menino
é ser
inconstante inconstante
Efésios efésio
4:14 @card@
é ser
inconstante inconstante
um um
dia dia
é ser
santo santo
demais demais
outro outro
dia dia
é ser
pecador pecador
demais demais
um um
dia dia
é ser
fogo fogo
puro puro
outro outro
dia dia
é ser
geladeira geladeira
pura puro
é ser
menino menino
isso isso
é ser
menino menino
um um
dia dia
tá estar
em em
tudo tudo
que que
é ser
culto culto
na em_o
igreja igreja
outro outro
dia dia
tá estar
tr tr
sem sem
ir ir
pra para_o
igreja igreja
isso isso
é ser
menino menino
meu meu
filho filho
menino menino
tem ter
uma um
tem ter
uma um
marca marca
do de_o
menino menino
eles eles
fazem fazer
uma um
inversão inversão
da de_o
prioridade prioridade
do de_o
reino reino
que que
que que
é ser
isso isso
pastor pastor
isso isso
é ser
crente crente
menino menino
eles eles
invertem inverter
eles eles
priorizam priorizam
dons dom
e e
não não
fruto frutar
isso isso
no em_o
mundo mundo
Pentecostal pentecostal
é ser
uma um
festa festa
priorizam priorizam
dons dom
e e
não não
fruto frutar
Tiago tiago
Capítulo capítulo
1 1
Versículo versículo
17 17
diz dizer
que que
toda todo
a o
boa bom
dádiva dádiva
e e
Dom dom
perfeito perfeito
vem vir
do de_o
alto alto
descendo descender
do de_o
Pai pai
das de_o
Luzes luzes
Dom dom
é ser
de de
Deus deus
para para
o o
homem homem
é ser
ato ato
da de_o
soberania soberania
de de
Deus deus
primeira primeira
Coríntios coríntio
Capítulo capítulo
12 12
Versículo versículo
11 11
diz dizer
que que
ele ele
distribui distribuir
os o
dons dom
como como
ele ele
quer querer
é é
Soberania soberania
de de
Deus deus
ele ele
dá dar
os o
dons dom
como como
ele ele
quer querer
agora agora
Já já
falei falar
para para
você você
tô tô
repetindo repetir
aqui aqui
cristão cristão
não não
é ser
conhecido conhecido
por por
Don don
ido ir
por por
fruto fruto
aquilo aquilo
que que
você você
produz produzir
na em_o
vida vida
cristã cristão
que que
está estar
de de
acordo acordo
com com
a o
palavra palavra
de de
Deus deus
que que
abençoa abençoar
a a
pessoas pessoa
abençoa abençoar
a o
igreja igreja
glorifica glorificar
a o
Deus deus
João joão
15:16 @card@
não não
foi ir
vós vós
que que
escolhestes escolher
a a
mim eu
mas mas
eu eu
escolhi escolher
a o
vóz vóz
e e
vos vós
nomei nomei
para para
que que
vades ir
e e
des des
fruto fruto
vades ir
e e
des des
fruto fruto
vades ir
e e
des des
fruto fruto
é ser
que que
tenho ter
que que
dar dar
para para
que que
tudo tudo
que que
pedir pedir
em em
meu meu
nome nome
ele ele
V v
conceda conceder
João joão
15:8 @card@
diz dizer
inist inist
o o
pai pai
glorificado glorificar
que que
deis dar
muitos muito
frutos fruto
e e
assim assim
sereis ser
meus meu
discípulos discípulo
agora agora
esse esse
texto texto
aqui aqui
é ser
incrível incrível
que que
todo todo
mundo mundo
conhece conhecer
de de
Mateus mateus
7 7
a a
partir partir
do de_o
Versículo versículo
17 17
toda todo
árvore árvore
boa bom
produz produzir
Bom bom
Fruto fruto
toda todo
árvore árvore
má má
produz produzir
mau mau
fruto fruto
não não
pode poder
a o
árvore árvore
boa bom
dá dar
mau mau
fruto fruto
nem nem
a o
má má
dá dar
Bom bom
Fruto fruto
e e
aquela aquele
que que
não não
dá dar
fruto fruto
corta cortar
E e
lança lançar
no em_o
fogo fogo
presta presto
atenção atenção
tá estar
falando falar
de de
fruto fruto
aí aí
Jesus jesus
vai ir
dizer dizer
uma um
coisa coisa
que que
também também
todos todo
aqui aqui
conhe conhe
no em_o
Versículo versículo
22 22
2 2
mas mas
muitos muito
me eu
dirão dizer
naquele em_aquele
dia dia
senhor senhor
senhor senhor
pelo por_o
teu teu
nome nome
nós nós
profetizamos profetizamos
expulsamos expulsar
demônios demônio
operamos operar
Maravilhas maravilhas
então então
eu eu
vos vós
direi dizer
abertamente abertamente
nunca nunca
vos vós
conheci conhecer
vós vós
que que
praticais praticais
a o
iniquidade iniquidade
vós vós
que que
praticais praticais
a o
iniquidade iniquidade
sabe saber
o o
que que
que que
esse esse
texto texto
mostra mostrar
que que
os o
dons dom
não não
justificam justificar
os o
frutos fruto
Mas mas
o o
fruto fruto
justifica justificar
ó ó
operação operação
de de
Maravilhas maravilhas
profecias profecia
são ser
dons dom
só só
que que
o o
teu teu
fruto fruto
é ser
de de
iniquidade iniquidade
Teu teu
Dom dom
não não
vai ir
te tu
justificar justificar
o o
que que
vai ir
justificar justificar
você você
é ser
o o
fruto fruto
que que
produz produzir
e e
na em_o
verdade verdade
crentes crente
meninos menino
querem querer
que que
Deus deus
fale falar
com com
eles eles
mas mas
eles eles
não não
querem querer
falar falar
com com
Deus deus
porque porque
leva levar
tempo tempo
se se
gasta gastar
a a
tempo tempo
Crente crente
e e
menino menino
eles eles
querem querer
manifestações manifestação
pontuais pontual
do de_o
Sobrenatural sobrenatural
mas mas
eles eles
não não
querem querer
ser ser
Cheios cheio
do de_o
Espírito espírito
Santo santo
porque porque
para para
ser ser
cheio cheio
do de_o
Espírito espírito
Santo santo
tem ter
duas dois
coisas coisa
atos ato
4:31 @card@
e e
tendo ter
orado orar
moveu mover
-se se
o o
lugar lugar
em em
que que
estavam estar
reunidos reunir
E e
todos todo
foram ser
Cheios cheio
do de_o
Espírito espírito
Santo santo
e e
anunciavam anunciar
com com
ousadia ousadia
a o
palavra palavra
de de
Deus deus
primeiro primeiro
Tem ter
que que
orar orar
segundo segundo
tem ter
que que
fazer fazer
a o
obra obra
de de
Deus deus
então então
não não
querem querer
ser ser
cheios cheio
movimentos movimento
querem querer
coisas coisa
pontuais pontual
para para
alegrar alegrar
o o
coração coração
deles de_eles
no em_o
culto culto
E e
aí aí
a o
mania mania
Pentecostal pentecostal
se se
o o
fogo fogo
não não
cai cair
o o
pregador pregador
não não
é ser
bom bom
se se
não não
tem ter
reteté reteté
esse esse
culto culto
de de
oração oração
é ser
fraco fraco
hã hã
porque porque
querem querer
viver viver
pontualmente pontualmente
de de
infestações infestação
crente crente
menino menino
e e
tem ter
o o
crente crente
fraco fraco
tá estar
tudo tudo
no em_o
grupo grupo
de de
Medíocre medíocre
crente crente
fraco fraco
doentes doente
na em_o
fé fé
enfermos enfermo
na em_o
fé fé
primeira primeira
Coríntios coríntio
8:7 @card@
diz dizer
que que
a o
consciência consciência
deles de_eles
é ser
fácil fácil
de de
ser ser
contaminada contaminar
que que
que que
é ser
a o
consciência consciência
a o
consciência consciência
é ser
a o
lei lei
Suprema supremo
que que
tá estar
no em_o
homem homem
é ser
a o
lei lei
de de
Deus deus
no em_o
homem homem
que que
faz fazer
ele ele
dizer dizer
aqui aqui
tá estar
certo certo
aqui aqui
tá estar
errado errar
então então
tem ter
a o
consciência consciência
que que
faz fazer
parte parte
do de_o
Espírito espírito
O o
espírito espírito
é ser
a o
natureza natureza
suprema supremo
do de_o
homem homem
regenda regenda
a o
qualidade qualidade
da de_o
Alma alma
no em_o
espírito espírito
tem ter
a o
fé fé
e e
a o
consciência consciência
então então
a o
consciência consciência
dele de_ele
é ser
muito muito
fácil fácil
de de
ser ser
induzida induzir
eu eu
tô tô
te tu
mostrando mostrar
Bíblia bíblia
meu meu
filho filho
não não
tô tô
inventando inventar
nada nada
primeira primeira
Coríntios coríntio
8 8
diz dizer
que que
ele ele
é ser
fácil fácil
de de
se se
escandalizar escandalizar
isso isso
é ser
crente crente
fraco fraco
primeira primeira
Coríntios coríntio
Capítulo capítulo
8 8
Versículo versículo
10 10
consciência consciência
fácil fácil
de de
ser ser
induzida induzir
a a
outra outro
é ser
fácil fácil
de de
ser ser
contaminada contaminar
Hum hum
qualquer qualquer
coisa coisa
tira tirar
ele ele
do de_o
foco foco
de de
Cristo cristo
do de_o
foco foco
da de_o
palavra palavra
Eu eu
Tô tô
mostrando mostrar
para para
você você
onde onde
é ser
que que
você você
tá estar
nisso em_isso
aí aí
meu meu
filho filho
e e
sabe saber
porque porque
ele ele
é ser
fraco fraco
sabe saber
porque porque
ele ele
é ser
fraco fraco
porque porque
ele ele
não não
se se
alimenta alimentar
das de_o
coisas coisa
de de
Deus deus
foi ser
Jesus jesus
que que
falou falar
na em_o
tentação tentação
em em
Mateus mateus
Capítulo capítulo
4 4
Nem nem
só só
de de
pão pão
viverá viver
o o
homem homem
mas mas
de de
toda todo
a o
palavra palavra
que que
sai sair
da de_o
boca boca
de de
Deus deus
não não
quer querer
se se
alimentar alimentar
da de_o
palavra palavra
Jesus jesus
declara declarar
em em
João joão
6:48 @card@
eu eu
sou ser
o o
pão pão
da de_o
vida vida
não não
quer querer
se se
alimentar alimentar
de de
Cristo cristo
não não
quer querer
orar orar
é ser
fraco fraco
tá estar
no em_o
campo campo
do de_o
medí medí
agora agora
tem ter
uma um
classe classe
tem ter
uma um
classe classe
hã hã
uma um
classe classe
tem ter
os o
carnais carnal
tem ter
os o
meninos menino
tem ter
os o
fracos fraco
e e
tem ter
os o
maduros maduro
maduros maduro
crente crente
maduro maduro
a a
sua seu
marca marca
é ser
ser ser
espiritual espiritual
é é
marca marca
do de_o
crente crente
maduro maduro
ele ele
é ser
espiritual espiritual
aquilo aquilo
que que
tá estar
em em
primeira primeiro
Coríntios coríntio
2:1 @card@
Em em
Diante diante
O o
Homem homem
natural natural
não não
compreende compreender
as o
coisas coisa
do de_o
Espírito espírito
de de
Deus deus
