hoje hoje
falsificadores falsificador
da de_o
palavra palavra
nesse em_esse
tempo tempo
e e
tem ter
várias várias
maneiras maneira
mas mas
eu eu
vou ir
te tu
dar dar
quatro quatro
dicas dica
e e
quatro quatro
dicas dica
número número
um um
soberba soberbo
em em
todo todo
o o
falsificador falsificador
da de_o
palavra palavra
soberba soberbo
eles eles
a o
parte parte
que que
todo todo
mundo mundo
ele ele
conhece conhecer
mais mais
a o
vida vida
que que
todo todo
mundo mundo
e e
não não
tem ter
ninguém ninguém
aí aí
no em_o
páreo páreo
para para
discutir discutir
comigo com_eu
obriga obrigar
que que
eu eu
engulo engulo
todo todo
mundo mundo
soberba soberbo
ele ele
mostrando mostrar
técnicas técnica
de de
engajamento engajamento
que que
eu eu
sei saber
que que
eu eu
tô tô
falando falar
para para
redes rede
sociais social
mas mas
no em_o
fundo fundo
tá estar
a o
soberba soberbo
Oi oi
nego negro
produzido produzir
factoides factoide
de de
vídeos vídeo
e e
para para
atrair atrair
gente gente
para para
rede rede
social social
a o
soberba soberbo
já já
tá estar
marcado marcar
soberano soberano
e e
sabe saber
por por
quê quê
Porque porque
falsificador falsificador
da de_o
palavra palavra
o o
resultado resultado
de de
marca marca
do de_o
caráter caráter
de de
satanás satanás
em em
uma um
das de_o
marcas marca
proeminentes proeminente
do de_o
caráter caráter
do de_o
diabo diabo
é ser
a o
soberba soberbo
é ser
só só
você você
vê ver
analogia analogia
que que
a o
bíblia bíblia
faz fazer
a a
Reis reis
né né
Isaías isaías
1412 @card@
ao a_o
15 15
uma um
analogia analogia
com com
o o
rei rei
subirei subirei
até até
as o
mais muito
altas alto
nuvens nuvem
e e
serei ser
semelhante semelhante
ao a_o
altíssimo alto
vai ir
ser ser
Abatida abater
até até
a o
profundeza profundeza
do de_o
inferno inferno
e e
depois depois
Ezequiel ezequiel
Capítulo capítulo
28 28
do de_o
Versículo versículo
12 12
a a
17 17
também também
uma um
analogia analogia
com com
outro outro
rei rei
mostra mostrar
quem quem
era ser
Lúcifer lúcifer
antes antes
da de_o
queda queda
o o
a a
Servidor servidor
da de_o
medida medida
Lúcifer lúcifer
antes antes
da de_o
queda queda
Se se
você você
fosse ser
transportado transportar
para para
aquela aquele
era era
da de_o
eternidade eternidade
e e
pedisse pedir
a a
Deus deus
qual qual
é ser
o o
exemplo exemplo
máximo grande
do de_o
teu teu
reino reino
de de
beleza beleza
sabedoria sabedoria
e e
Poder poder
Deus deus
quer querer
dizer dizer
vale vale
para para
Lúcifer lúcifer
ele ele
é ser
o o
exemplo exemplo
máximo grande
no em_o
meu meu
reino reino
de de
sabedoria sabedoria
e e
ele ele
é ser
o o
exemplo exemplo
máximo grande
no em_o
meu meu
reino reino
de de
beleza beleza
e e
de de
poder poder
mas mas
por por
causa causa
da de_o
sua seu
soberba soberbo
e e
ele ele
perdeu perder
beleza beleza
ele ele
perdeu perder
sabedoria sabedoria
mas mas
não não
perdeu perder
o o
poder poder
ele ele
continue continuar
agindo agir
aí aí
Deus deus
tem ter
seus seu
propósitos propósito
bom bom
então então
a o
soberba soberbo
EA ea
gente gente
se se
tem ter
uma um
coisa coisa
que que
Deus deus
não não
suporta suportar
o o
homem homem
sobretudo sobretudo
Provérbios provérbio
17 17
18 18
diz dizer
que que
é ser
soberba soberbo
precede preceder
a o
ruína ruína
EA ea
altivez altivez
de de
espírito espírito
precede preceder
a o
queda queda
em em
provérbios provérbio
2923 @card@
desistir desistir
o o
homem homem
que que
achou achar
Beba beber
abaterá abater
o o
homem homem
mais mais
humilde humilde
de de
espírito espírito
alcançar alcançar
a o
honra honra
e e
todo todo
soubermos saber
chegou chegar
a o
hora hora
de de
ser ser
abatido abater
Ah ah
e e
não não
é ser
à a_o
toa toa
aqui aqui
Davi davi
no em_o
Salmo salmo
19 19
Versículo versículo
13 13
ele ele
diz dizer
uma um
coisa coisa
muito muito
séria sério
e e
não não
permita permitir
que que
a o
soberba soberbo
se se
apodere apoderar
de de
mim eu
então então
serei ser
sincero sincero
e e
ficarei ficar
livre livre
de de
grande grande
transgressão transgressão
Olha olhar
o o
que que
que que
Davi davi
tá estar
colocando colocar
a o
soberba soberbo
não não
há haver
transgressão transgressão
qualquer qualquer
é ser
uma um
grande grande
transgressão transgressão
é ser
até até
idade idade
homem homem
é ser
o o
Superman superman
é ser
o o
dono dono
da de_o
última último
coca-cola coca-cola
do de_o
deserto deserto
como como
eu eu
falo falar
Quem quem
sabe saber
mais mais
do de_o
que que
todo todo
mundo mundo
entende entender
mais mais
do de_o
que que
todo todo
mundo mundo
quando quando
vem vir
um um
cara cara
com com
essa esse
conversa conversa
para para
mim eu
já já
sei saber
que que
tá estar
com com
problema problema
e e
quando quando
vem vir
alguém alguém
dizendo dizer
que que
sabe saber
mais mais
linda lindo
que que
todo todo
mundo mundo
que que
ninguém ninguém
tá estar
dentro dentro
com com
ela ela
em em
debate debate
se se
ele ele
conhece conhecer
mais mais
pode poder
ter ter
certeza certeza
aqui aqui
tem ter
problema problema
que que
é ser
sobre sobre
essa esse
é ser
a o
primeira primeiro
marca marca
é ser
de de
quem quem
vai ir
falsificar falsificar
a o
palavra palavra
a o
segunda segunda
tá estar
linkado linkado
com com
a o
soberba soberbo
é ser
só só
ele ele
julgam julgar
possuir possuir
a o
verdade verdade
do de_o
eu eu
saio sair
jogo jogo
O o
que que
aconteceu acontecer
aí aí
em em
dois dois
mil mil
anos ano
de de
história história
nada nada
agora agora
chegou chegar
e e
para para
consertar consertar
e e
as o
coisas coisa
erradas errar
da de_o
igreja igreja
é ser
só só
os o
donos dono
da de_o
verdade verdade
na em_o
mão mão
negócio negócio
o o
negócio negócio
é é
é ser
incrível incrível
um um
mar mar
de de
60 60
milhões milhão
de de
crentes crente
nesse em_esse
país país
é ser
uma um
pergunta pergunta
eles eles
ganharam ganhar
quem quem
e e
da de_o
chegaram chegar
a o
sua seu
ajuda ajuda
no em_o
evangelho evangelho
aonde aonde
o o
mesmo mesmo
os o
mesmos mesmo
que que
menosprezam menosprezar
a o
igreja igreja
eles eles
estão estar
usando usar
o o
povo povo
de de
quem quem
e e
o o
povo povo
que que
não não
é ser
teve ter
são ser
usurpadores usurpador
das de_o
ovelhas ovelha
de de
Cristo cristo
e e
mete meter
o o
pau pau
Eles eles
vieram vir
de de
onde onde
eu eu
quero querer
da de_o
Lua lua
Oi oi
Jô jô
arte arte
deve dever
de de
paraquedas paraquedas
Eles eles
estão estar
no em_o
meio meio
evangélico evangélico
por por
causa causa
de de
quê quê
é ser
normal normal
isso isso
é ser
muito muito
sério sério
quando quando
você você
vê ver
alguém alguém
como como
o o
dono dono
da de_o
verdade verdade
só só
ele ele
tem ter
a o
verdade verdade
pai pai
tá estar
errado errar
igreja igreja
de de
bode bode
igreja igreja
de de
rato rato
igreja igreja
a o
senhora senhora
de de
que que
tá estar
tudo tudo
errado errar
tá estar
errado errar
a o
igreja igreja
tá estar
errado errar
60 60
milhões milhão
de de
crentes crente
mais mais
de de
100 100
anos ano
de de
evangelho evangelho
nesse em_esse
país país
que que
eu eu
não não
sou ser
digno digno
nem nem
nem nem
de de
tirar tirar
sandália sandália
de de
um um
homens homem
que que
deram dar
a o
vida vida
pelo por_o
evangelho evangelho
para para
hoje hoje
tem ter
uma um
igreja igreja
poderosa poderoso
nessa em_esse
nação nação
aí aí
vem vir
olha olhar
esquece esquecer
esquece esquecer
tá estar
tudo tudo
errado errar
aí aí
nós nós
vamos ir
consertar consertar
vai ir
ver ver
se se
eu eu
tô tô
na em_o
esquina esquina
gaiato gaiato
E e
aí aí
Olá olá
meus meu
irmãos irmão
o o
negócio negócio
é ser
feio feio
e e
olha olhar
pastores pastor
você você
já já
tiveram ter
a o
chance chance
de de
vocês você
agora agora
com com
a o
gente gente
né né
oi oi
hahaha hahaha
É ser
só só
rindo rir
pastores pastor
e e
já já
tiveram ter
a o
chance chance
de de
vocês você
agora agora
com com
a o
gente gente
então então
vamos ir
consertar consertar
o o
mundo mundo
evangélico evangélico
para para
as o
bobagens bobagem
que que
vocês você
fizeram fazer
o o
que que
é ser
que que
serve servir
já já
citei citar
Mas mas
é ser
para para
você você
observar observar
como como
é ser
que que
você você
tem ter
que que
fica ficar
soberba soberbo
só só
ele ele
julgam julgar
ter ter
a o
verdade verdade
do de_o
evangelho evangelho
e e
terceiro terceiro
causam causar
confusão confusão
doutrinária doutrinário
os o
causadores causador
de de
confusão confusão
doutrinária doutrinário
Sabe saber
por por
que que
quebram quebrar
princípios princípio
da de_o
hermenêutica hermenêutica
texto texto
sem sem
contexto contexto
é ser
pretexto pretexto
para para
heresia heresia
se se
isolam isolar
textos texto
e e
sai sair
da de_o
frente frente
e e
sai sair
de de
baixo baixo
o o
povo povo
não não
tem ter
um um
entendimento entendimento
de de
princípios princípio
de de
hermenêutica hermenêutica
cá cá
igual igual
um um
patinho pato
na em_o
conversa conversa
desses de_esse
caras cara
e e
aí aí
fica ficar
em em
dúvida dúvida
que que
tem ter
uma um
confusão confusão
e e
começa começar
a a
ter ter
dúvida dúvida
interna interno
Deus deus
de de
meu meu
Deus deus
é ser
Deus deus
de de
paz paz
em em
todas todo
as o
igrejas igreja
está estar
escrito escrever
a o
quarta quarto
característica característico
presta presto
atenção atenção
esse esse
aqui aqui
eu eu
vou ir
dar dar
4 4
só só
4 4
não não
possuem possuir
autoridade autoridade
espiritual espiritual
naquilo em_aquilo
que que
eles eles
pretendem pretender
no em_o
reino reino
de de
Deus deus
E e
ai ai
possuem possuir
autoridade autoridade
espiritual espiritual
liderar liderar
o o
povo povo
Oi oi
Ofélia ofélia
não não
dia dia
ovelha ovelha
e e
você você
foi ser
chamado chamar
para para
ser ser
um um
pastor pastor
local local
grande grande
honra honra
um um
grande grande
honra honra
tu tu
não não
vai ir
ter ter
galardão galardão
menor pequeno
do de_o
que que
alguém alguém
quer querer
pastor pastor
internacional internacional
nacional nacional
não não
não não
não não
não não
você você
vai ir
ter ter
galardão galardão
segundo segundo
aquilo aquilo
que que
Deus deus
proposto propor
o o
teu teu
ministério ministério
para para
você você
fazer fazer
Oi oi
gente gente
querendo querer
tá estar
no em_o
nível nível
que que
Deus deus
não não
chamou chamar
O o
que que
é ser
esse esse
seu seu
uma um
autoridade autoridade
espiritual espiritual
sobre sobre
a o
igreja igreja
como como
um um
todo todo
não não
tô tô
falando falar
de de
denominação denominação
quando quando
não não
tem ter
E e
pior pior
ainda ainda
quando quando
é ser
um um
leiko leiko
que que
quer querer
se se
meter meter
em em
questões questão
de de
autoridade autoridade
espiritual espiritual
e e
aí aí
a o
casa casa
caiu cair
de de
vez vez
é ser
isso isso
aqui aqui
é ser
sério sério
guarda guardar
essas esse
quatro quatro
coisas coisa
pode poder
vir vir
com com
o o
discurso discurso
dela de_ela
pode poder
ter ter
técnica técnico
parece parecer
inteligentíssimo inteligente
vai ir
ter ter
argumentação argumentação
soberba soberbo
É ser
só só
eles eles
têm ter
a o
verdade verdade
causam causar
confusão confusão
doutrinária doutrinário
e e
querem querer
possui possuir
autoridade autoridade
naquilo em_aquilo
que que
eles eles
pretendem pretender
não não
tem ter
mais mais
querem querer
liderar liderar
o o
povo povo
ovelha ovelha
não não
lidera liderar
ovelha ovelha
e e
esse esse
você você
pastor pastor
não não
foi ser
chamado chamar
e e
para para
ter ter
uma um
liderança liderança
na em_o
igreja igreja
como como
uma um
voz voz
fique ficar
naquilo em_aquilo
que que
Deus deus
chamou chamar
é é
porque porque
Deus deus
não não
tá estar
olhando olhar
grandeza grandeza
do de_o
ministério ministério
de de
ninguém ninguém
Deus deus
está estar
olhando olhar
a o
obediência obediência
fidelidade fidelidade
aquilo aquilo
que que
Ele ele
propôs propor
para para
cada cada
um um
de de
nós nós
e e
se se
a a
passar passar
o o
dia dia
plauda plauda
com com
vontade vontade
por por
favor favor
[ [
Aplausos aplauso
] _
e e
agora agora
vamos ir
ver ver
o o
que que
os o
falsificadores falsificador
da de_o
palavra palavra
estão estar
ensinando ensinar
É é
a o
coisa coisa
tá estar
vai ir
tá estar
apertando apertar
devagarzinho devagarzinho
parafuso parafusar
o o
primeiro primeiro
se se
você você
precisa precisar
entender entender
o o
que que
são ser
princípios princípio
e e
regras regra
no em_o
evangelho evangelho
é ser
isso isso
aqui aqui
é ser
da de_o
máxima grande
importância importância
se se
você você
precisa precisar
entender entender
isso isso
os o
princípios princípio
são ser
os o
fundamentos fundamento
a a
sustentação sustentação
da de_o
regras regra
e e
princípios princípio
são ser
atemporal atemporal
princípios princípio
não não
tem ter
a a
ver ver
com com
dispensações dispensação
princípios princípio
tanto tanto
seja ser
no em_o
Antigo antigo
e e
no em_o
novo novo
é ser
pena pena
são ser
verdades verdade
eternas eterno
o o
princípio princípio
da de_o
Obediência obediência
antigo antigo
e e
novo novo
testamento testamento
Princípio princípio
da de_o
Honra honra
antigo antigo
e e
novo novo
testamento testamento
princípio princípio
de de
autoridade autoridade
antigo antigo
e e
novo novo
testamento testamento
regra regrar
as o
elas ele
podem poder
ser ser
mudadas mudar
elas ele
podem poder
ser ser
específicas específico
por por
exemplo exemplo
várias várias
regras regra
do de_o
antigo antigo
testamento testamento
não não
vale valer
mais mais
para para
hoje hoje
foi ser
específica específico
para para
aquele aquele
povo povo
as o
regras regra
é ser
para para
que que
Deus deus
estabeleceu estabelecer
o o
regras regra
na em_o
sua seu
palavra palavra
é ser
para para
que que
o o
povo povo
possa poder
desfrutar desfrutar
de de
uma um
vida vida
melhor bom
na em_o
vida vida
emocional emocional
espiritual espiritual
e e
material material
se se
você você
não não
entender entender
isso isso
aqui aqui
meu meu
irmão irmão
você você
começa começar
a o
confusão confusão
princípios princípio
é ser
o o
fundamento fundamento
é ser
a o
sustentação sustentação
das de_o
regras regra
não não
tem ter
nada nada
a a
ver ver
com com
o o
tempo tempo
não não
tem ter
nada nada
a a
ver ver
se se
antigo antigo
eo eo
Novo novo
Testamento testamento
o o
shake shake
é ser
o o
ponto ponto
de de
partida partida
para para
a o
gente gente
poder poder
entender entender
aí aí
vamos ir
ver ver
o o
que que
é ser
que que
alguns algum
estão estar
ensinando ensinar
vamos ir
ver ver
aqui aqui
alguns algum
erros erro
teológicos teológico
e e
aqui aqui
eu eu
começo começar
a o
história história
primeiro primeiro
o o
templo templo
não não
tem ter
valor valor
e e
a a
e e
agora agora
não não
se se
você você
tem ter
que que
entender entender
o o
jogo jogo
astuto astuto
o o
que que
eu eu
vou ir
mostrar mostrar
para para
você você
primeira primeiro
coisa coisa
mim eu
não não
a o
importância importância
do de_o
templo templo
a a
setenta setenta
por por
cento cento
do de_o
dinheiro dinheiro
da de_o
igreja igreja
é ser
para para
manutenção manutenção
do de_o
tempo tempo
tu tu
dirigiu dirigir
que que
igreja igreja
brother brother
E e
tu tu
foi ser
para para
estou estar
aonde aonde
então então
tá estar
mostrando mostrar
que que
você você
tá estar
mentindo mentir
tá estar
vendo ver
esse esse
tempo tempo
aqui aqui
6 6
. .
580 @card@
lugares lugar
ar-condicionado ar-condicionar
Central central
quarenta quarenta
por por
cento cento
da de_o
renda renda
da de_o
igreja igreja
com com
a o
manutenção manutenção
do de_o
tempo tempo
esse esse
só só
60 60
ou ou
70 70
uma um
das de_o
funções função
do de_o
dízimo dízimo
é ser
o o
sustento sustento
da de_o
casa casa
do de_o
senhor senhor
e e
daí de_aí
e e
esse esse
foto foto
60 60
70 70
80 80
aí aí
mas mas
eu eu
tô tô
provando provar
porque porque
quem quem
gosta gostar
de de
falar falar
de de
dar dar
conceito conceito
tem ter
que que
se se
preparar preparar
para para
o o
contravapor contravapor
dirigir dirigir
igreja igreja
é ser
pastor pastor
que que
você você
quis querer
dizer dizer
absurdo absurdo
eu eu
conheço conhecer
esse esse
espírito espírito
e e
esse esse
é ser
o o
espírito espírito
de de
Judas judas
para para
quês quê
alabrastro alabrastro
de de
ramais ramal
50 50
podia poder
dar dar
esse esse
dinheiro dinheiro
para para
os o
pobres pobre
eu eu
conheço conhecer
essa esse
espírito espírito
a a
cobra cobra
um um
publicar publicar
do de_o
Povo povo
em em
qualquer qualquer
coisa coisa
quiser querer
acompanhar acompanhar
mas mas
para para
igreja igreja
é ser
demais demais
olha olhar
eu eu
acho achar
que que
acho achar
que que
Davi davi
primeiro primeiro
clone clone
que que
a o
gente gente
nova novo
estava estar
errado errar
a o
oferta oferta
de de
Davi davi
para para
contar contar
um um
desperdício desperdício
desgraçado desgraçar
de de
131 @card@
mil mil
quilos quilo
de de
ouro ouro
307 @card@
mil mil
kg kg
de de
prata prata
meu meu
Deus deus
faz fazer
a o
conta conta
da de_o
bilhão bilhão
é ser
mais mais
de de
bilhão bilhão
e e
para para
que que
isso isso
com com
o o
tempo tempo
a o
primeira primeiro
coisa coisa
eu eu
vou ir
te tu
mostrar mostrar
vou ir
te tu
mostrar mostrar
como como
é ser
que que
é ser
como como
é ser
que que
é ser
feio feio
né né
mais mais
pressa pressa
o o
tempo tempo
é ser
menosprezo menosprezo
do de_o
tempo tempo
e e
o o
que que
a o
bíblia bíblia
me eu
mostra mostrar
Jesus jesus
com com
zelo zelo
pelo por_o
templo templo
em em
Marcos marcos
Capítulo capítulo
11 11
do de_o
Versículo versículo
15 15
ao a_o
17 17
Jesus jesus
botou botar
para para
fora fora
os o
vendilhões vendilhão
do de_o
templo templo
e e
dizendo dizer
a o
minha meu
casa casa
será ser
casa casa
de de
oração oração
e e
para para
você você
entender entender
o o
que que
acontecia acontecer
as o
pessoas pessoa
chegavam chegar
para para
oferecer oferecer
um um
sacrifício sacrifício
os o
malandros malandro
cara cara
chegar chegar
lá lá
para para
oferecer oferecer
um um
uma um
pomba pombo
a a
unha unha
O o
cara cara
tá estar
com com
defeito defeito
eu eu
tenho ter
aqui aqui
que que
a o
boa bom
me eu
paga pagar
a o
diferença diferença
ele ele
pegava pegar
aquela aquele
que que
dizem dizer
que que
tá estar
com com
defeito defeito
passar passar
para para
outro outro
a a
nossa nosso
safadeza safadeza
Deus deus
esse esse
aqui aqui
é ser
a o
minha meu
casa casa
será ser
chamada chamar
Casa casa
de de
Oração oração
aí aí
alguém alguém
da de_o
semana semana
pastor pastor
nós nós
somos ser
um um
tempo tempo
hoje hoje
uma um
verdade verdade
não não
anula anular
a o
outra outro
é ser
verdade verdade
primeira primeira
Coríntios coríntio
certa certo
na em_o
visita visita
e e
nós nós
somos ser
o o
templo templo
do de_o
Espírito espírito
Santo santo
pastor pastor
não não
leva levar
a a
mal mal
Jesus jesus
estava estar
falando falar
do de_o
tempo tempo
mas mas
agora agora
depois depois
da de_o
descida descida
do de_o
Espírito espírito
Santo santo
Nós nós
somos ser
o o
tempo tempo
a a
casa casa
vai ir
cair cair
tá estar
preciso preciso
ler ler
mais mais
a o
Bíblia bíblia
Oi oi
tá estar
precisando precisar
ler ler
mais mais
a o
Bíblia bíblia
o o
seu seu
tempo tempo
não não
tinha ter
importância importância
na em_o
época época
de de
Jesus jesus
É ser
como como
diz dizer
Lucas lucas
21 21
/ /
37 37
João joão
18 18
20 20
Jesus jesus
todo todo
dia dia
pregava pregar
no em_o
tempo tempo
ensinava ensinar
nas em_o
sinagogas sinagoga
e e
Ah ah
Ah ah
quer querer
dizer dizer
que que
o o
tempo tempo
agora agora
não não
tem ter
mais muito
valor valor
porque porque
agora agora
nós nós
somos ser
o o
templo templo
então então
vambora vambora
é ser
porque porque
Pedro pedro
e e
João joão
Jesus jesus
Era ser
assunto assunto
os o
céus céu
o o
espírito espírito
santo santo
descesse descer
derramado derramar
Porque porque
Pedro pedro
João joão
subir subir
a o
hora hora
não não
na em_o
hora hora
da de_o
oração oração
no em_o
templo templo
para para
que que
se se
o o
tempo tempo
nunca nunca
mais mais
falou falar
nenhum nenhum
já já
que que
eles eles
são ser
templo templo
do de_o
Espírito espírito
Santo santo
agora agora
para para
casa casa
cair cair
de de
vez vez
há haver
mais mais
de de
cinquenta cinquenta
anos ano
depois depois
da de_o
descida descida
do de_o
Espírito espírito
Santo santo
e e
da de_o
Ascensão ascensão
de de
Cristo cristo
atos ato
22 22
17 17
Paulo paulo
quando quando
chegou chegar
à a_o
Jerusalém jerusalém
foi ser
orar orar
no em_o
templo templo
e e
foi ser
arrebatado arrebatar
há há
40 40
anos ano
depois depois
marca marcar
50 50
da de_o
descida descida
do de_o
Espírito espírito
Santo santo
é ser
se se
o o
tempo tempo
Neymar neymar
valor valor
porque porque
falo falar
foi foi
para para
o o
tempo tempo
o o
flash flash
bastante bastante
atenção atenção
cuidadosamente cuidadosamente
é ser
porque porque
um um
templo templo
seja ser
um um
casas casa
que que
foram ser
transformadas transformar
em em
tempos tempo
ou ou
sejam ser
templos templo
construídos construir
exclusivamente exclusivamente
dedicados dedicar
porque porque
eles eles
são ser
importante importante
primeiro primeiro
acho achar
casas casa
foram ser
estabelecidas estabelecer
Por por
que que
não não
se se
podia poder
construir construir
tempo tempo
é ser
uma um
perseguição perseguição
como como
é ser
que que
começou começar
a o
maior grande
igreja igreja
evangélica evangélico
do de_o
Brasil brasil
a o
Assembleia assembleia
de de
Deus deus
o o
tempo tempo
das de_o
casos caso
e e
agora agora
Calma calmo
até até
hoje hoje
tento tentar
abrir abrir
um um
templo templo
na em_o
Arábia arábia
Saudita saudita
e e
vai ir
abrir abrir
um um
templo templo
na em_o
China china
e e
nos em_o
países país
comunistas comunista
então então
já já
que que
errou errar
na em_o
igreja igreja
nas em_o
casas casa
e e
agora agora
presta presto
atenção atenção
e e
as o
casas casa
que que
foram ser
transformadas transformar
em em
tempos tempo
e e
os o
tempos tempo
construído construir
porque porque
nós nós
passamos passar
um um
outro outro
patamar patamar
você você
pode poder
fazer fazer
um um
tempo tempo
deixa deixar
a o
casa casa
do de_o
irmão irmão
João joão
a o
casa casa
da de_o
irmã irmã
Maria maria
e e
vamos ir
fazer fazer
um um
lugar lugar
exclusivo exclusivo
para para
culto culto
a a
Deus deus
agora agora
qual qual
a o
importância importância
do de_o
tempo tempo
seja ser
a o
casa casa
ou ou
seja ser
um um
tempo tempo
os os
construída construir
para para
cumprir cumprir
o o
propósito propósito
da de_o
igreja igreja
é ser
só só
existe existir
igreja igreja
onde onde
tem ter
corpo corpo
membros membro
O o
que que
é ser
corpo corpo
conjunto conjunto
de de
membros membro
interdependentes interdependente
quando quando
Paulo paulo
diz dizer
em em
primeira primeiro
Coríntios coríntio
Capítulo capítulo
12 12
a a
partir partir
do de_o
Versículo versículo
12 12
quando quando
ele ele
tá estar
falando falar
fazendo fazer
uma um
analogia analogia
do de_o
corpo corpo
humano humano
com com
a o
igreja igreja
que que
que que
ele ele
tá estar
fígado fígado
baço baço
Coração coração
em em
para para
do de_o
copo copo
apodrece apodrecer
tem ter
que que
estar estar
ligado ligar
e e
o o
fica ficar
tu tu
tem ter
mais mais
de de
200 200
funções função
mas mas
ele ele
só só
presta prestar
se se
tiver ter
ligado ligar
no em_o
corpo corpo
não não
existe existir
igreja igreja
online online
e e
a o
igreja igreja
tem ter
que que
ter ter
ligação ligação
com com
outras outro
pessoas pessoa
sejam ser
um um
Templo templo
Soul soul
casa casa
aí aí
tem ter
um um
outro outro
se se
você você
ganha ganhar
nas em_o
pressa pressa
o o
tempo tempo
que que
você você
precisar precisar
outra outro
coisa coisa
autoridade autoridade
do de_o
tempo tempo
aqui aqui
é ser
o o
jogo jogo
em em
casas casa
como como
templos templo
quem quem
estava estar
lá lá
não não
era ser
apenas apenas
um um
povo povo
é ser
unido unir
era ser
um um
ministro ministro
alguém alguém
te tu
legado legar
autoridade autoridade
por por
delegação delegação
não não
tem ter
pastor pastor
mas mas
essa esse
igreja igreja
tá estar
sub sub
julgada julgado
arrumar arrumar
autoridade autoridade
lá lá
tem ter
um um
irmão irmão
tem ter
uma um
irmã irmã
que que
não não
é ser
pastor pastor
o o
que que
não não
é ser
pastora pastor
mais mais
tarde tarde
debaixo debaixo
de de
uma um
autoridade autoridade
legal legal
o o
pastor pastor
é ser
autoridade autoridade
tem ter
que que
ter ter
se se
é ser
tempo tempo
se se
é ser
uma um
loja loja
se se
é ser
uma um
casa casa
obedecei obedecer
a a
vossos vosso
pastores pastor
ovelha ovelha
tem ter
que que
estar estar
subjugada subjugar
pastor pastor
senão senão
ela ela
se se
perde perder
E e
aí aí
Hebreus hebreu
capítulo capítulo
13 13
versículo versículo
7 7
17 17
E e
aí aí
vamos ir
ver ver
o o
papel papel
da de_o
autoridade autoridade
espiritual espiritual
que que
tá estar
na em_o
igreja igreja
vamos ir
ver ver
falar falar
acompanhar acompanhar
comigo com_eu
aqui aqui
muito muito
interessante interessante
não não
tem ter
interessante interessante
Efésios efésio
Capítulo capítulo
4 4
e e
a a
partir partir
do de_o
Versículo versículo
11 11
o o
preste prestar
atenção atenção
heim heim
e e
ele ele
mesmo mesmo
teu teu
Deus deus
é ser
que que
levanta levantar
as o
autoridades autoridade
na em_o
dos de_o
Ministérios ministério
na em_o
igreja igreja
com com
as o
autoridades autoridade
na em_o
igreja igreja
ele ele
mesmo mesmo
deu dar
uns um
para para
Apóstolos apóstolo
outros outro
para para
profetas profeta
outros outro
para para
Evangelistas evangelista
e e
outros outro
para para
pastores pastor
e e
doutores doutor
com com
que que
objetivo objetivo
querendo querer
o o
aperfeiçoamento aperfeiçoamento
dos de_o
Santos santos
para para
a o
obra obra
do de_o
ministério ministério
para para
edificação edificação
do de_o
corpo corpo
de de
Cristo cristo
até até
que que
cheguemos chegar
a o
unidade unidade
da de_o
fé fé
e e
ao a_o
conhecimento conhecimento
do de_o
filho filho
de de
Deus deus
a a
varão varão
perfeito perfeito
a o
medida medida
da de_o
estatura estatura
completa completo
de de
Cristo cristo
nós nós
estamos estar
no em_o
processo processo
de de
santificação santificação
para para
entrarmos entrar
no em_o
estado estado
de de
santidade santidade
aqui aqui
a a
processo processo
os o
ministros ministro
trabalham trabalhar
para para
isso isso
agora agora
trabalho trabalhar
mais mais
alguma algum
coisa coisa
e e
lá lá
vai ir
fazer fazer
uma um
coisa coisa
lá lá
no em_o
14 14
para para
que que
não não
sejamos ser
mais muito
meninos menino
inconstantes inconstante
levados levar
em em
roda roda
por por
todo todo
o o
vento vento
de de
doutrina doutrina
pelo por_o
engano engano
de de
homens homem
que que
com com
astúcia astúcia
o o
capeta capeta
aí aí
Enganam enganir
fraudulosamente fraudulosamente
porque porque
ovelha ovelha
tem ter
que que
ser ser
Dirigida dirigir
o o
pastor pastor
porque porque
tem ter
lobo lobo
devorador devorador
para para
engolir engolir
ovelha ovelha
e e
para para
você você
não não
ser ser
em em
constante constante
para para
você você
não não
cair cair
enxurrada enxurrada
de de
gente gente
que que
não não
tem ter
dele de_ele
delegação delegação
de de
autoridade autoridade
o o
efeito efeito
Cascata cascatar
bem bem
se se
o o
tempo tempo
não não
tem ter
valor valor
pastor pastor
também também
não não
então então
qualquer qualquer
um um
pode poder
dirigir dirigir
o o
povo povo
de de
Deus deus
e e
olha olhar
o o
jogo jogo
e e
aí aí
qualquer qualquer
um um
pai pai
dirigiu dirigir
o o
povo povo
de de
Deus deus
qualquer qualquer
um um
pode poder
batizar batizar
um um
E e
ai ai
meu meu
irmão irmão
negócio negócio
é ser
mais mais
quente quente
que que
vocês você
pensam pensar
então então
você você
solapa solapa
a o
autoridade autoridade
espiritual espiritual
e e
autoridade autoridade
da de_o
vida vida
Princípio princípio
não não
é ser
regra regra
vocês você
o o
lata latir
essa esse
autoridade autoridade
Oi oi
e e
aí aí
você você
pode poder
ser ser
dirigido dirigir
qualquer qualquer
um um
falsificação falsificação
do de_o
Evangelho evangelho
Oi oi
e e
aí aí
qualquer qualquer
um um
pode poder
batizar batizar
Então então
vamos ir
lá lá
e e
Paula paula
olha olhar
Paulo paulo
ela ela
não não
depende depender
de de
ninguém ninguém
Paulo paulo
Paulo paulo
ela ela
é ser
mesmo mesmo
tá estar
pensando pensar
ler ler
mais mais
a o
