abra abrir
e e
estou estar
vendo ver
lá lá
na em_o
frente frente
o o
que que
você você
não não
está estar
vendo ver
e e
não não
dei dar
e e
depois depois
uma um
das de_o
suas seu
amiguinhas amigo
sofreu sofrer
um um
terrível terrível
acidente acidente
com com
isso isso
eu eu
falei falar
' '
não não
não não
não não
não não
vou ir
dar dar
meu meu
irmão irmão
é ser
o o
que que
só só
um um
pesado pesar
de de
si si
é ser
o o
que que
tem ter
defeito defeito
sem sem
verificar verificar
alguma algum
coisa coisa
boa bom
ou ou
ruim ruim
para para
meu meu
filho filho
e e
deus deus
não não
fica ficar
fazendo fazer
beicinho beiço
não não
quer querer
uma um
chupeta chupeta
deus deus
não não
tem ter
chupeta chupeta
pra pra
botar botar
na em_o
tua tua
boca boca
fica ficar
fazendo fazer
é ser
porque porque
deus deus
não não
me eu
respondeu responder
porque porque
tinha ter
o o
nome nome
deu dar
pra pra
ele ele
não não
deu dar
pra pra
mim eu
é ser
porque porque
deus deus
sabe saber
quem quem
é ser
você você
deus deus
conhece conhecer
toda todo
a o
estrutura estrutura
deus deus
ver ver
o o
amanhã amanhã
a a
deus deus
tá estar
vendo ver
lá lá
na em_o
frente frente
se se
não não
foi ser
o o
melhor bom
ele ele
não não
dá dar
porque porque
ele ele
é ser
pai pai
a a
outra outro
questão questão
sobre sobre
respostas resposta
de de
deus deus
é ser
a o
que que
está estar
em em
tiago tiago
4 4
3 3
pedis pedir
e e
não não
recebeis recebeis
porque porque
pedis pedir
mal mal
para para
os o
vossos vosso
próprios próprio
de de
lei lei
diz dizer
é é
porque porque
talvez talvez
está estar
pedindo pedir
alguma algum
coisa coisa
aí aí
que que
não não
tem ter
nenhum nenhum
fundamento fundamento
de de
bênção bênção
para para
a o
sua seu
vida vida
mas mas
o o
o o
horário horário
vai ir
ficar ficar
metido meter
a a
besta besta
vai ir
pensar pensar
que que
é ser
melhor bom
do de_o
que que
os o
outros outro
a ela
vai ir
ficar ficar
com com
o o
nariz nariz
empinado empinar
vai ir
ficar ficar
soberbo soberbo
e e
2 2
assim assim
não não
dá dar
não não
você você
tá estar
pedindo pedir
coisa coisa
que que
não não
tem ter
um um
valor valor
bom bom
prática prática
pra pra
você você
também também
não não
dó dó
também também
mandou mandar
agora agora
tem ter
um um
outro outro
princípio princípio
esse esse
sim sim
é ser
o o
mais mais
importante importante
de de
todos todo
eles eles
que que
norteia nortear
todos todo
eles eles
que que
é ser
a o
primeira primeiro
joão joão
5 5
14 14
esta este
é ser
a o
confiança confiança
que que
temos ter
neles em_ele
se se
pedimos pedir
alguma algum
coisa coisa
dentro dentro
da de_o
sua seu
vontade vontade
ele ele
nos nós
ouvir ouvir
significa significar
que que
se se
você você
tiver ter
pedindo pedir
alguma algum
coisa coisa
fora fora
da de_o
vontade vontade
de de
deus deus
ele ele
não não
te tu
dá dar
mesmo mesmo
você você
usando usar
um um
outro outro
princípio princípio
que que
está estar
em em
mateus mateu
2122 @card@
tudo tudo
o o
que que
pedirdes pedir
crendo crer
na em_o
oração oração
receberei receber
mais mais
joão joão
travar travar
tudo tudo
porque porque
a o
vontade vontade
de de
deus deus
é ser
soberana soberano
a o
vontade vontade
de de
deus deus
está estar
acima acima
de de
tudo tudo
então então
se se
não não
tivesse ter
primeira primeira
joão joão
5 5
14 14
aí aí
meu meu
filho filho
o o
que que
você você
pediu pedir
com com
fé fé
deus deus
te tu
dá dar
mas mas
aqui aqui
tem ter
um um
parâmetro parâmetro
porque porque
a o
vontade vontade
de de
deus deus
está estar
acima acima
de de
qualquer qualquer
coisa coisa
vontade vontade
em em
nos nós
ouvir ouvir
você você
não não
está estar
em em
deus deus
se se
você você
está estar
em em
deus deus
é ser
porque porque
você você
acredita acreditar
que que
deus deus
tem ter
o o
melhor bom
é ser
porque porque
você você
acredita acreditar
que que
esse esse
é ser
o o
melhor bom
estilo estilo
de de
vida vida
então então
não não
reclame reclamar
se se
deus deus
não não
te tu
dando dar
alguma algum
coisa coisa
o o
meu meu
papel papel
é ser
pedir pedir
o o
meu meu
papel papel
é ser
querer querer
esse esse
é ser
o o
meu meu
papel papel
é ser
o o
meu meu
papel papel
é ser
aceitar aceitar
a o
soberania soberania
de de
deus deus
sobre sobre
a o
minha meu
vida vida
aqui aqui
é ser
que que
está estar
o o
meu meu
papel papel
é ser
pedir pedir
meu meu
papel papel
é é
crê crer
meu meu
papel papel
é ser
apresentar apresentar
deus deus
meu meu
papel papel
também também
se se
eu eu
estou estar
em em
deus deus
é ser
aceitar aceitar
a o
soberania soberania
deles de_eles
sobre sobre
mim eu
agora agora
eu eu
termino terminar
dizendo dizer
uma um
coisa coisa
que que
você você
pode poder
ter ter
muita muito
convicção convicção
que que
está estar
em em
efésios efésio
3 3
20 20
e e
21 21
aquele aquele
que que
é ser
poderoso poderoso
para para
fazer fazer
tudo tudo
mais mais
abundante abundante
além além
do de_o
que que
pedimos pedir
ou ou
pensamos pensar
segundo segundo
o o
poder poder
que que
nós nós
opera operar
a a
ele ele
glória glória
na em_o
igreja igreja
por por
jesus jesus
cristo cristo
olha olhar
que que
a o
maneira maneira
que que
deus deus
faz fazer
olha olhar
a o
maneira maneira
que que
deus deus
responde responder
primeiro primeiro
além além
do de_o
que que
pedimos pedir
e e
do de_o
que que
pensamos pensar
olha olhar
que que
o o
ser ser
humano humano
tem ter
uma um
coisa coisa
na em_o
sua seu
mente mente
chamada chamado
imaginação imaginação
que que
a o
capacidade capacidade
de de
criar criar
imagens imagem
você você
pode poder
se se
ver ver
daqui de_aqui
a a
10 10
anos ano
na em_o
frente frente
você você
pode poder
ter ter
entrado entrar
agora agora
no em_o
curso curso
de de
direito direito
e e
já já
se se
vê ver
como como
juiz juiz
na em_o
imaginação imaginação
você você
começou começar
uma um
carrocinha carroça
de de
pipoca pipoca
mas mas
você você
já já
tá estar
vendo ver
uma um
franquia franquia
de de
pipoca pipoca
lá lá
na em_o
frente frente
agora agora
olha olhar
que que
coisa coisa
linda lindo
aquele aquele
que que
é ser
poderoso poderoso
para para
fazer fazer
tudo tudo
completo completar
mais mais
mais mais
que que
completo completar
abundante abundante
com com
sobra sobra
além além
de de
uma um
dimensão dimensão
inimaginável inimaginável
do de_o
que que
pedimos pedir
ou ou
pensamos pensar
esse esse
é ser
o o
deus deus
que que
nós nós
servimos servir
se se
você você
está estar
em em
deus deus
se se
prepare preparar
ele ele
pode poder
diz dizer
surpreendido surpreender
igual igual
josué josué
falou falar
aqui aqui
ao a_o
tocar tocar
não não
é ser
o o
sax sax
a o
música música
eu eu
nunca nunca
pensei pensar
que que
o o
ataque ataque
em em
cima cima
com com
uma um
oportunidade oportunidade
de de
estar estar
fazendo fazer
parte parte
né né
de de
maneira maneira
especial especial
do de_o
culto culto
é ser
verdade verdade
por por
que que
deus deus
faz fazer
isso isso
deus deus
supera superar
nossas nosso
expectativas expectativa
não não
fique ficar
triste triste
porque porque
deus deus
te tu
dê dar
alguma algum
coisa coisa
ou ou
porque porque
ele ele
ainda ainda
não não
me eu
respondeu responder
além além
do de_o
que que
pedimos pedir
o o
pensando pensar
mas mas
segundo segundo
o o
poder poder
que que
nós nós
opera operar
o o
que que
opera operar
em em
você você
carnalidade carnalidade
que que
que que
opera operar
em em
você você
incredulidade incredulidade
o o
que que
coopera cooperar
você você
é ser
pecado pecar
segundo segundo
o o
poder poder
que que
nós nós
opera operar
o o
poder poder
da de_o
fé fé
e e
da de_o
confiança confiança
de de
crê crer
que que
nós nós
temos ter
um um
deus deus
que que
está estar
acima acima
de de
tudo tudo
e e
de de
todos todo
que que
pode poder
abrir abrir
qualquer qualquer
porta porta
que que
pode poder
operar operar
qualquer qualquer
milagre milagre
ele ele
tem ter
as o
costas costa
pra pra
você você
em em
sexto sexto
e e
penúltimo penúltimo
lugar lugar
o o
que que
podemos poder
esperar esperar
em em
deus deus
que que
deus deus
está estar
no em_o
controle controle
de de
todas todo
as o
coisas coisa
deus deus
não não
perdeu perder
o o
controle controle
mesmo mesmo
diz dizer
a o
bíblia bíblia
o o
zoom zoom
trechos trecho
tentando tentar
todas todo
as o
coisas coisa
pelo por_o
seu seu
poder poder
deus deus
está estar
no em_o
controle controle
de de
tudo tudo
isso isso
aí aí
as o
45 45
12 12
diz dizer
eu eu
fiz fazer
a o
terra terra
e e
criei criar
meu meu
nome nome
eu eu
o o
senhor senhor
fiz fazer
todas todo
essas esse
coisas coisa
ea ea
todos todo
os o
seus seu
exércitos exército
de de
as o
minhas meu
ordens ordem
deus deus
está estar
no em_o
controle controle
do de_o
universo universo
deus deus
está estar
no em_o
controle controle
do de_o
mundo mundo
espiritual espiritual
deus deus
está estar
no em_o
controle controle
do de_o
mundo mundo
do de_o
cosmos cosmos
deus deus
está estar
no em_o
controle controle
do de_o
mundo mundo
o o
sistema sistema
que que
eu eu
e e
você você
estamos estar
e e
deus deus
tem ter
o o
controle controle
da de_o
sua seu
vida vida
calma calmo
deus deus
está estar
no em_o
controle controle
fica ficar
frio frio
aí aí
filho filho
não não
fica ficar
apavorada apavorar
você você
quer querer
provar provar
que que
está estar
no em_o
controle controle
mateus mateus
10 10
29 29
diz dizer
que que
um um
passarinho pássaro
não não
cai cair
na em_o
terra terra
sem sem
que que
ele ele
permita permitir
sequer sequer
ver ver
como como
é ser
que que
deus deus
está estar
no em_o
controle controle
mateus mateus
10 10
30 30
diz dizer
que que
até até
os o
fios fio
de de
cabelo cabelo
da de_o
nossa nosso
cabeça cabeça
estão estar
todos todo
contados contar
por por
algum algum
acaso acaso
a a
irmã irmã
querida querer
com com
esse esse
cabelo cabelo
ampla amplo
o o
avançado avançado
enquanto enquanto
os o
filhos filho
têm ter
ou ou
vocês você
e e
micaraca micaraca
do de_o
sabe saber
quantos quanto
filhos filho
tem ter
nesse em_esse
nessa em_esse
moita moita
que que
chama chamar
de de
cabelo cabelo
que que
sobrou sobrar
você você
sabe saber
você você
não não
sabe saber
deixa deixar
eu eu
te tu
falar falar
uma um
coisa coisa
eu eu
fiz fazer
um um
implante implante
um um
buraco buraco
aqui aqui
escuta escutar
essa esse
eu eu
tinha ter
um um
buraco buraco
aqui aqui
aí aí
me eu
convencer convencer
a a
fazer fazer
um um
implante implante
e e
aí aí
o o
médico médico
feijo feijo
ele ele
falando falar
aí aí
eu eu
fiquei ficar
pensando pensar
mais mais
ou ou
menos menos
até até
aqui aqui
onde onde
tinha ter
um um
software software
que que
o o
meio meio
aqui aqui
atrás atrás
tinha ter
que que
fazer fazer
outro outro
implante implante
para para
nunca nunca
mais mais
vai ir
me eu
ver ver
chega chegar
até até
aqui aqui
ele ele
tira tirar
daqui de_aqui
ele ele
abre abrir
aqui aqui
isso isso
aqui aqui
é ser
assim assim
e e
vai ir
tirando tirar
tem ter
34 34
tipos tipo
de de
nível nível
de de
cabelos cabelo
de de
raiz raiz
aí aí
ele ele
falou falar
nós nós
implantamos implantar
8 8
mil mil
fios fio
rapaz rapaz
ele ele
quando quando
falou falar
8 8
. .
000 @card@
fiz fazer
um um
grupo grupo
de de
técnicos técnico
vai ir
selecionando selecionar
quais qual
são ser
os o
melhores bom
para para
implantar implantar
a o
frente frente
e e
ele ele
vai ir
selecionando selecionar
e e
vai ir
implantando implantar
a o
paz paz
8 8
mil mil
fios fio
aí aí
eu eu
fiquei ficar
pensando pensar
quando quando
ele ele
falou falar
isso isso
eu eu
fiz fazer
uma um
conta conta
besta besta
eu eu
falei falar
não não
dá dar
nem nem
20 20
% %
da de_o
quantidade quantidade
de de
fios fio
de de
cabelo cabelo
da de_o
minha meu
cabeça cabeça
pra pra
onde onde
fez fazer
um um
plano plano
da de_o
20 20
a a
partir partir
de de
abril abril
que que
coisa coisa
linda lindo
como como
deus deus
que que
você você
serve servir
tá estar
no em_o
controle controle
de de
detalhes detalhe
que que
nem nem
eu eu
nem nem
você você
sabemos saber
você você
sabia saber
que que
o o
salmo salmo
139 @card@
diz dizer
que que
deus deus
tem ter
no em_o
seu seu
livro livro
escrito escrever
todas todo
as o
peças peça
do de_o
teu teu
organismo organismo
quando quando
nenhuma nenhum
delas de_elas
existia existir
por por
acaso acaso
você você
sabe saber
o o
diâmetro diâmetro
das de_o
válvulas válvula
do de_o
teu teu
coração coração
tem ter
alguém alguém
aqui aqui
que que
sabe saber
a o
quantidade quantidade
de de
neurônios neurônio
que que
tem ter
alguém alguém
é ser
que que
sabe saber
qual qual
é ser
o o
tamanho tamanho
do de_o
osso osso
de de
alguém alguém
aqui aqui
que que
sabe saber
qual qual
é ser
a o
espessura espessura
do de_o
seu seu
fígado fígado
virou virar
queridinho querido
é ser
só só
para para
você você
ter ter
uma um
noção noção
que que
fica ficar
apavorado apavorar
meu meu
deus deus
o o
xará xará
meu meu
filho filho
de de
deus deus
está estar
no em_o
controle controle
de de
detalhes detalhe
mínimos mínimo
da de_o
tua tua
e e
da de_o
minha meu
vida vida
aqui aqui
é é
tá estar
sus sus
é ser
gaga gago
é ser
seu seu
deus deus
tremendo tremendo
glorioso glorioso
poderoso poderoso
que que
nós nós
queremos querer
e e
sabemos saber
a a
l l
e e
se se
você você
quer querer
que que
você você
está estar
em em
deus deus
e e
você você
pode poder
esperar esperar
que que
ele ele
está estar
no em_o
controle controle
de de
todas todo
as o
coisas coisa
têm ter
que que
aprender aprender
uma um
coisinha coisa
filho filho
é ser
que que
lá lá
em em
romanos romano
8 8
28 28
diz dizer
assim assim
todas todo
as o
coisas coisa
contribuem contribuir
para para
o o
bem bem
daqueles de_aquele
que que
amam amar
a a
deus deus
e e
que que
são ser
chamados chamar
por por
seu seu
decreto decreto
todas todo
até até
essa esse
situação situação
ruim ruim
que que
tu tu
tá estar
passando passar
até até
o o
momento momento
difícil difícil
até até
que que
o o
que que
eu eu
não não
gosto gostar
de de
você você
não não
gosta gostar
você você
não não
está estar
em em
deus deus
ele ele
está estar
no em_o
controle controle
até até
essas esse
coisas coisa
que que
eu eu
não não
gosto gostar
e e
que que
você você
não não
gosta gostar
que que
acontece acontecer
na em_o
minha meu
vida vida
e e
acontece acontecer
na em_o
sua seu
vida vida
até até
essas esse
coisas coisa
nem nem
mesmo mesmo
que que
você você
não não
saiba saber
nem nem
eu eu
não não
entendo entender
delas de_elas
muitas muito
não não
querem querer
ficar ficar
tranqüilo tranqüilo
pneu pneu
também também
a o
pastoral pastoral
cuidar cuidar
de de
saber saber
de de
tudo tudo
eu eu
sou ser
igual igual
a a
você você
eu eu
não não
sei saber
de de
muitas muito
eu eu
não não
entendo entender
muitas muitas
eu eu
não não
compreendo compreender
muitas muito
mas mas
uma um
coisa coisa
eu eu
sei saber
ele ele
está estar
no em_o
controle controle
ele ele
é ser
deus deus
ele ele
é ser
soberano soberano
ele ele
é ser
maravilhoso maravilhoso
ele ele
está estar
no em_o
controle controle
e e
último último
lugar lugar
o o
que que
podemos poder
esperar esperar
em em
deus deus
é ser
o o
que que
diz dizer
o o
texto texto
meu meu
filho filho
e e
aqui aqui
eu eu
termino terminar
no em_o
capítulo capítulo
62 62
a a
minha meu
alma alma
espera esperar
somente somente
em em
deus deus
dele de_ele
vem vir
a o
minha meu
a ela
a a
minha meu
salvação salvação
não não
vem vir
das de_o
minhas meu
obras obra
nem nem
da de_o
minha meu
bondade bondade
a a
minha meu
salvação salvação
não não
vem vir
porque porque
eu eu
mesmo mesmo
posso poder
me eu
perdoar perdoar
a o
minha meu
salvação salvação
não não
vento ventar
que que
eu eu
vou ir
passar passar
por por
processos processo
de de
reencarnação reencarnação
e e
vou ir
me eu
aperfeiçoar aperfeiçoar
a o
minha meu
salvação salvação
novembro novembro
que que
alguém alguém
vai ir
acender acender
vela vela
pra pra
mim eu
quando quando
eu eu
morrer morrer
então então
vai ir
ter ter
uma um
turma turma
vou ir
deixar deixar
uma um
grana grana
passado passar
um um
monte monte
de de
vela vela
para para
iluminar iluminar
a o
caminhada caminhada
da de_o
minha meu
alma alma
a a
minha meu
salvação salvação
vem vir
do de_o
senhor senhor
ea ea
minha meu
salvação salvação
vem vir
o o
dia dia
que que
eu eu
entreguei entregar
minha meu
vida vida
a a
cristo cristo
e e
que que
eu eu
obedeço obedecer
a o
sua seu
palavra palavra
hebreus hebreu
59 59
diz dizer
que que
ele ele
vê ver
a a
ser ser
a o
causa causa
de de
uma um
eterna eterno
salvação salvação
para para
todos todo
os o
que que
lhe ele
obedecem obedecer
salvação salvação
não não
é ser
privilegiado privilegiar
salvação salvação
não não
é ser
pra pra
religioso religioso
salvação salvação
é ser
pra pra
quem quem
obedece obedecer
a o
sua seu
palavra palavra
salvação salvação
é ser
pra pra
quem quem
entrega entregar
a o
sua seu
vida vida
a a
deus deus
através através
de de
cristo cristo
e e
se se
arrepende arrepender
dos de_o
seus seu
pecados pecado
você você
pode poder
esperar esperar
em em
deus deus
a o
salvação salvação
eterna eterno
aleluia aleluiar
a o
coisa coisa
mais mais
importante importante
que que
deus deus
faz fazer
com com
que que
um um
homem homem
por por
que que
você você
não não
foi ser
feito fazer
para para
viver viver
30 30
50 50
80 80
nem nem
100 100
anos ano
você você
foi ser
feito fazer
pra pra
si si
eterno eterno
e e
ele ele
tem ter
uma um
eterna eterno
a o
salvação salvação
porque porque
só só
ele ele
pode poder
perdoar perdoar
os o
pecados pecado
transformar transformar
sua seu
vida vida
e e
se se
preparar preparar
para para
a o
vida vida
eterna eterno
a a
ele ele
a o
glória glória
a a
ele ele
a o
honra honra
a a
ele ele
o o
louvor louvor
para para
sempre sempre
a o
igreja igreja
de de
pé pé
aqui aqui
está estar
meu meu
querido querer
minha meu
querida querido
para para
você você
entender entender
a o
importância importância
de de
você você
não não
esperar esperar
de de
deus deus
mas mas
esperar esperar
em em
deus deus
porque porque
essas esse
coisas coisa
que que
eu eu
falei falar
é é
para para
quem quem
está estar
em em
deus deus
você você
pode poder
estar estar
você você
pode poder
estar estar
não não
sou ser
eu eu
que que
coloco colocar
o o
tiro tiro
o o
meu meu
não não
é ser
você você
é ser
você você
é ser
você você
a o
decisão decisão
é ser
pessoal pessoal
ea ea
decisão decisão
é ser
sua seu
é ser
bem bem
verdade verdade
que que
alguns algum
estavam estar
esperando esperar
em em
deus deus
e e
acabaram acabar
ficando ficar
à a_o
mercê mercê
da de_o
sua seu
vida vida
porque porque
saíram sair
de de
deus deus
mas mas
deus deus
trouxe trazer
aqui aqui
porque porque
ele ele
quer querer
fazer fazer
uma um
grande grande
obra obra
na em_o
tua tua
vida vida
ele ele
quer querer
se se
levantar levantar
de de
novo novo
ele ele
quer querer
restaurar restaurar
ele ele
quer querer
perdoar perdoar
os o
teus teu
pecados pecar
ele ele
quer querer
que que
você você
se se
volte voltar
pra pra
ele ele
que que
você você
não não
apenas apenas
espere esperar
que que
ele ele
te tu
dê dar
alguma algum
coisa coisa
mas mas
que que
você você
espere esperar
em em
deus deus
isto isto
é ser
você você
descanse descansar
entregue entregar
coloque colocar
a o
sua seu
vida vida
nas em_o
mãos mão
dele de_ele
que que
vai ir
cuidar cuidar
de de
você você
vai ir
perdoar perdoar
os o
pecados pecado
se se
você você
está estar
envolvido envolver
em em
alguma algum
coisa coisa
que que
te tu
prende prender
porque porque
a o
bíblia bíblia
diz dizer
em em
segunda segundo
pedro pedro
2 2
19 19
de de
que que
alguém alguém
é ser
vencido vencer
do de_o
tal tal
torna tornar
-se se
servo servo
ele ele
vai ir
quebrar quebrar
essas esse
cabeça cabeça
vai ir
te tu
libertar libertar
vai ir
fazer fazer
você você
ser ser
uma um
nova novo
pessoa pessoa
e e
vai ir
te tu
dar dar
vida vida
em em
abundância abundância
eu eu
quero querer
fazer fazer
uma um
oração oração
você você
tem ter
pessoas pessoa
aqui aqui
nessa em_esse
noite noite
que que
nunca nunca
pararam parar
pra pra
pensar pensar
do de_o
que que
significa significar
realmente realmente
viver viver
em em
deus deus
ou ou
se se
tem ter
pessoas pessoa
aqui aqui
que que
conhece conhecer
o o
evangelho evangelho
mas mas
você você
hoje hoje
está estar
afastado afastar
dele de_ele
que que
não não
foi ser
deus deus
que que
tira tirar
você você
da de_o
presença presença
dele de_ele
o o
que que
afasta afastar
o o
homem homem
de de
deus deus
são ser
os o
nossos nosso
pecados pecado
é ser
você você
que que
se se
afastou afastar
de de
deus deus
mas mas
eu eu
não não
vim vir
aqui aqui
lançar lançar
nada nada
no em_o
teu teu
rosto rosto
eu eu
não não
vim vir
aqui aqui
te tu
acusar acusar
de de
nada nada
eu eu
vim vir
aqui aqui
dizer dizer
que que
há haver
uma um
porta porta
aberta abrir
aqui aqui
essa esse
noite noite
pra pra
você você
voltar voltar
pra pra
você você
se se
consertar consertar
pra pra
você você
voltar voltar
ao a_o
lugar lugar
que que
você você
nunca nunca
ter ter
saído sair
e e
pra pra
você você
entrar entrar
no em_o
lugar lugar
se se
você você
ainda ainda
não não
entrou entrar
que que
você você
nunca nunca
entrou entrar
que que
é ser
estar estar
em em
deus deus
ea ea
única único
coisa coisa
que que
eu eu
ea ea
igreja igreja
podemos poder
fazer fazer
é ser
uma um
oração oração
por por
você você
se se
você você
crê crer
se se
você você
quiser querer
deus deus
tem ter
coisas coisa
tremendas tremendo
pra para_o
tua tua
vida vida
o o
diabo diabo
sabe saber
disso de_isso
por por
isso isso
que que
ele ele
trabalha trabalhar
para para
roubar roubar
matar matar
e e
destruir destruir
mas mas
se se
você você
tá estar
aqui aqui
é ser
porque porque
deus deus
permitiu permitir
que que
de de
alguma algum
forma forma
o o
espírito espírito
santos santo
conduziu conduzir
o o
que que
você você
viu ver
a o
propaganda propaganda
vil vil
na em_o
rede rede
social social
porque porque
alguém alguém
te tu
convidou convidar
na em_o
verdade verdade
no em_o
pano pano
de de
fundo fundo
tadeus tadeus
trabalhando trabalhar
para para
que que
você você
chegasse chegar
aqui aqui
porque porque
deus deus
tem ter
um um
propósito propósito
pra para_o
tua tua
vida vida
que que
só só
você você
pode poder
abortar abortar
nem nem
o o
diabo diabo
nem nem
ninguém ninguém
nem nem
o o
próprio próprio
deus deus
é ser
você você
porque porque
ele ele
te tu
deu dar
o o
livre livre
arbítrio arbítrio
você você
quer querer
voltar voltar
pra pra
jesus jesus
você você
realmente realmente
quer querer
ter ter
um um
encontro encontro
com com
esse esse
deus deus
através através
de de
cristo cristo
não não
apenas apenas
crê crer
que que
existe existir
mais mais
viver viver
a o
vida vida
com com
deus deus
se se
você você
quer querer
olhar olhar
por por
você você
e e
se se
você você
deseja desejar
eu eu
convido convidar
você você
em em
nome nome
de de
jesus jesus
a a
pedir pedir
licença licença
a a
em em
qualquer qualquer
fila fila
de de
banco banco
o o
pessoal pessoal
vai ir
sair sair
da de_o
frente frente
partir partir
da de_o
passagem passagem
vem vir
aqui aqui
à a_o
frente frente
que que
eu eu
quero querer
lá lá
por por
você você
eu eu
sei saber
que que
aqui aqui
tem ter
gente gente
eu eu
sei saber
ninguém ninguém
vai ir
te tu
pegar pegar
pela por_o
mão mão
ninguém ninguém
vai ir
te tu
pegar pegar
pelo por_o
braço braço
é ser
você você
que que
tem ter
que que
decidir decidir
eu eu
quero querer
falar falar
com com
você você
[ [
Música música
] _
venha vir
venha vir
meu meu
filho filho
vem vir
a o
minha meu
filha filha
zé zé
do de_o
seu seu
lugar lugar
deus deus
conhece conhecer
a o
tua tua
vida vida
deus deus
sabe saber
tudo tudo
a a
teu teu
respeito respeito
deus deus
conhece conhecer
duas dois
necessidades necessidade
não não
espere esperar
de de
deus deus
como como
alguém alguém
que que
está estar
pensando pensar
apenas apenas
em em
alguma algum
coisa coisa
depois depois
diz dizer
carro carro
espere esperar
em em
viva vivo
nele em_ele
e e
você você
vai ir
ver ver
o o
que que
é ser
que que
deus deus
vai ir
fazer fazer
venha vir
volte voltar
a a
quanto quanto
tempo tempo
quanto quanto
tempo tempo
quanto quanto
tempo tempo
você você
está estar
afastado afastar
né né
foi ser
criada criar
a o
escola escola
dominical dominical
quando quando
era ser
garoto garoto
quando quando
era ser
menina menino
é é
deus deus
te tu
trouxe trazer
aqui aqui
porque porque
ele ele
vai ir
te tu
levantar levantar
vai ir
de de
restaurar restaurar
o o
repasto repasto
esta este
água água
igreja igreja
de de
pastor pastor
o o
filho filho
não não
salva salvar
ninguém ninguém
eu eu
não não
mudo mudo
vida vida
de de
ninguém ninguém
não não
faça fazer
isso isso
não não
está estar
entregando entregar
a o
vida vida
pra pra
mim eu
não não
porque porque
entrega entregar
da de_o
província província
vai ir
adiantar adiantar
nada nada
não não
eu eu
não não
posso poder
salvar salvar
ninguém ninguém
não não
posso poder
perdoar perdoar
pecados pecado
e e
ninguém ninguém
não não
posso poder
transformar transformar
ninguém ninguém
mas mas
eu eu
conheço conhecer
um um
que que
me eu
salvou salvar
que que
me eu
transformou transformar
e e
que que
pode poder
fazer fazer
por por
você você
também também
está estar
faltando faltar
você você
venha vir
mais mais
um um
minuto minuto
eu eu
vou ir
orar orar
por por
essas esse
pessoas pessoa
venha vir
volte voltar
pra pra
jesus jesus
ou ou
se se
entregue entregar
se se
entregue entregar
coloque colocar
a o
tua tua
vida vida
nas em_o
mãos mão
de de
deus deus
lance lançar
a o
tua tua
vida vida
nos em_o
braços braço
de de
deus deus
experimente experimentar
experimente experimentar
querido querer
querida querido
experimente experimentar
para para
ver ver
o o
que que
ele ele
vai ir
fazer fazer
na em_o
tua tua
vida vida
o o
desafio desafio
você você
querido querer
não não
tô tô
falando falar
pra pra
você você
ter ter
experiência experiência
religiosa religioso
para para
com com
isso isso
meu meu
filho filho
eu eu
tô tô
falando falar
pra pra
você você
ter ter
uma um
experiência experiência
com com
deus deus
o o
deus deus
vivo vivo
o o
deus deus
poderoso poderoso
deus deus
que que
transforma transformar
o o
deus deus
que que
habita habitar
em em
você você
e e
pastor pastor
eu eu
estou estar
eu eu
tenho ter
que que
acertar acertar
os o
negócios negócio
já já
te tu
dar dar
uma um
explicação explicação
zinha zinha
deus deus
não não
está estar
esperando esperar
que que
você você
o o
conserte consertar
algum algum
negócio negócio
da de_o
tua tua
vida vida
deus deus
quer querer
que que
você você
se se
lance lançar
pra pra
ele ele
entrega entregar
o o
teu teu
caminho caminho
ao a_o
senhor senhor
confia confiar
nele em_ele
eo eo
mais mais
ele ele
falar falar
ele ele
vai ir
te tu
ajudar ajudar
áreas área
da de_o
sua seu
vida vida
a a
áreas área
que que
você você
precisa precisar
de de
uma um
ação ação
de de
deus deus
aleluia aleluia
tá estar
faltando faltar
você você
meu meu
filho filho
minha meu
filha filha
tá estar
faltando faltar
você você
a a
você você
acompanha acompanhar
a o
sua seu
esposa esposo
na em_o
igreja igreja
é ser
que que
lhe ele
dão dar
a a
você você
acompanhar acompanhar
filhos filho
né né
e e
daí de_aí
a o
salvação salvação
individual individual
o o
star star
em em
deus deus
é ser
pessoal pessoal
a o
decisão decisão
é ser
sua seu
ela ela
é ser
sua seu
pode poder
pedir pedir
para para
passar passar
no em_o
meio meio
desse de_esse
corredor corredor
que que
você você
tá estar
aqui aqui
pessoal pessoal
vai ir
sair sair
venha vir
venha vir
não não
tenha ter
medo medo
nem nem
vergonha vergonha
não não
ninguém ninguém
aqui aqui
ninguém ninguém
aqui aqui
pode poder
fazer fazer
essas esse
coisas coisa
que que
eu eu
falei falar
nem nem
eu eu
nem nem
ninguém ninguém
aqui aqui
ninguém ninguém
aqui aqui
pode poder
estar estar
no em_o
controle controle
pode poder
dar dar
a o
vida vida
abundante abundante
pode poder
trazer trazer
respostas resposta
pra pra
você você
pode poder
cumprir cumprir
promessas promessa
pode poder
proteger proteger
mas mas
há haver
um um
deus deus
e e
em em
deus deus
um um
deus deus
tremendo tremendo
que que
quer querer
salvar salvar
você você
o o
que que
você você
está estar
esperando esperar
eu eu
não não
posso poder
te tu
convencer convencer
mas mas
eu eu
sei saber
que que
a o
voz voz
de de
deus deus
no em_o
coração coração
de de
pessoas pessoa
aqui aqui
se se
deus deus
está estar
falando falar
com com
você você
