[ [
é ser
um um
papa papa
da de_o
longevidade longevidade
no em_o
Brasil brasil
é ser
um um
médico médico
top top
na em_o
área área
da de_o
longevidade longevidade
é ser
ele ele
que que
cuida cuidar
de de
mim eu
de de
uma um
meia meio
dúzia dúzia
aí aí
vai ir
vou ir
tomar tomar
uma um
Tranca tranca
quando quando
eu eu
voltar voltar
nele em_ele
né né
devido devido
alguns algum
abusos abuso
e e
acessos acesso
e e
a o
esposa esposo
dele de_ele
né né
é ser
dermatologista dermatologista
trabalha trabalhar
também também
aí aí
com com
Elizete elizete
né né
para para
melhorar melhorar
que que
não não
custa custar
nada nada
certo certo
então então
eles eles
são ser
amigos amigo
estão estar
nos nós
dando dar
aqui aqui
a o
honra honra
e e
o o
prazer prazer
é ser
a o
nossa nosso
igreja igreja
é ser
porque porque
nós nós
seguimos seguir
a o
Bíblia bíblia
e e
amamos amar
a o
palavra palavra
e e
as o
pessoas pessoa
de de
fora fora
muitas muito
vezes vez
não não
entendem entender
o o
Ato ato
da de_o
oferta oferta
é ser
um um
ato ato
de de
gratidão gratidão
e e
não não
obrigação obrigação
se se
fosse ser
obrigação obrigação
não não
era ser
oferta oferta
era ser
imposto impor
tributo tributo
sei saber
lá lá
o o
quê quê
então então
aqui aqui
na em_o
nossa nosso
igreja igreja
muitos muito
irmãos irmão
enviam enviar
ofertas oferta
especiais especial
de de
gratidão gratidão
A o
Rosemary rosemary
pela por_o
vida vida
da de_o
minha meu
filha filha
e e
neta neto
tá estar
Por por
estarem estar
bem bem
depois depois
de de
tantas tanto
adversidades adversidade
tá estar
dizendo dizer
aqui aqui
é ser
a ela
une unir
se se
agradece agradecer
a a
Deus deus
pela por_o
vida vida
do de_o
meu meu
filho filho
tá estar
Deus deus
deu dar
um um
grande grande
livramento livramento
ela ela
tá estar
agradecendo agradecer
aí aí
gêmeas gêmeo
Marlene marlene
e e
é ser
e e
Oi oi
Marlene marlene
Marlene marlene
eu eu
não não
entendi entender
outro outro
nome nome
é ser
Marilene marilene
e e
Marlene marlene
as o
gêmeas gêmeo
aqui aqui
a o
Rita rita
Lima lima
mais mais
um um
ano ano
de de
vida vida
agradecendo agradecer
a o
Deus deus
a o
Luana luana
e e
o o
João joão
Vitor vitor
por por
portas porta
abertas aberto
por por
filho filho
ta ta
ta ta
que que
agradecendo agradecer
vocês você
querem querer
ficar ficar
de de
pé pé
são ser
as o
pessoas pessoa
que que
enviaram enviar
aqui aqui
ofertas oferta
especiais especial
e e
quer querer
dar dar
uma um
pausa pausa
aí aí
a o
Deus deus
que que
Deus deus
abençoe abençoar
deixa deixar
eu eu
dizer dizer
que que
uma um
coisa coisa
já já
já já
nós nós
vamos ir
aqui aqui
trazer trazer
uma um
palavra palavra
mas mas
deixa deixar
eu eu
falar falar
uma um
coisa coisa
aqui aqui
muito muito
importante importante
que que
grande grande
maioria maioria
aqui aqui
sabe saber
é ser
o o
Ato ato
da de_o
oferta oferta
é ser
um um
ato ato
voluntário voluntário
é ser
um um
ato ato
decisão decisão
pessoal pessoal
você você
não não
vem vir
aqui aqui
porque porque
você você
é ser
obrigada obrigar
a a
dar dar
uma um
oferta oferta
se se
fosse ser
obrigatória obrigatório
a o
gente gente
cobrava cobrar
a o
entrada entrada
EA ea
marca marca
de de
um um
ato ato
de de
ofertar ofertar
eu eu
voluntariedade voluntariedade
se se
não não
houver haver
voluntariedade voluntariedade
Então então
esse esse
ato ato
não não
é ser
um um
ato ato
para para
Deus deus
é ser
qualquer qualquer
outra outro
coisa coisa
e e
Nós nós
aprendemos aprender
que que
o o
Ato ato
da de_o
oferta oferta
na em_o
Bíblia bíblia
quando quando
você você
oferece oferecer
algo algo
em em
reconhecimento reconhecimento
a o
soberania soberania
de de
Deus deus
sobre sobre
a o
sua seu
vida vida
a o
oferta oferta
ela ela
se se
torna tornar
a o
Bíblia bíblia
dá dar
uma um
instrução instrução
que que
a o
oferta oferta
mais mais
semente sementar
ela ela
faz fazer
uma um
analogia analogia
agrícola agrícola
do de_o
ato ato
da de_o
oferta oferta
é ser
uma um
semente semente
a a
produzir produzir
na em_o
sua seu
vida vida
e e
também também
a o
ideia ideia
da de_o
Bíblia bíblia
é ser
que que
se se
é ser
uma um
semente semente
então então
você você
pode poder
dar dar
uma um
direção direção
para para
esse esse
ato ato
é ser
para para
dar dar
uma um
direção direção
por por
exemplo exemplo
tem ter
um um
camarada camarada
plantar plantar
semente sementar
de de
mamão mamão
para para
colher colher
mamão mamão
se se
planta plantar
semente semente
de de
laranja laranja
para para
colher colher
laranja laranja
é ser
já já
sabem saber
disso de_isso
aí aí
no em_o
meu meu
coração coração
já já
que que
a o
oferta oferta
é ser
uma um
semente semente
e e
que que
você você
pode poder
dar dar
uma um
direção direção
eu eu
queria querer
convidar convidar
aqueles aquele
que que
me me
per per
aumente aumentar
espontaneamente espontaneamente
desejarem desejar
Eu eu
Vim vir
pensando pensar
nisso em_isso
de de
que que
a o
nossa nosso
semente semente
fosse ser
oferecida oferecer
em em
favor favor
da de_o
nossa nosso
família família
isso isso
é ser
eu eu
vou ir
dar dar
uma um
direção direção
para para
mim eu
a o
semente semente
você você
pode poder
dar dar
uma um
uma um
oferta oferta
que que
é ser
uma um
semente semente
Direcionar direcionar
para para
questões questão
financeiras financeiro
é ser
Direcionar direcionar
para para
qualquer qualquer
outra outro
área área
mas mas
eu eu
queria querer
desafiar desafiar
você você
que que
tá estar
aqui aqui
nessa em_esse
e e
a o
oferta oferta
que que
direcionasse direcionasse
para para
sua seu
família família
a a
sua seu
semente semente
eu eu
a o
minha meu
família família
que que
eu eu
minha meu
esposa esposo
filhos filho
genros genro
nora nora
e e
cinco cinco
netos neto
são ser
13 13
pessoas pessoa
né né
então então
eu eu
pensei pensar
numa em_um
oferta oferta
de de
dar dar
uma um
direção direção
na em_o
sua seu
oferta oferta
para para
abençoar abençoar
a o
minha meu
família família
não não
tô tô
falando falar
de de
valor valor
que que
ser ser
uma um
questão questão
muito muito
Pessoal pessoal
a o
questão questão
da de_o
oferta oferta
é ser
muito muito
pessoal pessoal
Se se
você você
fosse ser
obrigado obrigar
a a
dar dar
uma um
oferta oferta
a a
porta porta
não não
estava estar
aberta abrir
né né
Aí aí
você você
é ser
obrigado obrigar
a o
oferta oferta
é ser
uma um
marca marca
voluntária voluntário
né né
A o
Oferta oferta
tem ter
a a
ver ver
com com
a o
nossa nosso
fé fé
o o
nosso nosso
entendimento entendimento
desse de_esse
ato ato
e e
a o
oferta oferta
para para
poder poder
te tu
explicar explicar
você você
que que
é ser
um um
visitante visitante
e e
as o
ofertas oferta
aqui aqui
agora agora
nós nós
estamos estar
construindo construir
simultaneamente simultaneamente
10 10
igrejas igreja
10 10
igrejas igreja
ao a_o
mesmo mesmo
tempo tempo
estão estar
sendo ser
feitas fazer
então então
todos todo
os o
recursos recurso
que que
o o
povo povo
aqui aqui
da de_o
na em_o
igreja igreja
é ser
para para
gente gente
expandir expandir
não não
é ser
aumentar aumentar
e e
acredito acreditar
que que
até até
o o
final final
do de_o
ano ano
nós nós
vamos ir
né né
desde desde
o o
início início
do de_o
ano ano
nós nós
vamos ir
concluir concluir
o o
ano ano
inaugurando inaugurar
entre entre
18 18
a a
20 20
novas novo
igrejas igreja
Isso isso
tudo tudo
só só
é ser
possível possível
pela por_o
liberalidade liberalidade
de de
vocês você
aqui aqui
então então
queria querer
desafiar desafiar
que que
você você
ao a_o
colocar colocar
a o
tua tua
semente semente
ela ela
fosse ser
direcionada direcionada
se se
assim assim
você você
quiser querer
para para
sua seu
família família
já já
que que
estamos estar
aqui aqui
no em_o
evento evento
de de
família família
no em_o
término término
do de_o
congresso congresso
das de_o
mulheres mulher
vitoriosas vitorioso
e e
dos de_o
homens homem
vencedores vencedor
é ser
uma um
sugestão sugestão
que que
eu eu
tô tô
te tu
dando dar
pensa pensar
em em
na em_o
sua seu
família família
se se
eu eu
vou ir
direcionar direcionar
a o
a o
oferta oferta
em em
favor favor
para para
Deus deus
abençoar abençoar
e e
guardar guardar
nós nós
vamos ir
distribuir distribuir
envelopes envelope
para para
todos todo
e e
se se
você você
não não
quiser querer
ofertar ofertar
Quando quando
eu eu
acabar acabar
o o
ato ato
de de
orar orar
você você
pode poder
devolver devolver
seu seu
envelope envelope
vazio vazio
que que
não não
muda mudar
nada nada
parece parecer
igreja igreja
se se
você você
quiser querer
ofertar ofertar
via via
cartão cartão
de de
crédito crédito
ou ou
débito débito
você você
vai ir
dar dar
um um
sinal sinal
e e
vai ir
chegar chegar
né né
a a
diferença diferença
do de_o
dinheiro dinheiro
papel papel
para para
o o
dinheiro dinheiro
plástico plástico
é ser
o o
cartão cartão
de de
crédito crédito
ou ou
débito débito
você você
que que
tá estar
pela por_o
internet internet
você você
também também
pode poder
ofertar ofertar
Então então
vou ir
pedir pedir
para para
os o
obreiros obreiro
podem poder
distribuir distribuir
e e
os o
envelopes envelope
e e
que que
Deus deus
abençoe abençoar
Deus deus
multiplique multiplicar
a a
cada cada
um um
mas mas
segundo segundo
a o
sua seu
fé fé
EA ea
sua seu
liberalidade liberalidade
e e
uma um
direção direção
a a
nossa nosso
semente semente
em em
direção direção
à a_o
nossa nosso
família família
para para
que que
haja haver
a o
benção benção
frutificação frutificação
proteção proteção
o o
pai pai
que que
essas esse
sementes semente
frutifiquem frutificar
na em_o
vida vida
de de
cada cada
um um
no em_o
nome nome
de de
Jesus jesus
amém amém
e e
amém amém
os o
obreiros obreiro
podem poder
recolher recolher
o o
código código
é ser
minha meu
gente gente
presta presto
atenção atenção
aqui aqui
o o
povo povo
aqui aqui
da de_o
advec advec
domingo domingo
que que
vem vir
devido devido
ao a_o
horário horário
de de
verão verão
que que
não não
tem ter
no em_o
Nordeste nordeste
que que
nós nós
transmitimos transmitir
aqui aqui
para para
todas todo
as o
igrejas igreja
do de_o
Brasil brasil
nossas nosso
a o
Santa santa
Ceia cear
é é
10 10
horas hora
da de_o
manhã manhã
não não
9:30 @card@
e e
a o
segunda segundo
etapa etapa
as o
18 18
e e
30 30
ok ok
10 10
horas hora
da de_o
manhã manhã
OK ok
também também
quero querer
falar falar
para para
vocês você
preste prestar
atenção atenção
aí aí
moçada moçar
todos todo
os o
homens homem
mulheres mulher
e e
jovens jovem
dia dia
quatro quatro
e e
dia dia
onze onze
de de
novembro novembro
às a_o
nove nove
horas hora
da de_o
manhã manhã
ou ou
projeto projeto
Josué josué
e e
nós nós
vamos ir
lá lá
a o
comunidade comunidade
limpar limpar
a o
casa casa
lavar lavar
carro carro
arruma arrumar
a o
gente gente
arruma arrumar
troço troço
pinta pinta
né né
Nós nós
vamos ir
na em_o
comunidade comunidade
toda todo
a o
igreja igreja
é ser
sexy sexy
tô tô
aqui aqui
é ser
um um
exército exército
é ser
um um
exército exército
até até
onde onde
Vamos ir
nas em_o
casas casa
e e
abençoamos abençoamos
lembra lembrar
para para
você você
preencher preencher
a o
ficha ficha
se se
você você
é ser
médico médico
e e
enfermeiro enfermeiro
da de_o
área área
de de
saúde saúde
profissional profissional
liberal liberal
marceneiro marceneiro
da de_o
área área
da de_o
construção construção
civil civil
precisamos precisar
que que
você você
se se
identifique identificar
ok ok
Porque porque
nós nós
vamos ir
na em_o
comunidade comunidade
ajudar ajudar
as o
pessoas pessoa
a a
gente gente
encontra encontrar
muita muito
coisa coisa
que que
precisa precisar
ser ser
ajudada ajudar
é ser
a o
camiseta camiseta
é ser
dez dez
pratas prata
que que
a o
gente gente
vai ir
todo todo
mundo mundo
com com
uniforme uniforme
a o
camiseta camiseta
do de_o
projeto projeto
é é
Josué josué
Então então
sábado sábado
9 9
horas hora
da de_o
manhã manhã
todas todo
as o
nossas nosso
igrejas igreja
e e
no em_o
outro outro
sábado sábado
as o
pontas ponta
as o
nossas nosso
igrejas igreja
de de
novo novo
Agora agora
presta presto
atenção atenção
para para
aquilo aquilo
para para
esse esse
anúncio anúncio
Isso isso
é ser
para para
você você
já já
começar começar
a a
rumar rumar
dizer dizer
lá lá
na em_o
tua tua
empresa empresa
olha olhar
aí aí
ó ó
eu eu
vou ir
pagar pagar
dobrado dobrar
o o
horário horário
que que
eu eu
vou ir
dar dar
um um
jeito jeito
no em_o
dia dia
vinte vinte
e e
oito oito
de de
Novembro novembro
Olha olhar
tá estar
longe longe
mas mas
tô tô
falando falar
qual qual
é ser
a o
data data
é ser
uma um
única único
vez vez
aqui aqui
no em_o
Rio rio
de de
Janeiro janeiro
um um
dos de_o
caras cara
cara cara
da de_o
prateleira prateleira
de de
cima cima
de de
cima cima
de de
cima cima
de de
cima cima
o o
pastor pastor
Doutor doutor
John john
B b
vi ver
você você
tem ter
que que
ver ver
esse esse
cara cara
ele ele
vai ir
estar estar
aqui aqui
e e
vai ir
falar falar
5 5
e e
6 6
da de_o
tarde tarde
e e
7:30 @card@
da de_o
noite noite
e e
você você
não não
vai ir
me eu
deixar deixar
aqui aqui
sozinho sozinho
5:30 @card@
com com
esse esse
gringo gringo
A o
entrada entrada
é ser
franca franco
eu eu
quero querer
ver ver
vocês você
aqui aqui
dá dar
o o
tá estar
tá estar
até até
o o
canto canto
quieto quieto
dar dar
dá dar
até até
um um
jeito jeito
tô tô
falando falar
isso isso
de de
brincadeira brincadeira
mas mas
eu eu
tenho ter
certeza certeza
que que
você você
vai ir
crescer crescer
Esse esse
cara cara
é ser
top top
top top
top top
ele ele
vem vir
falar falar
uma um
vez vez
no em_o
Rio rio
e e
vem vir
aqui aqui
uma um
vez vez
em em
São são
Paulo paulo
uma um
vez vez
em em
Minas minas
uma um
vez vez
em em
Curitiba curitiba
então então
põe pôr
na em_o
tua tua
agenda agenda
fala falar
lá lá
para para
o o
teu teu
chefe chefe
Olha olhar
eu eu
preciso preciso
sair sair
mais mais
cedo cedo
e e
vou ir
te tu
pagar pagar
dobrado dobrar
eu eu
queria querer
que que
vocês você
todos todo
que que
são ser
aqui aqui
do de_o
Rio rio
do de_o
Grande grande
Rio rio
estivessem estar
aqui aqui
vai ir
ser ser
benção benção
amém amém
o o
Ok ok
então então
vamos ir
lá lá
tá estar
acomodado acomodar
Zinho zinho
só só
alguns algum
detalhes detalhe
número número
um um
vê ver
se se
teu teu
telefone telefone
tá estar
para para
vibrar vibrar
Porque porque
Jesus jesus
não não
vai ir
ligar ligar
para para
você você
aqui aqui
agora agora
eu eu
te tu
garanto garantir
para para
o o
telefone telefone
não não
gritar gritar
aqui aqui
na em_o
hora hora
que que
eu eu
tiver ter
falando falar
uma um
2 2
e e
se se
você você
tem ter
criança criança
pequena pequeno
aqui aqui
não não
há haver
problema problema
mas mas
se se
ela ela
começar começar
a a
chorar chorar
embaixo embaixo
desse de_esse
telão telão
tem ter
um um
lugar lugar
reservado reservar
para para
os o
picutinho picutinho
pequenininho pequenino
Os o
Mauricinhos mauricinho
Você você
tem ter
que que
sair sair
por por
aquela aquele
porta porta
primeiro primeiro
andar andar
tem ter
um um
trabalho trabalho
especial especial
já já
para para
os o
maiores grande
Lins lins
tá estar
bom bom
não não
há haver
problema problema
de de
ficar ficar
com com
criança criança
aqui aqui
só só
se se
ela ela
chorar chorar
e e
tal tal
né né
aí aí
você você
tem ter
que que
me eu
ajudar ajudar
aqui aqui
porque porque
eu eu
tô tô
gravando gravar
para para
televisão televisão
certo certo
equipamento equipamento
de de
alta alto
sensibilidade sensibilidade
de de
captação captação
de de
som som
Então então
eu eu
preciso precisar
que que
você você
me eu
ajude ajudar
Ok ok
amém amém
Oi oi
tá estar
bem bem
se se
você você
tiver ter
necessidade necessidade
extrema extremo
né né
Depois depois
da de_o
porta porta
direita direito
só só
feminino feminino
Não não
é ser
isso isso
e e
lá lá
depois depois
do de_o
E e
aí aí
chama chamar
aqui aqui
lá lá
das de_o
mulheres mulher
lá lá
aquela aquele
exposição exposição
de de
coisas coisa
de de
mulheres mulher
lá lá
depois depois
tá estar
os o
dos de_o
homens homem
e e
depois depois
do de_o
estande estande
aqui aqui
grande grande
tá estar
os o
dos de_o
homens homem
tá estar
e e
aqui aqui
ficou ficar
só só
para para
mulheres mulher
porta porta
direita direito
Ok ok
vamos ir
nós nós
você você
tá estar
pronto pronto
a a
tomar tomar
café café
hoje hoje
não não
é ser
tão tão
cansadas cansado
assim assim
a a
passado passado
Olá olá
eu eu
quero querer
trazer trazer
uma um
palavra palavra
para para
vocês você
sobre sobre
a o
responsabilidade responsabilidade
do de_o
homem homem
e e
da de_o
mulher mulher
no em_o
casamento casamento
que que
serve servir
para para
quem quem
é ser
casado casado
e e
serve servir
para para
quem quem
quer querer
casar casar
é ser
porque porque
eu eu
já já
vai ir
aprendendo aprender
como como
é ser
que que
é ser
o o
mistério mistério
é ser
certo certo
eu eu
falei falar
duas dois
passagens passagem
da de_o
Bíblia bíblia
em em
uma um
e e
ao a_o
terror terror
das de_o
feministas feminista
e e
como como
ela ela
não não
entende entender
de de
Bíblia bíblia
influenciam influenciar
muitas muito
mulheres mulher
mas mas
a o
casa casa
vai ir
cair cair
aqui aqui
hoje hoje
eu eu
vou ir
dar dar
aqui aqui
uma um
explicação explicação
de de
um um
texto texto
que que
muitas muito
pessoas pessoa
não não
entendem entender
até até
no em_o
meio meio
da de_o
igreja igreja
Abra abrir
sua seu
Bíblia bíblia
Efésios efésio
Capítulo capítulo
5 5
Versículo versículo
22 22
ao a_o
25 25
é ser
o o
primeiro primeiro
texto texto
cavaleiro cavaleiro
É ser
eu eu
sei saber
que que
as o
mulheres mulher
aqui aqui
a a
nossa nosso
em em
quando quando
eu eu
falar falar
da de_o
responsabilidade responsabilidade
do de_o
homem homem
vai ir
ter ter
um um
item item
aqui aqui
que que
as o
mulheres mulher
vão ir
ter ter
Lira lira
já já
estão estar
antes antes
da de_o
hora hora
vamos ir
lá lá
diz dizer
o o
texto texto
de de
Efésios efésio
5 5
22 22
a a
25 25
o o
que que
achou achar
Aí aí
Efésios efésio
a a
carta carta
de de
Paulo paulo
voz voz
de de
mulheres mulher
sede sede
submissas submisso
aos a_o
vossos vosso
maridos marido
como como
ao a_o
Senhor senhor
porque porque
o o
marido marido
é ser
o o
cabeça cabeça
da de_o
mulher mulher
como como
também também
Cristo cristo
é ser
o o
cabeça cabeça
da de_o
igreja igreja
sendo ser
ele ele
próprio próprio
o o
salvador salvador
do de_o
corpo corpo
de de
sorte sorte
que que
assim assim
como como
a o
igreja igreja
está estar
sujeita sujeitar
a a
Cristo cristo
assim assim
também também
as o
mulheres mulher
sejam ser
em em
tudo tudo
sujeitas sujeitar
a a
seus seu
maridos marido
vós vós
maridos marido
Amai amar
vossas vossas
mulheres mulher
como como
também também
Cristo cristo
amou amar
a o
igreja igreja
EA ea
si se
mesmo mesmo
se se
entregou entregar
por por
ela ela
e e
um um
texto texto
também também
de de
Primeira primeira
Timóteo timóteo
3 3
15 15
que que
diz dizer
o o
seguinte seguinte
Primeira primeira
Timóteo timóteo
Capítulo capítulo
3 3
Versículo versículo
15 15
e e
já já
tá estar
mais mais
para para
parte parte
final final
do de_o
novo novo
testamento testamento
A o
Primeira primeira
Timóteo timóteo
3 3
15 15
dias dia
assim assim
mas mas
se se
tardar tardar
para para
que que
saibas saber
como como
convém convir
andar andar
na em_o
casa casa
de de
Deus deus
que que
a o
igreja igreja
do de_o
Deus deus
vivo viver
a o
coluna coluna
e e
firmeza firmeza
da de_o
Verdade verdade
e e
vamos ir
aqui aqui
para para
algumas algum
considerações consideração
aqui aqui
na em_o
minha meu
introdução introdução
é ser
um um
pesquisador pesquisador
e e
ele ele
realizou realizar
uma um
pesquisa pesquisa
com com
mais mais
de de
duas dois
mil mil
culturas cultura
que que
já já
existiram existir
existentes existente
no em_o
mundo mundo
e e
ele ele
chegou chegar
à a_o
conclusão conclusão
que que
55 55
dessas de_esse
culturas cultura
eram ser
unissexuais unissexual
isso isso
é ser
não não
havia haver
papel papel
de de
masculino masculino
e e
feminino feminino
essas esse
culturas cultura
se se
extinguiram extinguir
rapidamente rapidamente
Qual qual
é ser
a o
conclusão conclusão
do de_o
pesquisador pesquisador
que que
não não
é ser
evangélico evangélico
que que
não não
é ser
Pastor pastor
do de_o
estudioso estudioso
em em
nenhuma nenhum
sociedade sociedade
é ser
mais mais
forte forte
do de_o
que que
a o
vitalidade vitalidade
das de_o
suas seu
famílias família
o o
EA ea
vitalidade vitalidade
das de_o
suas seu
famílias família
dependem depender
das de_o
relações relação
heterossexuais heterossexual
não não
tô tô
falando falar
de de
teologia teologia
e e
eu eu
tô tô
falando falar
de de
estudo estudo
eu eu
tô tô
falando falar
de de
uma um
verdade verdade
que que
está estar
na em_o
Bíblia bíblia
mas mas
está estar
sendo ser
comprovado comprovar
o o
outro outro
especialista especialista
um um
outro outro
pesquisador pesquisador
é ser
esse esse
pesquisador pesquisador
eu eu
aqui aqui
posso poder
dar dar
o o
nome nome
dele de_ele
Mark mark
género género
pesquisador pesquisador
da de_o
Universidade universidade
do de_o
Texas texas
pode poder
pesquisar pesquisar
ele ele
fez fazer
um um
mais mais
amplo amplo
estudo estudo
com com
mais mais
de de
1500 1500
pessoas pessoa
na em_o
idade idade
de de
18 18
a a
39 39
anos ano
o o
que que
foram ser
criados criar
nos em_o
diversos diverso
tipos tipo
relacionamentos relacionamento
heterossexuais heterossexual
e e
homossexuais homossexual
a o
conclusão conclusão
da de_o
pesquisa pesquisa
desse de_esse
homem homem
foi ser
o o
seguinte seguinte
resultados resultado
negativos negativo
para para
pessoas pessoa
que que
foram ser
criadas criar
por por
casais casal
do de_o
mesmo mesmo
sexo sexo
o o
resultado resultado
negativos negativo
para para
as o
pessoas pessoa
que que
foram ser
criadas criar
por por
casais casal
do de_o
mesmo mesmo
sexo sexo
Se se
mostraram mostrar
com com
mais muito
problemas problema
de de
saúde saúde
física físico
e e
mental mental
dificuldades dificuldade
de de
relacionamento relacionamento
amoroso amoroso
violência violência
e e
vícios vício
e e
o o
Lobby lobby
gay gay
na em_o
América américa
se se
levantou levantar
com com
força força
contra contra
o o
cara cara
mas mas
América américa
não não
é ser
Brasil brasil
onde onde
o o
ativismo ativismo
gay gay
tem ter
seus seu
amiguinhos amigo
na em_o
impressa imprimir
e e
que que
ele ele
só só
escuta escutar
um um
lado lado
lá lá
na em_o
América américa
coisa coisa
mais mais
embaixo embaixo
e e
a o
Google google
uma um
acusação acusação
e e
o o
obriguei obrigar
a ela
com com
só só
o o
cara cara
de de
má má
conduta conduta
científica científico
sem sem
apresentar apresentar
um um
dado dado
científico científico
contra contra
ele ele
que que
que que
a o
Universidade universidade
do de_o
Texas texas
fez fazer
se se
levantou levantar
um um
grupo grupo
de de
cientistas cientista
para para
auditar auditar
a o
pesquisa pesquisa
desse de_esse
homem homem
e e
com com
auditores auditor
Independentes independentes
para para
acompanhar acompanhar
pesquisa pesquisa
e e
qual qual
foi ser
o o
resultado resultado
O o
que que
é ser
pesquisa pesquisa
estava estar
correta correto
não não
havia haver
nenhum nenhum
elemento elemento
estranho estranho
não não
havia haver
nenhuma nenhum
manipulação manipulação
na em_o
pesquisa pesquisa
desse de_esse
homem homem
e e
quando quando
eu eu
tive ter
lá lá
Marília marília
Gabriela gabriela
Eu eu
disse dizer
para para
ela ela
quem quem
vê ver
tá estar
aí aí
o o
vídeo vídeo
já já
teve ter
milhões milhão
e e
milhões milhão
de de
pessoas pessoa
que que
assistiram assistir
Eu eu
disse dizer
para para
ela ela
daqui de_aqui
a a
20 20
e e
30 30
40 40
anos ano
vamos ir
ver ver
o o
resultado resultado
dessa de_esse
parte parte
Faria faria
a o
deturpação deturpação
social social
de de
que que
pessoas pessoa
do de_o
mesmo mesmo
sexo sexo
podem poder
criar criar
filhos filho
no em_o
mesmo mesmo
nível nível
Na em_o
segunda segunda
estava estar
na em_o
faculdade faculdade
eu eu
eu eu
cansei cansar
de de
ouvir ouvir
O o
que que
é ser
feito fazer
que que
ela ela
figura figura
masculina masculino
um um
corte corte
psico-sexual psico-sexual
o o
primeiro primeiro
objeto objeto
de de
amor amor
da de_o
Criança criança
é ser
a o
mãe mãe
Oi oi
e e
a o
criança criança
faz fazer
o o
corte corte
entre entre
Ela ela
e e
minha meu
mãe mãe
a a
partir partir
da de_o
figura figura
paterna paterno
a o
criança criança
diferencia diferenciar
entre entre
ela ela
a o
mãe mãe
e e
o o
mundo mundo
e e
eu eu
tô tô
falando falar
de de
ciência ciência
não não
tô tô
falando falar
que que
achou achar
orgia orgia
a a
e e
vocês você
acham achar
que que
isso isso
não não
vai ir
ter ter
resultado resultar
e e
que que
não não
vai ir
vai ir
ficar ficar
é é
e e
tu tu
tá estar
bom bom
Agora agora
a o
coisa coisa
mais mais
importante importante
da de_o
pesquisa pesquisa
desse de_esse
cara cara
é ser
o o
seguinte seguinte
é ser
aqui aqui
que que
ele ele
não não
fez fazer
pesquisa pesquisa
com com
criança criança
nem nem
com com
grupo grupo
reduzido reduzir
e e
quem quem
fez fazer
a o
pesquisa pesquisa
gigante gigante
mas mas
só só
que que
coisa coisa
mais mais
importante importante
dessa de_esse
pesquisa pesquisa
é ser
o o
que que
esses esse
adultos adulto
de de
18 18
a a
39 39
anos ano
ele ele
verificou verificar
que que
aqueles aquele
que que
tiveram ter
mais muito
êxito êxito
na em_o
vida vida
foram ser
aqueles aquele
que que
quando quando
eram ser
crianças criança
e e
adolescentes adolescente
os o
seus seu
pais pai
estavam estar
casados casar
E e
aí aí
percebeu perceber
que que
tiveram ter
mais muito
êxito êxito
na em_o
vida vida
quando quando
mesmo mesmo
na em_o
fase fase
adulta adulto
os o
seus seu
pais pai
mantiveram manter
casamento casamento
e e
eu eu
não não
tô tô
falando falar
já já
tecnologia tecnologia
falando falar
de de
uma um
pesquisa pesquisa
científica científico
a o
verdade verdade
gente gente
é ser
que que
a a
um um
rack rack
inteiro inteiro
bombardeio bombardeio
contra contra
a o
família família
eu eu
não não
vou ir
nem nem
entrar entrar
na em_o
questão questão
espiritual espiritual
porque porque
você você
já já
sabe saber
nós nós
sabemos saber
que que
no em_o
pano pano
de de
fundo fundo
tá estar
o o
diabo diabo
eu eu
já já
sei saber
disso de_isso
vocês você
sabem saber
mas mas
como como
eu eu
tô tô
falando falar
para para
televisão televisão
aí aí
para para
pessoas pessoa
eu eu
não não
quero querer
só só
usar usar
o o
argumento argumento
teológico teológico
para para
casar casar
isso isso
aí aí
é ser
religioso religioso
eu eu
apertar apertar
disso de_isso
vem vir
da de_o
ideologia ideologia
marxista marxista
tu tu
acha achar
que que
é ser
verdade verdade
mama mamar
brincadeirinha brincadeira
eles eles
percebem perceber
que que
o o
último último
reduto reduto
de de
autoridade autoridade
é ser
a o
família família
Esse esse
é ser
o o
último último
é ser
tanto tanto
de de
autoridade autoridade
para para
impor impor
a o
sua seu
ideologia ideologia
Então então
você você
é ser
o o
último último
reduto reduto
de de
autoridade autoridade
Vamos ir
destruir destruir
a o
família família
viu ver
esquerdopata esquerdopata
chamado chamado
Herbert herbert
marcuse marcuse
e e
uma um
das de_o
suas seu
publicações publicação
e e
da de_o
sua seu
obra obra
Eros eros
e e
sociedade sociedade
tá estar
que que
é ser
cartilha cartilha
para para
esses esse
já já
tô tô
patas pato
ele ele
disse dizer
vamos ir
fazer fazer
com com
que que
as o
crianças criança
se se
submetam submeter
sucessivamente sucessivamente
a o
erotização erotização
para para
texto texto
ir ir
os o
fundamentos fundamento
da de_o
sociedade sociedade
burguesa burguês
EA ea
família família
monogâmica monogâmico
e e
a o
verdade verdade
é ser
que que
teologicamente teologicamente
se se
destrói destruir
a o
família família
para para
se se
formar formar
uma um
sociedade sociedade
de de
informes informe
que que
não não
tem ter
forma forma
é ser
para para
ser ser
manipulada manipular
por por
uma um
elite elite
política político
e e
eu eu
já já
falava falar
nisso em_isso
alguns algum
anos ano
ainda ainda
assim assim
Acho achar
que que
Malafaia malafaia
tá estar
exagerando exagerar
E e
Agora agora
Nós nós
